"","time","device","location","lat","long","CGDD","Cl","ET","GDD","LfAirDelta","NDVI","SWdw","maxT","meanT","minT","prate","precip","SLP","Kc","ETc","mean_tbelow","lfw","crop_water_demand","sunshine_duration","datetime"
"73",2019-06-25,"A000667","5d090c23388cfb6487095b90",42.1209,-71.807,59.3126,0.360904,0.630582,7.9092,1.423,0.156194,5.81646,20.4129,18.6074,15.4055,3.73792,3.73792,1012.03741758,0.05507412,0.03472874,19.9746,0,3.70319,6.08333333,2019-06-25
"72",2019-06-26,"A000667","5d090c23388cfb6487095b90",42.1209,-71.807,72.5547,0.36027,4.97261,13.2421,5.78415,0.181687,24.619,29.3496,22.1989,17.1346,0,0,1015.5910575,0.09221782,0.45856311,24.5445,0,-0.458563,11.83333333,2019-06-26
"71",2019-06-27,"A000667","5d090c23388cfb6487095b90",42.1209,-71.807,85.0142,0.342958,5.96404,12.4595,5.82135,0.152843,29.2124,28.0512,21.8404,16.8678,0,0,1019.2872471,0.05019267,0.29935127,24.3729,0,-0.299351,11.75,2019-06-27
"70",2019-06-28,"A000667","5d090c23388cfb6487095b90",42.1209,-71.807,99.0042,0.337596,6.09604,13.99,5.75375,0.148325,28.7306,29.6816,23.4484,18.2984,0,0,1020.15825855,0.04360971,0.26584642,25.6861,0,-0.265846,11.91666667,2019-06-28
"69",2019-06-29,"A000667","5d090c23388cfb6487095b90",42.1209,-71.807,112.51,0.321312,3.02849,13.5061,2.7741,0.146279,16.1699,27.5394,23.0495,19.4727,2.80353,2.80353,1014.09964073,0.04062825,0.12304235,24.4406,0,2.68049,10.58333333,2019-06-29
"68",2019-06-30,"A000667","5d090c23388cfb6487095b90",42.1209,-71.8069,120.952,0.376133,2.43049,8.44175,4.4621,0.209597,14.7127,21.6505,17.752,15.233,14.7563,14.7563,1007.73576184,0.13288296,0.32297127,19.7453,0,14.4333,9.33333333,2019-06-30
"67",2019-07-01,"A000667","5d090c23388cfb6487095b90",42.1209,-71.807,130.955,0.374528,4.78519,10.0033,4.44695,0.215725,24.0629,25.0712,19.8599,14.9354,0,0,1011.3123097,0.14181083,0.67859205,21.8371,0,-0.678598,11.41666667,2019-07-01
"66",2019-07-02,"A000667","5d090c23388cfb6487095b90",42.1208,-71.807,142.296,0.34004,4.04075,11.3412,3.44045,0.191514,21.354,25.5893,20.8605,17.0931,0,0,1008.97557679,0.10653558,0.43048375,22.9471,0,-0.430484,11.58333333,2019-07-02
"65",2019-07-03,"A000667","5d090c23388cfb6487095b90",42.1209,-71.807,157.949,0.342027,5.76725,15.6525,5.71995,0.194677,26.488,32.5852,25.0453,18.7198,0,0,1010.99499219,0.11114387,0.64099447,27.0082,0,-0.640994,12.08333333,2019-07-03
"64",2019-07-04,"A000667","5d090c23388cfb6487095b90",42.1209,-71.807,174.286,0.335608,5.69307,16.3366,5.83485,0.198514,26.5372,32.4566,25.6283,20.2166,0,0,1018.19936601,0.11673464,0.66457863,27.4723,0,-0.664579,11.58333333,2019-07-04
"63",2019-07-05,"A000667","5d090c23388cfb6487095b90",42.1209,-71.807,187.407,0.345664,5.56254,13.1217,8.41555,0.216332,28.868,27.2306,22.6774,19.0128,0,0,1020.47028035,0.14269556,0.79374984,26.1049,0,-0.79375,12.25,2019-07-05
"62",2019-07-06,"A000667","5d090c23388cfb6487095b90",42.1209,-71.8069,201.246,0.349317,4.08787,13.839,6.0381,0.243275,22.7704,29.8356,23.6082,17.8423,21.6653,21.6653,1013.20794651,0.18195151,0.74379414,25.8987,0,20.9215,9.58333333,2019-07-06
"61",2019-07-07,"A000667","5d090c23388cfb6487095b90",42.1209,-71.8069,213.36,0.386806,5.26426,12.1134,7.2803,0.32408,26.9374,26.4518,20.9858,17.775,0,0,1013.53031451,0.29968445,1.57761668,23.7298,0,-1.57762,11.66666667,2019-07-07
"60",2019-07-08,"A000667","5d090c23388cfb6487095b90",42.1209,-71.807,225.267,0.376729,5.61112,11.9075,6.2668,0.315704,25.8614,28.226,20.7836,15.5891,0,0,1015.33096947,0.28748026,1.61308541,23.3683,0,-1.61315,11.91666667,2019-07-08
"59",2019-07-09,"A000667","5d090c23388cfb6487095b90",42.1208,-71.807,237.589,0.365384,6.24702,12.322,8.5459,0.310717,29.2661,27.7815,22.18,16.8625,0,0,1016.53750249,0.28021395,1.7505034,25.2506,0,-1.7505,12.08333333,2019-07-09
"58",2019-07-10,"A000667","5d090c23388cfb6487095b90",42.1209,-71.807,252.224,0.370083,5.92702,14.6351,7.7217,0.340281,27.9013,30.6814,23.895,18.5889,0,0,1016.7840071,0.32328901,1.9161418,26.7301,0,-1.91614,11.83333333,2019-07-10
"57",2019-07-11,"A000667","5d090c23388cfb6487095b90",42.1208,-71.807,264.792,0.376168,3.21463,12.5672,2.84585,0.393871,17.4668,26.1598,21.9295,18.9746,0.330017,0.330017,1014.10719405,0.40136974,1.29025412,23.9029,0,-0.960237,11.33333333,2019-07-11
"56",2019-07-12,"A000667","5d090c23388cfb6487095b90",42.1208,-71.807,278.424,0.409906,4.51976,13.6323,4.6098,0.508639,21.8113,28.372,22.7665,18.8927,10.965,10.965,1007.02920654,0.56858629,2.56987327,24.4846,0,8.39513,10.83333333,2019-07-12
"55",2019-07-13,"A000667","5d090c23388cfb6487095b90",42.1209,-71.8069,291.416,0.410954,5.87192,12.9924,5.3378,0.499494,28.1151,27.7391,22.8207,18.2458,0,0,1011.91590902,0.55526231,3.26045361,25.164,0,-3.26045,12,2019-07-13
"54",2019-07-14,"A000667","5d090c23388cfb6487095b90",42.1208,-71.8069,304.23,0.411247,5.19179,12.8135,4.5304,0.506296,25.0489,27.5355,23.0889,18.0916,0,0,1012.49520497,0.56517314,2.93426048,25.1746,0,-2.93426,12,2019-07-14
"53",2019-07-15,"A000667","5d090c23388cfb6487095b90",42.1208,-71.8069,315.098,0.42557,5.69953,10.8683,8.1963,0.516818,28.7525,25.3525,20.3057,16.3841,0,0,1016.92868761,0.58050337,3.30859576,23.451,0,-3.3086,12,2019-07-15
"52",2019-07-16,"A000667","5d090c23388cfb6487095b90",42.1208,-71.8071,327.903,0.422192,5.10985,12.805,6.71285,0.548911,24.1811,29.2815,22.7234,16.3285,0,0,1017.38200825,0.62726286,3.20521677,25.1079,0,-3.20522,11.25,2019-07-16
"51",2019-07-17,"A000667","5d090c23388cfb6487095b90",42.1208,-71.8071,343.757,0.421925,3.93757,15.8537,3.73435,0.595925,19.5985,30.6402,23.9301,21.0671,13.1977,13.1977,1013.92219808,0.69576315,2.73961796,25.4658,0,10.4581,8.83333333,2019-07-17
"50",2019-07-18,"A000667","5d090c23388cfb6487095b90",42.1209,-71.8069,352.777,0.449616,1.5534,9.02,3.61915,0.652881,10.1519,21.9779,19.1562,16.0621,0.640308,0.640308,1014.78632599,0.77874695,1.20970602,21.1777,0,-0.569398,7.66666667,2019-07-18
"49",2019-07-19,"A000667","5d090c23388cfb6487095b90",42.1209,-71.807,365.733,0.442694,5.47527,12.9565,6.03965,0.660459,26.0725,30.0306,22.8962,15.8823,0,0,1011.6289761,0.78978934,4.32431081,25.1001,0,-4.32431,10.83333333,2019-07-19
"48",2019-07-20,"A000667","5d090c23388cfb6487095b90",42.1209,-71.807,383.582,0.434697,4.68733,17.8486,3.0145,0.680449,22.8706,32.9064,27.1966,22.7907,9.10917,9.10917,1009.36600494,0.81891456,3.83852513,28.2365,0,5.27064,11.58333333,2019-07-20
"47",2019-07-21,"A000667","5d090c23388cfb6487095b90",42.1209,-71.807,400.728,0.46185,5.22478,17.1459,2.63435,0.726012,23.6779,31.6445,26.5901,22.6473,0,0,1008.13158971,0.88529971,4.62549724,26.9552,0,-4.6255,11.83333333,2019-07-21
"46",2019-07-22,"A000667","5d090c23388cfb6487095b90",42.1209,-71.807,412.493,0.465634,2.10132,11.7652,1.7647,0.722249,10.7172,27.6978,21.8207,15.8325,25.6759,25.6759,1011.00302484,0.87981666,1.84877547,23.0884,0,23.8271,8.5,2019-07-22
"45",2019-07-23,"A000667","5d090c23388cfb6487095b90",42.1209,-71.807,419.418,0.492416,1.47981,6.9246,3.77175,0.727588,9.78801,20.8255,16.7905,13.0237,14.478,14.478,1011.24401172,0.88759529,1.31347544,19.0318,0,13.1645,7.08333333,2019-07-23
"44",2019-07-24,"A000667","5d090c23388cfb6487095b90",42.1209,-71.807,430.159,0.481828,5.12408,10.7415,4.09905,0.751161,24.5212,25.1473,20.1744,16.3357,0,0,1014.3603694,0.9219409,4.7240979,22.4104,0,-4.7241,11.83333333,2019-07-24
"43",2019-07-25,"A000667","5d090c23388cfb6487095b90",42.1209,-71.807,442.328,0.475306,5.9156,12.1692,5.36675,0.759816,26.4746,27.6696,21.2565,16.6687,0,0,1019.40634136,0.93455202,5.52843209,23.3961,0,-5.52843,11.33333333,2019-07-25
"42",2019-07-26,"A000667","5d090c23388cfb6487095b90",42.1209,-71.807,456.865,0.472069,6.28478,14.5368,4.25155,0.774117,27.4879,31.9547,22.9777,17.119,0,0,1024.34341479,0.95538919,6.00441421,24.7248,0,-6.00441,11.66666667,2019-07-26
"41",2019-07-27,"A000667","5d090c23388cfb6487095b90",42.1208,-71.807,468.39,0.481598,3.91986,11.5246,4.688,0.779706,19.471,25.9406,21.0143,17.1086,0,0,1024.5982306,0.96353171,3.77690823,23.178,0,-3.77691,11.5,2019-07-27
"40",2019-07-28,"A000667","5d090c23388cfb6487095b90",42.1209,-71.807,481.88,0.489049,5.75597,13.4909,4.89975,0.790617,26.763,29.749,22.9957,17.2329,0,0,1018.51743537,0.97942961,5.63757,24.9219,0,-5.63757,11.66666667,2019-07-28
"39",2019-07-29,"A000667","5d090c23388cfb6487095b90",42.1208,-71.8069,497.262,0.486395,4.80766,15.3816,3.9561,0.795624,22.5613,30.1414,24.7564,20.6219,24.4954,24.4954,1015.12793125,0.9867244,4.74383126,26.0387,0,19.7516,10.58333333,2019-07-29
"38",2019-07-30,"A000667","5d090c23388cfb6487095b90",42.1209,-71.807,513.229,0.473637,5.38394,15.9668,3.6744,0.806274,24.6195,31.1131,25.5955,20.8204,0,0,1015.69612749,1.00224053,5.39600086,26.8615,0,-5.396,11.5,2019-07-30
"37",2019-07-31,"A000667","5d090c23388cfb6487095b90",42.1208,-71.807,527.009,0.494033,4.01471,13.78,3.4236,0.806918,19.5841,30.7399,22.5518,16.8201,17.3226,17.3226,1017.0172055,1.00317939,4.02747477,24.1192,0,13.2951,8,2019-07-31
"36",2019-08-01,"A000667","5d090c23388cfb6487095b90",42.1209,-71.807,539.703,0.507418,5.53913,12.6939,4.0152,0.808951,25.2747,27.4295,21.7514,17.9583,0,0,1018.44328124,1.00614165,5.5731492,23.6806,0,-5.57315,11.58333333,2019-08-01
"35",2019-08-02,"A000667","5d090c23388cfb6487095b90",42.1209,-71.807,553.278,0.49348,6.52018,13.5748,3.83385,0.811668,26.973,29.7081,22.8238,17.4415,0,0,1020.37719378,1.01010095,6.58604144,24.4084,0,-6.58604,11.58333333,2019-08-02
"34",2019-08-03,"A000667","5d090c23388cfb6487095b90",42.1209,-71.807,564.945,0.517871,3.84603,11.6678,4.0378,0.815575,18.9074,25.8128,21.6415,17.5227,0,0,1016.6240871,1.01579266,3.90677299,23.3139,0,-3.90677,9,2019-08-03
"33",2019-08-04,"A000667","5d090c23388cfb6487095b90",42.1209,-71.807,579.115,0.495413,5.20705,14.1699,3.61205,0.813711,22.9821,30.3166,22.9101,18.0232,0,0,1012.83933295,1.0130776,5.27514125,24.421,0,-5.27514,11.5,2019-08-04
"32",2019-08-05,"A000667","5d090c23388cfb6487095b90",42.1209,-71.807,590.874,0.516182,6.33436,11.7591,5.79105,0.81975,26.5576,28.8598,21.2757,14.6584,0,0,1015.54548236,1.02187625,6.47292707,23.2345,0,-6.47293,11.5,2019-08-05
"31",2019-08-06,"A000667","5d090c23388cfb6487095b90",42.1209,-71.8069,601.95,0.514024,3.74214,11.0759,2.21445,0.800408,17.5382,26.6364,21.2023,15.5154,0,0,1012.96606634,0.99369404,3.71854192,22.8358,0,-3.71854,11.5,2019-08-06
"30",2019-08-07,"A000667","5d090c23388cfb6487095b90",42.1209,-71.807,613.414,0.512794,2.54868,11.4635,2.1565,0.79819,13.617,26.4639,21.11,16.463,54.6379,54.6379,1010.97778645,0.99046288,2.52437631,22.7925,0,52.114,8.91666667,2019-08-07
"29",2019-08-08,"A000667","5d090c23388cfb6487095b90",42.1209,-71.807,625.443,0.517436,4.57198,12.0294,5.2833,0.812128,21.9948,27.654,21.7551,16.4048,1.37568,1.37568,1006.00490433,1.0107711,4.6212209,23.8237,0,-3.24554,10.41666667,2019-08-08
"28",2019-08-09,"A000667","5d090c23388cfb6487095b90",42.1209,-71.807,636.122,0.527626,5.50136,10.6793,5.80745,0.808358,25.9227,24.85,20.1185,16.5086,0,0,1006.52426525,1.00527808,5.53039344,22.4372,0,-5.53039,11.25,2019-08-09
"27",2019-08-10,"A000667","5d090c23388cfb6487095b90",42.1209,-71.807,644.224,0.526237,4.54563,8.10115,5.78675,0.797652,22.2837,21.6163,17.899,14.586,0,0,1009.01392039,0.98967915,4.49871298,20.2862,0,-4.49871,10.91666667,2019-08-10
"26",2019-08-11,"A000667","5d090c23388cfb6487095b90",42.1208,-71.807,650.924,0.524721,4.77812,6.6999,7.0519,0.792336,23.8153,22.2983,17.1136,11.1015,0,0,1014.60203336,0.98193285,4.6917965,19.9199,0,-4.6918,11.25,2019-08-11
"25",2019-08-12,"A000667","5d090c23388cfb6487095b90",42.1209,-71.807,660.996,0.510122,5.39527,10.0721,5.1104,0.789807,24.7326,25.9335,20.5571,14.2106,0,0,1013.44052526,0.97824865,5.27791105,22.9882,0,-5.27791,11.25,2019-08-12
"24",2019-08-13,"A000667","5d090c23388cfb6487095b90",42.1209,-71.8069,672.046,0.492953,1.32946,11.0501,1.58465,0.746688,8.27506,24.0221,20.9509,18.0781,0,0,1009.69045322,0.91542491,1.21702009,22.3212,0,-1.21702,8.91666667,2019-08-13
"23",2019-08-14,"A000667","5d090c23388cfb6487095b90",42.1209,-71.8069,684.27,0.501694,3.46491,12.2239,3.57855,0.772824,16.8086,28.37,20.9117,16.0778,0,0,1011.41269225,0.95350392,3.3038017,22.6584,0,-3.3038,10.5,2019-08-14
"22",2019-08-15,"A000667","5d090c23388cfb6487095b90",42.1208,-71.807,695.852,0.505138,5.84131,11.5822,5.17805,0.79243,26.0117,28.0656,21.111,15.0989,0,0,1016.65649162,0.98207073,5.73658269,23.0866,0,-5.73658,11.16666667,2019-08-15
"21",2019-08-16,"A000667","5d090c23388cfb6487095b90",42.1209,-71.8069,707.397,0.502826,5.34762,11.545,5.09415,0.787037,25.0498,27.0658,21.1031,16.0243,0,0,1017.96274909,0.97421358,5.20972436,23.2965,0,-5.20972,11.16666667,2019-08-16
"20",2019-08-17,"A000667","5d090c23388cfb6487095b90",42.1209,-71.807,719.591,0.493168,2.37927,12.1939,1.64215,0.752593,12.9833,27.5872,21.6533,16.8006,1.09701,1.09701,1017.74597988,0.92402816,2.19851284,23.0997,0,-1.1015,9.58333333,2019-08-17
"19",2019-08-18,"A000667","5d090c23388cfb6487095b90",42.1209,-71.807,733.903,0.491983,4.59996,14.3119,5.0194,0.782594,22.2508,31.6142,23.6852,17.0097,0,0,1016.2332169,0.96773895,4.45156025,25.586,0,-4.45156,10.41666667,2019-08-18
"18",2019-08-19,"A000667","5d090c23388cfb6487095b90",42.1209,-71.807,749.426,0.491988,3.80389,15.5236,4.1872,0.782725,19.045,30.7959,23.1164,20.2512,4.24817,4.24817,1015.27375044,0.96793064,3.68190204,24.6371,0,0.566268,8.08333333,2019-08-19
"17",2019-08-20,"A000667","5d090c23388cfb6487095b90",42.1209,-71.807,763.751,0.491592,5.90544,14.3244,3.4006,0.788681,25.7466,30.4744,23.5671,18.1745,0,0,1018.06874414,0.97660822,5.76729723,25.0854,0,-5.7673,11.16666667,2019-08-20
"16",2019-08-21,"A000667","5d090c23388cfb6487095b90",42.1209,-71.807,776.119,0.49128,1.58457,12.3679,1.94835,0.753299,9.94018,26.3068,21.6358,18.429,5.92661,5.92661,1014.65751032,0.92505703,1.46581527,22.7189,0,4.46079,7.08333333,2019-08-21
"15",2019-08-22,"A000667","5d090c23388cfb6487095b90",42.1209,-71.807,790.175,0.490574,4.27452,14.0561,4.7066,0.781104,20.812,29.5746,23.0095,18.5375,0,0,1011.42179331,0.96556902,4.12734826,24.6151,0,-4.12735,9,2019-08-22
"14",2019-08-23,"A000667","5d090c23388cfb6487095b90",42.1209,-71.807,799.605,0.511257,2.68788,9.43065,2.7619,0.750862,12.9971,23.3118,19.2374,15.5495,0.768616,0.768616,1015.22528726,0.92150643,2.4769004,21.0892,0,-1.70828,8.41666667,2019-08-23
"13",2019-08-24,"A000667","5d090c23388cfb6487095b90",42.1209,-71.807,807.125,0.506523,4.69852,7.51955,6.1756,0.78453,22.6178,23.2353,16.9297,11.8038,0,0,1021.96719947,0.97056057,4.56019998,19.4913,0,-4.5602,10.41666667,2019-08-24
"12",2019-08-25,"A000667","5d090c23388cfb6487095b90",42.1209,-71.8069,811.937,0.525981,2.74595,4.8122,4.1588,0.741066,15.61,18.6922,14.7396,10.9322,0,0,1026.61200058,0.90723301,2.49121729,17.4104,0,-2.49122,10.83333333,2019-08-25
"11",2019-08-26,"A000667","5d090c23388cfb6487095b90",42.1209,-71.807,817.706,0.53091,4.45547,5.76935,7.6182,0.773587,22.9415,22.4529,14.9425,9.0858,0,0,1023.95476753,0.95461618,4.25326382,17.8195,0,-4.25326,11,2019-08-26
"10",2019-08-27,"A000667","5d090c23388cfb6487095b90",42.1209,-71.807,825.89,0.502406,3.75909,8.1837,7.19725,0.768221,18.0866,24.2329,17.2026,12.1345,0,0,1019.23809287,0.94679834,3.55909696,19.8127,0,-3.5591,10.16666667,2019-08-27
"9",2019-08-28,"A000667","5d090c23388cfb6487095b90",42.1209,-71.807,834.942,0.484176,1.77118,9.0514,3.03335,0.753114,10.4411,24.1335,18.8617,13.9693,43.8987,43.8987,1013.75335521,0.92478724,1.63796778,20.6237,0,42.2607,7.25,2019-08-28
"8",2019-08-29,"A000667","5d090c23388cfb6487095b90",42.1209,-71.807,845.64,0.499554,5.01044,10.6984,3.8714,0.776965,23.8945,25.4276,20.3125,15.9692,0.226454,0.226454,1010.96412764,0.95953788,4.80770711,22.4333,0,-4.58125,10.5,2019-08-29
"7",2019-08-30,"A000667","5d090c23388cfb6487095b90",42.1208,-71.807,856.194,0.506934,4.44588,10.5545,4.98765,0.773366,21.5036,26.9282,19.8935,14.1807,0,0,1015.964936,0.95429421,4.24267861,21.8348,0,-4.24268,9.41666667,2019-08-30
"6",2019-08-31,"A000667","5d090c23388cfb6487095b90",42.1209,-71.807,864.515,0.5111,4.64374,8.3207,6.8117,0.768487,22.4474,21.6077,18.3728,15.0337,0,0,1022.96229309,0.94718584,4.39848804,20.8859,0,-4.39849,10.08333333,2019-08-31
"5",2019-09-01,"A000667","5d090c23388cfb6487095b90",42.1209,-71.807,872.598,0.503767,3.76454,8.0826,3.7247,0.737246,17.9919,24.2927,17.8013,11.8725,0,0,1027.75227733,0.90166742,3.39436179,19.8946,0,-3.39436,10.58333333,2019-09-01
"4",2019-09-02,"A000667","5d090c23388cfb6487095b90",42.1209,-71.807,879.557,0.489663,1.49303,6.9594,5.32385,0.732469,10.0842,20.5462,17.2047,13.3726,14.768,14.768,1019.44220976,0.89470697,1.33582578,19.3441,0,13.4321,7.5,2019-09-02
"3",2019-09-03,"A000667","5d090c23388cfb6487095b90",42.1209,-71.807,890.43,0.48392,4.27202,10.8725,4.2112,0.765313,20.6,27.128,20.0321,14.617,0,0,1017.21137236,0.94256116,4.02663628,21.9831,0,-4.02664,10.33333333,2019-09-03
"2",2019-09-04,"A000667","5d090c23388cfb6487095b90",42.1209,-71.807,901.223,0.489339,2.52333,10.7932,3.2254,0.736622,14.2998,25.77,19.6164,15.8164,0.793494,0.793494,1014.68427673,0.90075761,2.27291006,21.2102,0,-1.47942,7.83333333,2019-09-04
"1",2019-09-05,"A000667","5d090c23388cfb6487095b90",42.1209,-71.807,909.176,0.499149,3.95761,7.9531,6.01155,0.75145,19.7411,24.2108,16.9053,11.6954,0,0,1018.49011992,0.92236232,3.65034796,19.1233,0,-3.65035,10.5,2019-09-05
