"","time","device","location","lat","long","CGDD","Cl","ET","GDD","LfAirDelta","NDVI","SWdw","maxT","meanT","minT","prate","precip","SLP","Kc","ETc","mean_tbelow","lfw","crop_water_demand","sunshine_duration","datetime"
"160",2018-06-19,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,96.8763,0.386411,6.17275,11.5637,5.4496,0.257549,31.8217,24.5924,21.1778,18.5349,2.81658,2.81658,1007.57459214,0.20274938,1.25152085,NA,NA,NA,NA,2018-06-19
"159",2018-06-20,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,106.048,0.365895,4.24416,9.17187,7.096,0.251342,21.9248,23.4717,19.5957,14.872,NA,NA,1011.5448732,0.19370471,0.8221139,NA,NA,NA,NA,2018-06-20
"158",2018-06-21,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,118.208,0.354824,5.0752,12.1597,6.8935,0.250088,26.2745,28.1046,20.8265,16.2148,NA,NA,1008.47914616,0.19187819,0.97382007,NA,NA,NA,NA,2018-06-21
"157",2018-06-22,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,127.099,0.362666,5.09933,8.89149,7.85655,0.276423,27.2107,24.2455,17.8949,13.5375,NA,NA,1015.67044906,0.23024777,1.17410823,NA,NA,NA,NA,2018-06-22
"156",2018-06-23,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,132.248,0.355078,0.847518,5.14843,3.50425,0.303913,6.86249,16.7732,14.3863,13.5237,0.0232054,0.0232054,1015.19051815,0.27030114,0.22908509,NA,NA,NA,NA,2018-06-23
"155",2018-06-24,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,139.9,0.371458,2.45339,7.65209,7.32565,0.329018,17.1453,21.8851,17.5975,13.4191,5.64894,5.64894,1010.28127171,0.3068799,0.75289546,NA,NA,NA,NA,2018-06-24
"154",2018-06-25,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,146.859,0.404448,5.31053,6.95949,5.45125,0.366417,28.5767,20.43,17.897,13.4889,0.0943473,0.0943472,1012.59758368,0.36136943,1.91906332,NA,NA,NA,NA,2018-06-25
"153",2018-06-26,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,153.4,0.375522,5.9322,6.54091,9.3496,0.341915,30.7616,21.9846,17.4512,11.0972,NA,NA,1023.1025121,0.32567003,1.93194043,NA,NA,NA,NA,2018-06-26
"152",2018-06-27,"A000667","5b1aae2ef2a0ff00019bedf1",42.1229,-71.8054,161.018,0.389357,2.69651,7.6178,7.0648,0.397455,17.0117,20.5027,17.461,14.7329,0.121537,0.121537,1019.90115377,0.40659146,1.09637745,NA,NA,NA,NA,2018-06-27
"151",2018-06-28,"A000667","5b1aae2ef2a0ff00019bedf1",42.1229,-71.8054,170.739,0.38184,0.228864,9.72119,1.61795,0.49143,6.54889,22.1239,20.2266,17.3185,53.1045,53.1045,1011.97952666,0.54351295,0.12439034,NA,NA,NA,NA,2018-06-28
"150",2018-06-29,"A000667","5b1aae2ef2a0ff00019bedf1",42.1229,-71.8054,184.599,0.392729,5.734,13.8595,5.22885,0.516835,28.1125,28.53,23.5841,19.189,NA,NA,1012.36075331,0.58052894,3.32875208,NA,NA,NA,NA,2018-06-29
"149",2018-06-30,"A000667","5b1aae2ef2a0ff00019bedf1",42.1229,-71.8054,200.071,0.391824,6.02106,15.4719,6.12195,0.545427,27.9638,29.1211,25.3163,21.8228,NA,NA,1016.42378728,0.62218649,3.74622093,NA,NA,NA,NA,2018-06-30
"148",2018-07-01,"A000667","5b1aae2ef2a0ff00019bedf1",42.1229,-71.8054,218.339,0.388733,6.18259,18.268,2.86615,0.574132,28.6159,35.3879,27.2691,21.1482,NA,NA,1016.01120148,0.66401059,4.10530203,NA,NA,NA,NA,2018-07-01
"147",2018-07-02,"A000667","5b1aae2ef2a0ff00019bedf1",42.1229,-71.8054,232.848,0.41194,5.66516,14.509,5.8907,0.596042,29.3601,28.6373,25.0713,20.3806,0.00100971,0.0010097,1018.53070103,0.69593298,3.94257118,NA,NA,NA,NA,2018-07-02
"146",2018-07-03,"A000667","5b1aae2ef2a0ff00019bedf1",42.1229,-71.8054,248.381,0.41494,4.97239,15.533,5.76085,0.626466,26.4929,30.4853,25.2393,20.5807,0.0124938,0.0124938,1020.87342497,0.74026118,3.68086923,NA,NA,NA,NA,2018-07-03
"145",2018-07-04,"A000667","5b1aae2ef2a0ff00019bedf1",42.1229,-71.8054,266.337,0.415761,6.54702,17.9564,4.2015,0.649598,30.5266,33.1795,27.4412,22.7333,NA,NA,1025.0398581,0.7739649,5.06716455,NA,NA,NA,NA,2018-07-04
"144",2018-07-05,"A000667","5b1aae2ef2a0ff00019bedf1",42.1229,-71.8054,281.151,0.438713,5.22854,14.8137,5.9221,0.67986,28.485,27.7286,24.6149,21.8988,NA,NA,1024.93438052,0.81805639,4.27723864,NA,NA,NA,NA,2018-07-05
"143",2018-07-06,"A000667","5b1aae2ef2a0ff00019bedf1",42.1229,-71.8054,291.918,0.46129,1.65803,10.7672,1.038,0.691148,11.3917,24.7918,22.9998,16.7426,15.9242,15.9242,1016.5178044,0.83450188,1.38362576,NA,NA,NA,NA,2018-07-06
"142",2018-07-07,"A000667","5b1aae2ef2a0ff00019bedf1",42.1229,-71.8054,300.564,0.463127,6.33599,8.64639,6.952,0.722257,31.0367,24.9578,18.0948,12.3349,NA,NA,1024.60222968,0.8798292,5.57459055,NA,NA,NA,NA,2018-07-07
"141",2018-07-08,"A000667","5b1aae2ef2a0ff00019bedf1",42.1229,-71.8054,311.229,0.446378,6.84214,10.6647,5.56955,0.721945,31.0146,28.5973,20.9458,12.7321,NA,NA,1026.77566436,0.87937341,6.01680004,NA,NA,NA,NA,2018-07-08
"140",2018-07-09,"A000667","5b1aae2ef2a0ff00019bedf1",42.1229,-71.8054,322.429,0.45243,6.13145,11.1999,6.78905,0.730268,30.7455,27.3128,21.0051,15.0869,NA,NA,1022.00766217,0.8915004,5.46619222,NA,NA,NA,NA,2018-07-09
"139",2018-07-10,"A000667","5b1aae2ef2a0ff00019bedf1",42.1229,-71.8054,335.137,0.445855,6.05927,12.7075,6.1376,0.737371,29.2729,28.9097,23.0476,16.5054,NA,NA,1013.57352808,0.90184968,5.46454849,NA,NA,NA,NA,2018-07-10
"138",2018-07-11,"A000667","5b1aae2ef2a0ff00019bedf1",42.1229,-71.8054,347.354,0.463747,NA,12.2172,4.42295,0.727897,23.211,25.263,21.4051,19.1714,NA,NA,1013.44762803,0.88804556,NA,NA,NA,NA,NA,2018-07-11
"137",2018-07-12,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8055,359.545,0.463608,6.10304,12.1917,6.1365,0.744705,31.8955,29.553,21.6151,14.8305,NA,NA,1022.03630734,0.91253518,5.56923774,NA,NA,NA,NA,2018-07-12
"136",2018-07-13,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8055,372.212,0.45952,4.66444,12.6662,7.2787,0.750827,23.7668,28.823,20.4606,16.5093,NA,NA,1023.14466683,0.92145494,4.29806864,NA,NA,NA,NA,2018-07-13
"135",2018-07-14,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8055,382.447,0.461471,3.01324,10.2352,4.0865,0.741201,17.4334,25.8538,19.8078,14.6165,NA,NA,1020.02812262,0.90742975,2.73430288,NA,NA,NA,NA,2018-07-14
"134",2018-07-15,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8055,399.482,0.453268,5.12457,17.0352,4.09535,0.764506,24.9809,35.5162,24.3898,18.5542,0.00024775,0.00024775,1014.62867359,0.94138481,4.82419279,NA,NA,NA,NA,2018-07-15
"133",2018-07-16,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8055,416.902,0.450563,4.42232,17.4205,4.2948,0.768042,22.7178,34.9172,25.0132,19.9238,0.0216001,0.0216001,1014.52953927,0.94653779,4.18589497,NA,NA,NA,NA,2018-07-16
"132",2018-07-17,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8055,430.266,0.480928,2.10835,13.3631,3.8906,0.77309,15.0202,26.9199,21.9884,19.8062,58.2118,58.2118,1010.7451016,0.95389272,2.0111419,NA,NA,NA,NA,2018-07-17
"131",2018-07-18,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8055,441.177,0.486551,5.86938,10.9113,5.58425,0.781178,29.4951,24.6167,20.7292,17.2058,0.00100971,0.0010097,1011.51689333,0.96567604,5.66791824,NA,NA,NA,NA,2018-07-18
"130",2018-07-19,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8055,452.77,0.476227,6.71565,11.5931,6.3749,0.786331,30.3718,29.5916,20.5651,13.5946,NA,NA,1018.27388787,0.97318458,6.5355698,NA,NA,NA,NA,2018-07-19
"129",2018-07-20,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8055,465.735,0.468913,6.45795,12.9653,4.8987,0.790832,30.3638,30.7698,21.3509,15.1607,NA,NA,1021.09651832,0.97974193,6.32712926,NA,NA,NA,NA,2018-07-20
"128",2018-07-21,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8055,475.376,0.49761,5.52763,9.6408,6.5222,0.792884,28.3302,25.4117,19.1147,13.8699,NA,NA,1020.51279371,0.98273217,5.43218294,NA,NA,NA,NA,2018-07-21
"127",2018-07-22,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8055,485.639,0.485574,1.33233,10.2634,3.5189,0.774555,10.7542,24.4283,20.0745,16.0985,9.88227,9.88227,1018.55540465,0.95602702,1.27374811,NA,NA,NA,NA,2018-07-22
"126",2018-07-23,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8055,499.422,0.509039,3.07005,13.7821,3.35595,0.793978,19.3969,25.5474,23.1284,22.0168,1.46322,1.46322,1022.88319127,0.98432633,3.02193045,NA,NA,NA,NA,2018-07-23
"125",2018-07-24,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8055,513.68,0.504347,3.73597,14.2585,4.41395,0.80626,21.6191,26.3527,23.5192,22.1644,0.531594,0.531594,1024.46544561,1.00222049,3.74426118,NA,NA,NA,NA,2018-07-24
"124",2018-07-25,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8055,526.741,0.502974,1.5852,13.0607,2.0546,0.788958,12.493,24.469,22.7944,21.6524,0.0104664,0.0104664,1018.203316,0.97701206,1.54876024,NA,NA,NA,NA,2018-07-25
"123",2018-07-26,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8055,539.592,0.518989,1.57443,12.851,3.3042,0.804855,12.7829,24.9807,21.9151,20.7213,47.775,47.775,1011.9931939,1.00017372,1.57470831,NA,NA,NA,NA,2018-07-26
"122",2018-07-27,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8055,553.181,0.524432,4.47553,13.5889,5.0089,0.818413,24.1458,26.8689,23.2131,20.3088,NA,NA,1015.55960935,1.01992824,4.56472216,NA,NA,NA,NA,2018-07-27
"121",2018-07-28,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8055,567.08,0.521478,4.54068,13.8988,4.82615,0.821191,24.3597,27.2433,23.3652,20.5542,0.00275646,0.00275646,1015.60131457,1.02397524,4.64954342,NA,NA,NA,NA,2018-07-28
"120",2018-07-29,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8055,579.802,0.523208,4.68327,12.7221,4.21145,0.819548,22.9846,28.3204,21.8852,17.1238,NA,NA,1017.55838476,1.02158158,4.78434602,NA,NA,NA,NA,2018-07-29
"119",2018-07-30,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8055,593.351,0.512542,3.92357,13.5489,3.87015,0.82344,19.6213,31.1018,21.0322,15.9959,NA,NA,1020.78815083,1.02725217,4.03049883,NA,NA,NA,NA,2018-07-30
"118",2018-07-31,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8055,608.043,0.518887,5.40396,14.6927,4.37785,0.83104,25.758,31.6817,22.8821,17.7038,0.0983591,0.0983591,1020.1990566,1.03832584,5.6110757,NA,NA,NA,NA,2018-07-31
"117",2018-08-01,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8055,619.887,0.515128,1.28703,11.8439,1.7325,0.804609,10.3651,26.0223,22.1684,17.6655,0.857603,0.857603,1019.01510705,0.99981591,1.28679717,NA,NA,NA,NA,2018-08-01
"116",2018-08-02,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8055,635.501,0.53669,4.72212,15.6142,4.94725,0.837388,24.6359,29.0228,24.5556,22.2056,1.45819,1.45818,1018.47944152,1.04757473,4.94677017,NA,NA,NA,NA,2018-08-02
"115",2018-08-03,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8055,650.679,0.536903,3.19738,15.1781,4.4386,0.826067,18.4642,28.5545,24.5783,21.8017,1.75959,1.75959,1021.11633732,1.03108017,3.2967595,NA,NA,NA,NA,2018-08-03
"114",2018-08-04,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8055,663.54,0.563942,1.17969,12.8605,1.1813,0.761555,10.0005,25.7078,22.5991,20.0132,26.5139,26.5139,1019.63567366,0.9370851,1.105468,NA,NA,NA,NA,2018-08-04
"113",2018-08-05,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8055,680.642,0.518752,6.15116,17.1017,3.41455,0.831986,27.4945,35.0492,25.3937,19.1541,NA,NA,1019.91915632,1.0397037,6.39538721,NA,NA,NA,NA,2018-08-05
"112",2018-08-06,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8055,697.726,0.525465,5.70112,17.0841,3.9982,0.823847,26.2539,34.5001,25.6938,19.6681,NA,NA,1017.77490638,1.02784579,5.85986937,NA,NA,NA,NA,2018-08-06
"111",2018-08-07,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8055,713.642,0.528548,5.16675,15.9159,4.6901,0.816117,25.2206,29.9296,25.276,21.9022,0.22688,0.22688,1014.33831137,1.01658318,5.25242789,NA,NA,NA,NA,2018-08-07
"110",2018-08-08,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8055,731.692,0.511247,4.17059,18.0506,3.52905,0.792561,20.1991,34.591,25.8024,21.5101,17.335,17.335,1011.87319822,0.98226094,4.09661248,NA,NA,NA,NA,2018-08-08
"109",2018-08-09,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8055,746.945,0.536292,4.73687,15.2531,4.21275,0.815185,22.309,30.4621,24.2093,20.0442,9.65957,9.65957,1008.37628372,1.01522417,4.80897991,NA,NA,NA,NA,2018-08-09
"108",2018-08-10,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8055,762.086,0.51132,4.80768,15.1404,3.4132,0.81493,21.2465,32.3483,23.6926,17.9324,0.00100971,0.0010097,1011.72498469,1.01485268,4.87908571,NA,NA,NA,NA,2018-08-10
"107",2018-08-11,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8055,772.009,0.544273,-0.0139635,9.92285,0.8163,0.749718,2.96077,22.3034,19.8239,17.5423,14.3421,14.3421,1016.26822542,0.91983894,-0.01284415,NA,NA,NA,NA,2018-08-11
"106",2018-08-12,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8055,783.079,0.53361,0.882473,11.0706,1.93165,0.789418,7.64628,23.0226,20.6515,19.1186,0.33566,0.335659,1018.87279535,0.97768186,0.8627774,NA,NA,NA,NA,2018-08-12
"105",2018-08-13,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8055,792.618,0.517364,-0.0700923,9.539,1.6813,0.769728,3.43575,20.4192,19.5203,18.6588,39.3741,39.3741,1017.83029123,0.94899345,-0.06651712,NA,NA,NA,NA,2018-08-13
"104",2018-08-14,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8055,807.665,0.514244,2.14563,15.0466,2.06595,0.784461,12.223,30.171,22.8349,19.9223,3.626,3.626,1012.29627046,0.97045948,2.08224592,NA,NA,NA,NA,2018-08-14
"103",2018-08-15,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8055,823.361,0.531089,5.09644,15.6961,4.19865,0.816109,23.6051,31.875,23.7002,19.5172,NA,NA,1011.45219474,1.01657072,5.18089448,NA,NA,NA,NA,2018-08-15
"102",2018-08-16,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8055,838.604,0.531225,4.67311,15.2436,4.16295,0.804039,22.2336,29.9744,24.4132,20.5127,NA,NA,1016.26002506,0.99898514,4.66836436,NA,NA,NA,NA,2018-08-16
"101",2018-08-17,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8055,853.9,0.52387,4.48529,15.2957,4.5172,0.803701,21.169,31.4927,24.2605,19.0988,0.016276,0.016276,1017.19593724,0.99849275,4.47852479,NA,NA,NA,NA,2018-08-17
"100",2018-08-18,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8055,868.253,0.539378,2.34858,14.3528,3.7761,0.799837,12.9808,30.8485,22.4619,17.8572,22.2687,22.2687,1010.72250672,0.9928623,2.33181411,NA,NA,NA,NA,2018-08-18
"99",2018-08-19,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8055,877.276,0.579859,4.56289,9.0229,5.3411,0.801037,23.6061,21.6934,18.182,16.3524,0.00100971,0.0010097,1016.73320719,0.99461135,4.53830514,NA,NA,NA,NA,2018-08-19
"98",2018-08-20,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8055,886.227,0.555447,3.17081,8.95135,4.46385,0.787597,16.2501,23.7491,18.3945,14.1536,NA,NA,1021.33272081,0.97502819,3.09163311,NA,NA,NA,NA,2018-08-20
"97",2018-08-21,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8055,895.951,0.538046,3.14009,9.72364,3.441,0.790115,15.5731,25.2459,19.1821,14.2014,NA,NA,1019.16205167,0.97869738,3.07319604,NA,NA,NA,NA,2018-08-21
"96",2018-08-22,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8055,906.97,0.56086,2.91115,11.0195,4.3728,0.792619,15.7069,24.5378,20.2023,17.5013,11.3635,11.3635,1007.2389505,0.98234612,2.8597603,NA,NA,NA,NA,2018-08-22
"95",2018-08-23,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8055,916.272,0.575799,4.4839,9.30124,5.98765,0.796116,21.7532,23.203,18.0957,15.3995,0.339594,0.339594,1013.24843164,0.9874413,4.42759187,NA,NA,NA,NA,2018-08-23
"94",2018-08-24,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8055,926.412,0.550402,4.97005,10.1406,5.42065,0.79076,23.4512,26.2459,19.8921,14.0354,NA,NA,1022.31304693,0.97963764,4.86884845,NA,NA,NA,NA,2018-08-24
"93",2018-08-25,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8055,937.268,0.545966,4.21327,10.8562,4.78445,0.783055,21.0089,25.277,20.0343,16.4354,0.00323603,0.00323603,1025.36607132,0.96841093,4.08017788,NA,NA,NA,NA,2018-08-25
"92",2018-08-26,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8055,946.545,0.551864,3.952,9.27704,5.6658,0.781793,20.7614,24.0255,19.6808,14.5286,NA,NA,1020.31431705,0.96657247,3.81989626,NA,NA,NA,NA,2018-08-26
"91",2018-08-27,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8055,960.736,0.526787,4.4075,14.1902,4.085,0.778951,21.0217,28.8043,23.8043,19.576,NA,NA,1017.54047795,0.96243118,4.24191284,NA,NA,NA,NA,2018-08-27
"90",2018-08-28,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8055,976.404,0.52027,4.58778,15.6684,3.6652,0.77607,22.3939,29.8372,25.8631,21.4996,NA,NA,1016.05038469,0.95823461,4.39617304,NA,NA,NA,NA,2018-08-28
"89",2018-08-29,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8055,992.924,0.517595,4.75852,16.52,3.5694,0.774249,23.047,29.7872,26.7878,23.2528,NA,NA,1014.41331726,0.95558014,4.54714686,NA,NA,NA,NA,2018-08-29
"88",2018-08-30,"A000667","5b1aae2ef2a0ff00019bedf1",42.1229,-71.8054,1007.16,0.521405,4.41147,14.2386,3.34905,0.773121,20.4679,28.2578,24.9216,20.2193,0.0148271,0.0148271,1016.65815975,0.95393691,4.20826788,NA,NA,NA,NA,2018-08-30
"87",2018-08-31,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,1015.69,0.542991,3.46308,8.52608,3.5157,0.751764,16.9712,23.2842,18.4562,13.768,NA,NA,1026.36517785,0.92281991,3.1958001,NA,NA,NA,NA,2018-08-31
"86",2018-09-01,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,1025.32,0.529289,3.96398,9.62643,4.9223,0.765518,18.6617,26.7349,19.0465,12.5179,NA,NA,1027.21215049,0.94286043,3.73747949,NA,NA,NA,NA,2018-09-01
"85",2018-09-02,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,1035.97,0.531392,3.7687,10.6552,5.76395,0.763973,19.4582,25.4641,20.5086,15.8464,NA,NA,1024.69957718,0.94060842,3.54486644,NA,NA,NA,NA,2018-09-02
"84",2018-09-03,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,1050.97,0.516984,4.45944,14.9961,4.6275,0.75977,22.1164,29.6661,24.7193,20.3261,NA,NA,1023.177886,0.93448465,4.16727637,NA,NA,NA,NA,2018-09-03
"83",2018-09-04,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8055,1068.15,0.496705,4.54603,17.1874,2.16625,0.757551,20.7835,33.3302,26.1751,21.0445,NA,NA,1023.04978619,0.93125112,4.23349165,NA,NA,NA,NA,2018-09-04
"82",2018-09-05,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8055,1082.33,0.5186,4.29896,14.1737,5.51155,0.754217,21.7358,28.5784,23.3721,19.769,NA,NA,1023.5794939,0.9263941,3.98253319,NA,NA,NA,NA,2018-09-05
"81",2018-09-06,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8055,1096.79,0.517457,1.98737,14.4586,4.2055,0.746692,7.8375,27.4207,23.3172,21.4964,0.310721,0.310721,1020.72850531,0.91543062,1.81930373,NA,NA,NA,NA,2018-09-06
"80",2019-06-18,"A000667","5d090c23388cfb6487095b90",42.1209,-71.807,NA,0.343892,0.422304,9.74705,2.3258,0.153464,12.3641,23.512,18.1423,15.9821,3.24181,3.24181,1013.7827849,0.05109751,0.02157871,20.2677,0.0833,3.22023,2.33333333,2019-06-18
"79",2019-06-19,"A000667","5d090c23388cfb6487095b90",42.1209,-71.807,8.8581,0.348879,2.50913,8.8581,3.9692,0.165106,14.475,21.8499,18.3883,15.8663,0,0,1011.15708212,0.06805935,0.1707696,21.0938,0,-0.17077,11.66666667,2019-06-19
"78",2019-06-20,"A000667","5d090c23388cfb6487095b90",42.1209,-71.807,16.7763,0.318134,0.502058,7.9182,1.8701,0.167246,6.01267,20.6631,18.1514,15.1733,9.78559,9.78559,1002.92834492,0.07117704,0.035735,19.8977,0,9.74986,6.41666667,2019-06-20
"77",2019-06-21,"A000667","5d090c23388cfb6487095b90",42.1209,-71.807,23.8818,0.364569,1.35595,7.1055,3.5358,0.16092,9.76473,20.3433,17.0424,13.8677,4.14916,4.14916,1000.52045639,0.06196037,0.08401493,18.9589,0,4.06515,8.08333333,2019-06-21
"76",2019-06-22,"A000667","5d090c23388cfb6487095b90",42.1209,-71.807,31.5214,0.366678,4.90589,7.6396,3.47565,0.158431,24.7718,21.7618,17.2696,13.5174,0.787919,0.787919,1008.97000136,0.05833362,0.28617845,19.046,0,0.501741,11.83333333,2019-06-22
"75",2019-06-23,"A000667","5d090c23388cfb6487095b90",42.1209,-71.807,40.8562,0.350542,6.02801,9.33485,6.1831,0.143164,29.5602,25.1192,19.0927,13.5505,0,0,1011.10596062,0.03609058,0.21755429,21.1038,0,-0.217554,12.25,2019-06-23
"74",2019-06-24,"A000667","5d090c23388cfb6487095b90",42.1209,-71.807,51.4034,0.341357,5.41133,10.5471,5.45215,0.140482,26.3402,26.0152,20.5152,15.079,0,0,1010.31779698,0.03218266,0.17415095,23.2107,0,-0.174151,11.75,2019-06-24
