"","time","device","location","lat","long","CGDD","Cl","ET","GDD","LfAirDelta","NDVI","SWdw","maxT","meanT","minT","prate","precip","SLP","Kc","ETc","mean_tbelow","lfw","crop_water_demand","sunshine_duration","datetime"
"150",2018-07-01,"A000671","5b1a96b0f2a0ff00019bedd6",42.1209,-71.8069,220.935,0.356078,5.73284,18.8337,2.64365,0.599368,27.4532,36.2407,27.0974,21.4268,NA,NA,1016.47554992,0.70077939,4.01745805,NA,NA,NA,NA,2018-07-01
"149",2018-07-02,"A000671","5b1a96b0f2a0ff00019bedd6",42.1209,-71.8069,235.609,0.392035,5.4025,14.6734,6.2117,0.616987,28.5753,28.7867,24.7329,20.5602,0.644014,0.644014,1019.13674247,0.72645037,3.92464743,NA,NA,NA,NA,2018-07-02
"148",2018-07-03,"A000671","5b1a96b0f2a0ff00019bedd6",42.1209,-71.8069,251.071,0.380542,4.9526,15.4622,6.0778,0.639203,26.8587,30.4275,25.2452,20.4969,0.00484336,0.00484336,1021.38542293,0.758819,3.75812622,NA,NA,NA,NA,2018-07-03
"147",2018-07-04,"A000671","5b1a96b0f2a0ff00019bedd6",42.1209,-71.8069,268.867,0.38875,5.99738,17.7963,5.33775,0.662736,29.6157,32.7885,26.9274,22.8041,NA,NA,1025.43647762,0.79310656,4.75656514,NA,NA,NA,NA,2018-07-04
"146",2018-07-05,"A000671","5b1a96b0f2a0ff00019bedd6",42.1209,-71.8069,283.774,0.41692,4.9825,14.9065,6.4538,0.698079,28.1032,27.9278,24.6393,21.8853,0.0281722,0.0281722,1025.27928423,0.84460104,4.20822508,NA,NA,NA,NA,2018-07-05
"145",2018-07-06,"A000671","5b1a96b0f2a0ff00019bedd6",42.1209,-71.8069,294.375,0.496129,1.43239,10.6018,1.33035,0.737249,10.7114,24.7082,22.8986,16.4954,9.75867,9.75867,1016.98751446,0.90167186,1.29154976,NA,NA,NA,NA,2018-07-06
"144",2018-07-07,"A000671","5b1a96b0f2a0ff00019bedd6",42.1209,-71.8069,302.935,0.437644,5.94051,8.56008,7.4089,0.742883,30.3545,25.2339,18.0349,11.8863,0.00100971,0.0010097,1025.0448083,0.90988046,5.40515765,NA,NA,NA,NA,2018-07-07
"143",2018-07-08,"A000671","5b1a96b0f2a0ff00019bedd6",42.1209,-71.8069,313.753,0.406087,6.35249,10.8173,5.7739,0.742324,30.4043,28.6729,20.7729,12.9618,NA,NA,1027.35717402,0.90906622,5.77483755,NA,NA,NA,NA,2018-07-08
"142",2018-07-09,"A000671","5b1a96b0f2a0ff00019bedd6",42.1209,-71.8069,325.584,0.414027,5.84228,11.8315,6.2531,0.751342,30.1476,28.4086,21.2652,15.2544,NA,NA,1022.54425534,0.92220573,5.38778126,NA,NA,NA,NA,2018-07-09
"141",2018-07-10,"A000671","5b1a96b0f2a0ff00019bedd6",42.1209,-71.8069,338.544,0.412521,5.92833,12.9594,5.30485,0.757926,29.3056,29.2517,23.1188,16.6671,NA,NA,1014.15158935,0.93179773,5.52399994,NA,NA,NA,NA,2018-07-10
"140",2018-07-11,"A000671","5b1a96b0f2a0ff00019bedd6",42.1209,-71.8069,350.417,0.480113,NA,11.8736,4.3288,0.755237,22.4056,24.6853,20.9548,19.0618,NA,NA,1013.87365695,0.92788019,NA,NA,NA,NA,NA,2018-07-11
"139",2018-07-12,"A000671","5b1a96b0f2a0ff00019bedd6",42.1209,-71.8069,361.864,0.440857,5.54175,11.4465,6.59355,0.770965,31.0139,28.3461,20.5497,14.5469,NA,NA,1022.61402684,0.95079628,5.26907831,NA,NA,NA,NA,2018-07-12
"138",2018-07-13,"A000671","5b1a96b0f2a0ff00019bedd6",42.1209,-71.8069,373.923,0.444623,4.71706,12.0597,7.3298,0.77187,24.327,27.3815,20.3644,16.738,0.00613373,0.00613373,1023.71298617,0.95211496,4.49118719,NA,NA,NA,NA,2018-07-13
"137",2018-07-14,"A000671","5b1a96b0f2a0ff00019bedd6",42.1209,-71.8069,384.23,0.48081,2.81997,10.3062,4.49695,0.763651,17.1714,25.2903,19.6017,15.3221,NA,NA,1020.72235421,0.94013964,2.6511633,NA,NA,NA,NA,2018-07-14
"136",2018-07-15,"A000671","5b1a96b0f2a0ff00019bedd6",42.1209,-71.8069,401.071,0.432515,4.74202,16.8414,4.35395,0.784419,23.9498,35.1105,24.3621,18.5723,NA,NA,1015.48543739,0.97039895,4.60165081,NA,NA,NA,NA,2018-07-15
"135",2018-07-16,"A000671","5b1a96b0f2a0ff00019bedd6",42.1209,-71.8069,418.042,0.440748,4.08978,16.9709,4.7517,0.788671,22.2581,34.0794,24.8466,19.8624,NA,NA,1015.35567639,0.97659353,3.99404838,NA,NA,NA,NA,2018-07-16
"134",2018-07-17,"A000671","5b1a96b0f2a0ff00019bedd6",42.1209,-71.8069,431.394,0.483424,2.21056,13.3524,4.3042,0.792281,15.8644,26.9328,21.8915,19.7719,40.0249,40.0249,1011.44052562,0.98185361,2.17044685,NA,NA,NA,NA,2018-07-17
"133",2018-07-18,"A000671","5b1a96b0f2a0ff00019bedd6",42.1209,-71.8069,441.891,0.4867,5.49088,10.4971,6.46465,0.801966,28.7175,23.9308,20.4224,17.0633,0.00100971,0.0010097,1012.3009731,0.99596489,5.46872824,NA,NA,NA,NA,2018-07-18
"132",2018-07-19,"A000671","5b1a96b0f2a0ff00019bedd6",42.1209,-71.8069,453.19,0.454152,6.50203,11.2988,6.34255,0.80732,29.9539,29.3015,20.6253,13.2961,NA,NA,1018.89100786,1.00376464,6.52650417,NA,NA,NA,NA,2018-07-19
"131",2018-07-20,"A000671","5b1a96b0f2a0ff00019bedd6",42.1209,-71.8069,466.589,0.449577,6.1594,13.3991,5.36485,0.810697,29.9078,31.5242,21.0887,15.274,NA,NA,1021.71706038,1.00868521,6.21289264,NA,NA,NA,NA,2018-07-20
"130",2018-07-21,"A000671","5b1a96b0f2a0ff00019bedd6",42.1209,-71.8069,475.323,0.493634,5.16218,8.734,6.8405,0.812907,27.9872,23.5306,18.6351,13.9374,NA,NA,1021.10656169,1.01190571,5.22364335,NA,NA,NA,NA,2018-07-21
"129",2018-07-22,"A000671","5b1a96b0f2a0ff00019bedd6",42.1209,-71.8069,485.147,0.524559,1.16588,9.8232,3.48585,0.795411,10.5897,23.6898,19.8348,15.9566,5.816,5.816,1019.33330798,0.98641338,1.15004162,NA,NA,NA,NA,2018-07-22
"128",2018-07-23,"A000671","5b1a96b0f2a0ff00019bedd6",42.1209,-71.8069,498.69,0.521675,3.13368,13.5434,3.34205,0.812513,19.821,25.1947,23.0312,21.8921,1.98836,1.98836,1023.66055593,1.01133212,3.1691882,NA,NA,NA,NA,2018-07-23
"127",2018-07-24,"A000671","5b1a96b0f2a0ff00019bedd6",42.1209,-71.8069,512.896,0.498426,3.37883,14.2058,4.58625,0.818695,20.6125,26.3251,23.5904,22.0865,0.215262,0.215262,1025.05522488,1.02033883,3.44755302,NA,NA,NA,NA,2018-07-24
"126",2018-07-25,"A000671","5b1a96b0f2a0ff00019bedd6",42.1209,-71.8069,526.243,0.55243,1.37611,13.3472,2.04685,0.80372,12.0995,25.166,22.791,21.5285,0.974245,0.974245,1018.81410357,0.99852033,1.37407392,NA,NA,NA,NA,2018-07-25
"125",2018-07-26,"A000671","5b1a96b0f2a0ff00019bedd6",42.1209,-71.8069,539.103,0.551085,1.46785,12.8601,3.0054,0.820769,12.5193,24.9781,21.9298,20.742,30.6788,30.6788,1012.50491085,1.02336058,1.50214128,NA,NA,NA,NA,2018-07-26
"124",2018-07-27,"A000671","5b1a96b0f2a0ff00019bedd6",42.1209,-71.8069,552.961,0.521745,3.79613,13.8585,3.98755,0.831871,21.6424,27.462,23.4434,20.255,NA,NA,1016.18902472,1.0395356,3.94620983,NA,NA,NA,NA,2018-07-27
"123",2018-07-28,"A000671","5b1a96b0f2a0ff00019bedd6",42.1209,-71.8069,567.41,0.518669,4.04938,14.4484,3.9282,0.834279,22.3137,28.1932,23.6414,20.7036,NA,NA,1016.22108516,1.0430438,4.22367661,NA,NA,NA,NA,2018-07-28
"122",2018-07-29,"A000671","5b1a96b0f2a0ff00019bedd6",42.1209,-71.8069,578.996,0.550921,3.96295,11.5865,5.38975,0.830382,21.7914,25.1113,21.1272,18.0617,NA,NA,1018.28453628,1.03736603,4.11103415,NA,NA,NA,NA,2018-07-29
"121",2018-07-30,"A000671","5b1a96b0f2a0ff00019bedd6",42.1209,-71.8069,592.563,0.512087,3.39192,13.5665,3.59885,0.83228,18.2513,30.3964,20.9779,16.7365,NA,NA,1021.44890768,1.04013208,3.5280454,NA,NA,NA,NA,2018-07-30
"120",2018-07-31,"A000671","5b1a96b0f2a0ff00019bedd6",42.1209,-71.8069,607.77,0.521747,4.88344,15.2068,3.379,0.839286,23.6156,32.769,23.1289,17.6446,NA,NA,1020.82842658,1.05033904,5.12926855,NA,NA,NA,NA,2018-07-31
"119",2018-08-01,"A000671","5b1a96b0f2a0ff00019bedd6",42.1209,-71.8069,619.462,0.556912,1.18647,11.6924,1.9413,0.81783,10.3725,25.7339,22.1463,17.6509,0.335535,0.335535,1019.6883963,1.01907887,1.20910447,NA,NA,NA,NA,2018-08-01
"118",2018-08-02,"A000671","5b1a96b0f2a0ff00019bedd6",42.1209,-71.8069,635.267,0.514927,4.07363,15.8048,4.98735,0.854244,22.5518,29.4473,24.6732,22.1623,0.752988,0.752988,1019.09584293,1.07213409,4.36747665,NA,NA,NA,NA,2018-08-02
"117",2018-08-03,"A000671","5b1a96b0f2a0ff00019bedd6",42.1209,-71.8069,650.653,0.53232,2.71872,15.3865,4.57655,0.842688,16.8932,29.7926,24.599,20.9804,0.874544,0.874544,1021.71501969,1.05529611,2.86905376,NA,NA,NA,NA,2018-08-03
"116",2018-08-04,"A000671","5b1a96b0f2a0ff00019bedd6",42.1209,-71.8069,663.958,0.612681,0.636989,13.3041,1.53965,0.824137,8.63034,26.7994,22.6086,19.8087,15.827,15.827,1020.32429445,1.02826734,0.65499462,NA,NA,NA,NA,2018-08-04
"115",2018-08-05,"A000671","5b1a96b0f2a0ff00019bedd6",42.1209,-71.8069,681.276,0.471211,5.63836,17.3181,2.74425,0.846004,26.9803,35.334,25.466,19.3022,NA,NA,1020.65834801,1.06012779,5.97738422,NA,NA,NA,NA,2018-08-05
"114",2018-08-06,"A000671","5b1a96b0f2a0ff00019bedd6",42.1209,-71.8069,698.64,0.478681,5.23609,17.3645,2.8087,0.84291,25.3386,34.5676,26.2065,20.1613,NA,NA,1018.52281134,1.05562022,5.52732605,NA,NA,NA,NA,2018-08-06
"113",2018-08-07,"A000671","5b1a96b0f2a0ff00019bedd6",42.1209,-71.8069,714.733,0.491028,4.90708,16.0931,4.145,0.835462,25.2944,30.2601,25.4612,21.9261,0.101469,0.101469,1015.02789536,1.04476797,5.12675582,NA,NA,NA,NA,2018-08-07
"112",2018-08-08,"A000671","5b1a96b0f2a0ff00019bedd6",42.1209,-71.8069,732.278,0.493556,3.92487,17.5448,2.48925,0.817864,20.6091,33.7225,25.6011,21.3671,10.5423,10.5423,1012.55970851,1.01912744,3.99993915,NA,NA,NA,NA,2018-08-08
"111",2018-08-09,"A000671","5b1a96b0f2a0ff00019bedd6",42.1209,-71.8069,747.291,0.524054,3.73392,15.0125,3.881,0.829885,20.2002,30.0135,24.0269,20.0115,4.62697,4.62697,1009.02011197,1.03664245,3.87073652,NA,NA,NA,NA,2018-08-09
"110",2018-08-10,"A000671","5b1a96b0f2a0ff00019bedd6",42.1209,-71.8069,763.161,0.487219,4.85954,15.8709,3.6466,0.834134,22.8406,33.1775,23.7368,18.5643,NA,NA,1012.34546598,1.04283322,5.0676922,NA,NA,NA,NA,2018-08-10
"109",2018-08-11,"A000671","5b1a96b0f2a0ff00019bedd6",42.1209,-71.8069,772.935,0.601499,-0.344969,9.7732,1.3363,0.807478,2.92571,22.0276,19.7348,17.5188,7.75092,7.75092,1016.92641945,1.00399553,-0.34634781,NA,NA,NA,NA,2018-08-11
"108",2018-08-12,"A000671","5b1a96b0f2a0ff00019bedd6",42.1209,-71.8069,784.245,0.579203,0.592062,11.3105,1.91575,0.809677,7.63459,23.5163,20.7275,19.1047,0.140782,0.140782,1019.50338507,1.00719964,0.59632447,NA,NA,NA,NA,2018-08-12
"107",2018-08-13,"A000671","5b1a96b0f2a0ff00019bedd6",42.1209,-71.8069,793.754,0.591426,-0.371274,9.5093,1.92035,0.806829,3.3469,20.3733,19.5065,18.6453,23.5861,23.5861,1018.65983864,1.00304943,-0.37240647,NA,NA,NA,NA,2018-08-13
"106",2018-08-14,"A000671","5b1a96b0f2a0ff00019bedd6",42.1209,-71.8069,808.426,0.551178,1.55441,14.6712,2.4779,0.801847,11.5917,29.445,22.6753,19.8973,2.16418,2.16418,1013.03697083,0.9957914,1.54786649,NA,NA,NA,NA,2018-08-14
"105",2018-08-15,"A000671","5b1a96b0f2a0ff00019bedd6",42.1209,-71.8069,823.637,0.523419,4.20913,15.2111,4.34855,0.829616,21.8263,30.9736,23.4983,19.4486,NA,NA,1012.16710368,1.03625118,4.36171517,NA,NA,NA,NA,2018-08-15
"104",2018-08-16,"A000671","5b1a96b0f2a0ff00019bedd6",42.1209,-71.8069,838.992,0.512438,4.31809,15.3554,4.1064,0.819967,22.442,30.1508,24.3966,20.5601,NA,NA,1016.83050188,1.02219259,4.41391855,NA,NA,NA,NA,2018-08-16
"103",2018-08-17,"A000671","5b1a96b0f2a0ff00019bedd6",42.1209,-71.8069,854.174,0.500565,4.06682,15.1814,4.80745,0.82134,21.4087,31.1301,23.9934,19.2328,0.0192039,0.0192039,1017.81284702,1.02419196,4.16520201,NA,NA,NA,NA,2018-08-17
"102",2018-08-18,"A000671","5b1a96b0f2a0ff00019bedd6",42.1209,-71.8069,869.599,0.538758,1.86892,15.4251,3.41085,0.816998,12.3554,33.0211,22.4365,17.8292,11.1604,11.1604,1011.25573767,1.01786631,1.90231428,NA,NA,NA,NA,2018-08-18
"101",2018-08-19,"A000671","5b1a96b0f2a0ff00019bedd6",42.1209,-71.8069,878.377,0.57109,3.82697,8.7786,5.5431,0.822021,22.3301,21.3413,17.9792,16.2159,0.193836,0.193836,1017.09047676,1.02518529,3.92335127,NA,NA,NA,NA,2018-08-19
"100",2018-08-20,"A000671","5b1a96b0f2a0ff00019bedd6",42.1209,-71.8069,887.13,0.57007,2.5793,8.75295,5.02445,0.807679,15.7538,22.5467,18.0632,14.9592,0.0123741,0.0123741,1021.64251616,1.00428848,2.59035721,NA,NA,NA,NA,2018-08-20
"99",2018-08-21,"A000671","5b1a96b0f2a0ff00019bedd6",42.1208,-71.8069,895.65,0.545149,2.4746,8.5199,5.09125,0.807326,15.1728,22.7346,18.3742,14.3052,NA,NA,1019.63808449,1.00377457,2.4839401,NA,NA,NA,NA,2018-08-21
"98",2018-08-22,"A000671","5b1a96b0f2a0ff00019bedd6",42.1208,-71.8069,907.335,0.548319,1.76871,11.6851,4.12045,0.810948,12.3818,25.9118,20.3533,17.4583,7.26741,7.26741,1007.65863838,1.00905148,1.78472396,NA,NA,NA,NA,2018-08-22
"97",2018-08-23,"A000671","5b1a96b0f2a0ff00019bedd6",42.1208,-71.8069,916.519,0.54413,3.0153,9.18395,6.4022,0.814891,17.309,22.8726,18.2202,15.4953,0.0901528,0.0901528,1013.73175843,1.01479639,3.05991176,NA,NA,NA,NA,2018-08-23
"96",2018-08-24,"A000671","5b1a96b0f2a0ff00019bedd6",42.1208,-71.8069,927.799,0.488035,4.31967,11.2797,4.7915,0.817384,21.8067,28.2674,20.5196,14.292,NA,NA,1022.72250262,1.01842784,4.39927591,NA,NA,NA,NA,2018-08-24
"95",2018-08-25,"A000671","5b1a96b0f2a0ff00019bedd6",42.1208,-71.8069,939.212,0.506478,4.01829,11.4134,5.4681,0.809696,21.2731,26.2011,20.495,16.6258,NA,NA,1025.70132821,1.00722708,4.04733171,NA,NA,NA,NA,2018-08-25
"94",2018-08-26,"A000671","5b1a96b0f2a0ff00019bedd6",42.1208,-71.8069,949.074,0.496118,4.085,9.8617,5.7326,0.807144,22.6205,25.0733,19.9765,14.6501,NA,NA,1020.81623542,1.00350817,4.09933416,NA,NA,NA,NA,2018-08-26
"93",2018-08-27,"A000671","5b1a96b0f2a0ff00019bedd6",42.1208,-71.8069,963.712,0.492828,4.12713,14.6385,4.36645,0.802427,21.8994,29.7264,23.789,19.5508,NA,NA,1018.219249,0.9966355,4.11324066,NA,NA,NA,NA,2018-08-27
"92",2018-08-28,"A000671","5b1a96b0f2a0ff00019bedd6",42.1208,-71.8069,980.441,0.4658,4.15785,16.7287,2.93385,0.801628,21.9131,31.9032,26.4693,21.5543,NA,NA,1016.7471071,0.99547135,4.1390165,NA,NA,NA,NA,2018-08-28
"91",2018-08-29,"A000671","5b1a96b0f2a0ff00019bedd6",42.1208,-71.8069,998.073,0.453629,4.38689,17.6317,3.2035,0.798331,22.4899,31.7601,27.4968,23.5034,NA,NA,1015.11376721,0.9906682,4.34594888,NA,NA,NA,NA,2018-08-29
"90",2018-08-30,"A000671","5b1a96b0f2a0ff00019bedd6",42.1208,-71.8069,1012.28,0.50468,4.71802,14.2044,3.58685,0.791823,23.3385,28.4034,24.6702,20.0055,NA,NA,1017.30377142,0.98118575,4.62925731,NA,NA,NA,NA,2018-08-30
"89",2018-08-31,"A000671","5b1a96b0f2a0ff00019bedd6",42.1209,-71.8069,1020.86,0.566599,2.97311,8.58673,3.91395,0.768147,16.6725,22.5648,18.1454,14.6086,NA,NA,1026.9944805,0.94669069,2.81461962,NA,NA,NA,NA,2018-08-31
"88",2018-09-01,"A000671","5b1a96b0f2a0ff00019bedd6",42.1209,-71.8069,1030.6,0.522286,3.48278,9.73606,6.08315,0.784347,18.1184,26.4367,18.7751,13.0354,NA,NA,1027.8604973,0.97029421,3.37932044,NA,NA,NA,NA,2018-09-01
"87",2018-09-02,"A000671","5b1a96b0f2a0ff00019bedd6",42.1209,-71.8069,1041.42,0.507075,3.49786,10.8173,6.1199,0.785007,19.7706,25.7142,20.5127,15.9205,NA,NA,1025.29010141,0.97125559,3.39731294,NA,NA,NA,NA,2018-09-02
"86",2018-09-03,"A000671","5b1a96b0f2a0ff00019bedd6",42.1209,-71.8069,1056.91,0.482456,4.05882,15.4944,4.5734,0.781359,21.6992,30.6994,24.9688,20.2895,NA,NA,1023.74088002,0.96594078,3.92058266,NA,NA,NA,NA,2018-09-03
"85",2018-09-04,"A000671","5b1a96b0f2a0ff00019bedd6",42.1209,-71.8069,1074.35,0.463579,4.3731,17.4367,2.7102,0.775398,21.5535,33.6231,26.3338,21.2503,NA,NA,1023.6590434,0.95725524,4.18617506,NA,NA,NA,NA,2018-09-04
"84",2018-09-05,"A000671","5b1a96b0f2a0ff00019bedd6",42.1209,-71.8069,1089,0.480821,3.67209,14.6551,5.52935,0.775098,20.5927,29.421,23.4435,19.8892,NA,NA,1024.1654981,0.9568181,3.51352145,NA,NA,NA,NA,2018-09-05
"82",2018-09-06,"A000671","5d08f14dbdc3500242302386",42.1229,-71.8055,NA,NA,0.524889,13.675,NA,NA,0.412461,24.3571,23.5599,22.9929,0.293734,0.293734,1019.68386139,NA,NA,30.6964,0.0833,0.293734,0.25,2018-09-06
"83",2018-09-06,"A000671","5b1a96b0f2a0ff00019bedd6",42.1209,-71.8069,1102.56,NA,0.706593,13.554,NA,NA,4.7091,25.6545,22.5318,21.4536,0.293734,0.293734,1021.50899654,0.9568181,0.67608095,NA,NA,NA,NA,2018-09-06
"80",2019-06-18,"A000671","5d091335809e596340356f84",42.123,-71.8055,NA,0.40295,0.0844074,7.72755,2.3902,0.215724,2.27238,20.3786,17.965,15.0765,2.5098,2.5098,1013.34525538,0.14181027,0.01196984,20.4274,0,2.49783,1.58333333,2019-06-18
"81",2019-06-18,"A000671","5d08f14dbdc3500242302386",42.1229,-71.8055,NA,0.38041,0.478792,9.8965,4.6016,0.219065,2.15538,22.1408,19.6891,17.6522,1.11427,1.11427,1015.389405,0.1466782,0.07022832,23.0187,0,NA,2.16666667,2019-06-18
"79",2019-06-19,"A000671","5d091335809e596340356f84",42.123,-71.8055,8.9119,0.376166,2.0773,8.9119,4.4947,0.209512,14.1712,21.8408,18.4921,15.983,0,0,1011.05669108,0.13275969,0.27578122,21.6088,0,-0.275781,11.83333333,2019-06-19
"78",2019-06-20,"A000671","5d091335809e596340356f84",42.123,-71.8055,17.0449,0.377394,0.0881371,8.133,2.9917,0.132641,5.58452,20.6234,18.1784,15.6426,12.1105,12.1105,1003.15914932,0.02075838,0.00182958,20.4265,0,12.1087,5.75,2019-06-20
"77",2019-06-21,"A000671","5d091335809e596340356f84",42.123,-71.8055,24.033,0.395366,0.991435,6.9881,3.9394,0.209974,9.53465,20.2297,17.086,13.7465,4.40216,4.40216,1000.68183734,0.13343264,0.13228977,19.5461,0,4.26987,8,2019-06-21
"76",2019-06-22,"A000671","5d091335809e596340356f84",42.123,-71.8055,31.6498,0.367416,4.74528,7.61685,5.2077,0.18525,24.7276,21.8166,17.4148,13.4171,0.218339,0.218339,1009.1331988,0.09740986,0.46223715,20.1708,0,-0.243895,11.91666667,2019-06-22
