"","time","device","location","lat","long","CGDD","Cl","ET","GDD","LfAirDelta","NDVI","SWdw","maxT","meanT","minT","prate","precip","SLP","Kc","ETc","mean_tbelow","lfw","crop_water_demand","sunshine_duration","datetime"
"75",2019-06-23,"A000671","5d091335809e596340356f84",42.123,-71.8055,41.5288,0.350732,5.74586,9.879,7.06125,0.174164,29.3472,26.4401,19.1791,13.3179,0,0,1011.62451005,0.08125749,0.46689442,22.1988,0,-0.466894,12.25,2019-06-23
"74",2019-06-24,"A000671","5d091335809e596340356f84",42.123,-71.8055,52.7454,0.337431,5.30442,11.2165,7.3827,0.176696,26.3783,27.7639,20.7909,14.6692,0,0,1010.62084047,0.08494611,0.45058949,23.7326,0,-0.45059,11.83333333,2019-06-24
"73",2019-06-25,"A000671","5d091335809e596340356f84",42.1221,-71.8055,60.6396,0.408981,0.327906,7.8942,2.65195,0.213361,5.77897,20.3213,18.5524,15.4671,4.31277,4.31277,1012.47612152,0.13836693,0.04537129,20.3785,0,4.2674,5.66666667,2019-06-25
"72",2019-06-26,"A000671","5d091335809e596340356f84",42.123,-71.8055,74.1516,0.367502,4.63099,13.5121,5.4841,0.225953,24.1085,30.3227,22.4111,16.7015,0,0,1015.91566385,0.15671295,0.72573564,24.9847,0,-0.725736,11.75,2019-06-26
"71",2019-06-27,"A000671","5d091335809e596340356f84",42.123,-71.8055,87.3133,0.347152,5.72108,13.1616,6.51355,0.208691,28.5832,29.672,22.0979,16.6513,0,0,1019.46436862,0.1315632,0.75268408,25.1608,0,-0.752684,11.5,2019-06-27
"70",2019-06-28,"A000671","5d091335809e596340356f84",42.1229,-71.8055,101.591,0.325469,5.90927,14.2774,6.83295,0.202131,28.1891,30.9457,23.771,17.6092,0,0,1020.11167417,0.12200559,0.7209645,26.0823,0,-0.720964,11.91666667,2019-06-28
"69",2019-06-29,"A000671","5d091335809e596340356f84",42.1229,-71.8055,115.306,0.344244,2.66207,13.7152,2.5559,0.206597,15.727,27.6226,23.107,19.8078,2.2909,2.2909,1014.06843984,0.12851156,0.34210681,24.6896,0,1.94879,10.41666667,2019-06-29
"68",2019-06-30,"A000671","5d091335809e596340356f84",42.1229,-71.8055,123.592,0.371706,2.16633,8.28595,4.7533,0.246799,14.5471,21.3897,17.9678,15.1822,14.545,14.545,1007.76951931,0.18708552,0.40528933,20.3238,0,14.1397,9.66666667,2019-06-30
"67",2019-07-01,"A000671","5d091335809e596340356f84",42.1229,-71.8055,135.486,0.363659,4.53183,11.8943,5.19775,0.248209,23.8256,28.9905,20.1012,14.7981,0,0,1011.46435013,0.1891403,0.8571517,22.3583,0,-0.857152,11.58333333,2019-07-01
"66",2019-07-02,"A000671","5d091335809e596340356f84",42.123,-71.8055,147.695,0.359319,3.7146,12.209,3.18215,0.235302,20.8652,27.2483,21.0131,17.1696,0,0,1009.08136563,0.17033475,0.63272625,23.5298,0,-0.632726,11.41666667,2019-07-02
"65",2019-07-03,"A000671","5d091335809e596340356f84",42.1229,-71.8054,163.793,0.331386,5.49321,16.0975,4.32755,0.239089,25.9905,33.6778,25.4189,18.5173,0,0,1011.04688331,0.17585281,0.96599656,27.1102,0,-0.965997,12.16666667,2019-07-03
"64",2019-07-04,"A000671","5d091335809e596340356f84",42.123,-71.8055,179.633,0.313629,5.46593,15.84,5.64645,0.245268,26.4825,33.3168,25.7863,18.3632,0,0,1018.22595502,0.18485514,1.01040595,27.6704,0,-1.0104,11.75,2019-07-04
"63",2019-07-05,"A000671","5d091335809e596340356f84",42.1229,-71.8055,193.546,0.339139,5.23379,13.9134,7.4206,0.261032,28.4673,29.059,23.027,18.7677,0,0,1020.45475786,0.20782389,1.08770575,26.2499,0,-1.08771,12.25,2019-07-05
"62",2019-07-06,"A000671","5d091335809e596340356f84",42.123,-71.8055,208.292,0.34551,3.66227,14.7455,5.5492,0.279338,22.438,29.9886,23.7455,19.5023,22.0853,22.0853,1013.12336877,0.23449616,0.85878841,26.0274,0,21.2265,9.75,2019-07-06
"61",2019-07-07,"A000671","5d091335809e596340356f84",42.123,-71.8055,221.167,0.375825,5.08435,12.8755,7.3171,0.345177,26.8314,28.6061,21.5244,17.1449,0,0,1013.25643433,0.33042224,1.67998138,24.3076,0,-1.67998,11.66666667,2019-07-07
"60",2019-07-08,"A000671","5d091335809e596340356f84",42.123,-71.8055,233.661,0.353615,5.17879,12.4941,8.773,0.342116,25.3203,29.5427,20.7698,15.4455,0,0,1015.25127751,0.32596267,1.68809352,23.6749,0,-1.6881,11.75,2019-07-08
"59",2019-07-09,"A000671","5d091335809e596340356f84",42.123,-71.8055,246.759,0.342105,5.9942,13.0978,7.28935,0.338842,29.0438,30.1719,22.3627,16.0238,0,0,1016.38861789,0.32119281,1.92529536,25.5222,0,-1.9253,12.08333333,2019-07-09
"58",2019-07-10,"A000671","5d091335809e596340356f84",42.123,-71.8054,261.547,0.342412,5.60206,14.7885,6.84495,0.362281,27.6293,32.1096,24.0088,17.4673,0,0,1016.68287422,0.35534335,1.99065538,26.787,0,-1.99066,11.91666667,2019-07-10
"57",2019-07-11,"A000671","5d091335809e596340356f84",42.123,-71.8054,273.549,0.397059,2.72963,12.0014,2.74305,0.420444,17.2952,26.4344,21.9271,17.5685,0.371429,0.371429,1014.02332809,0.44008722,1.20127587,24.2231,0,-0.829847,11.25,2019-07-11
"56",2019-07-12,"A000671","5d091335809e596340356f84",42.123,-71.8055,288.391,0.391557,4.06317,14.8425,3.8441,0.507755,21.0845,30.7004,23.2792,18.9846,14.6896,14.6896,1006.91411529,0.56729929,2.30503215,25.1175,0,12.3846,10.66666667,2019-07-12
"55",2019-07-13,"A000671","5d091335809e596340356f84",42.123,-71.8055,302.398,0.386662,5.46488,14.0063,5.7141,0.501747,27.3455,29.7028,23.4536,18.3097,0,0,1011.80397032,0.5585455,3.05238436,25.7455,0,-3.05238,12,2019-07-13
"54",2019-07-14,"A000671","5d091335809e596340356f84",42.123,-71.8055,316.636,0.383488,5.01406,14.2381,5.51095,0.503481,24.7966,30.519,24.0062,17.9573,0,0,1012.24624769,0.56107183,2.81324635,25.9732,0,-2.81325,12,2019-07-14
"53",2019-07-15,"A000671","5d091335809e596340356f84",42.1229,-71.8055,328.388,0.392372,5.58673,11.7527,7.3767,0.512345,28.5328,27.3598,21.1252,16.1455,0,0,1016.55180933,0.57398625,3.20670462,24.3594,0,-3.2067,12.08333333,2019-07-15
"52",2019-07-16,"A000671","5d091335809e596340356f84",42.1229,-71.8055,340.735,0.407192,4.55731,12.347,8.5122,0.54148,23.8209,28.911,22.2386,15.7831,0,0,1017.1330954,0.61643697,2.80929396,25.0766,0,-2.80929,11.25,2019-07-16
"51",2019-07-17,"A000671","5d091335809e596340356f84",42.1229,-71.8055,356.53,0.409124,3.35828,15.7944,4.89705,0.585503,19.403,30.6559,23.8361,20.9329,9.18452,9.18452,1013.6799845,0.68057755,2.28556723,25.7482,0,6.89895,8.83333333,2019-07-17
"50",2019-07-18,"A000671","5d091335809e596340356f84",42.123,-71.8055,365.8,0.468413,1.16507,9.27005,3.6242,0.652567,9.88841,22.2617,19.4229,16.2784,0.277553,0.277553,1014.65389175,0.77829028,0.90675883,21.6863,0,-0.629206,7.58333333,2019-07-18
"49",2019-07-19,"A000671","5d091335809e596340356f84",42.123,-71.8055,378.693,0.419669,4.96185,12.8931,5.05865,0.642509,25.7094,29.8241,23.1282,15.9621,0,0,1011.43138451,0.76363521,3.78904343,25.4862,0,-3.78904,10.75,2019-07-19
"48",2019-07-20,"A000671","5d091335809e596340356f84",42.1229,-71.8054,396.416,0.410901,4.18697,17.7229,4.1629,0.663417,22.6067,31.9588,27.2125,23.4871,5.98661,5.98661,1009.27066618,0.79409783,3.32486276,28.6139,0,2.66175,11.25,2019-07-20
"47",2019-07-21,"A000671","5d091335809e596340356f84",42.123,-71.8055,414.66,0.445586,4.68175,18.2444,3.25915,0.708517,22.9494,34.0482,26.619,22.4405,0,0,1008.12611025,0.85981,4.02541105,27.3428,0,-4.02541,11.83333333,2019-07-21
"46",2019-07-22,"A000671","5d091335809e596340356f84",42.123,-71.8055,426.75,0.485298,1.82903,12.0899,1.5611,0.71508,10.8355,28.1912,21.9206,15.9886,28.0647,28.0647,1011.07741881,0.86937165,1.59011035,23.3886,0,26.4746,8.66666667,2019-07-22
"45",2019-07-23,"A000671","5d091335809e596340356f84",42.123,-71.8055,433.602,0.537828,1.15022,6.85225,3.8231,0.724463,9.63673,21.3158,16.8782,12.3887,16.9726,16.9726,1011.23299382,0.88304241,1.01569083,19.3445,0,15.9569,7.08333333,2019-07-23
"44",2019-07-24,"A000671","5d091335809e596340356f84",42.123,-71.8055,445.179,0.457757,4.85115,11.5764,4.78095,0.734522,24.0398,27.0035,20.3549,16.1492,0,0,1014.17873698,0.89769781,4.35486842,22.7198,0,-4.35487,11.83333333,2019-07-24
"43",2019-07-25,"A000671","5d091335809e596340356f84",42.123,-71.8055,458.446,0.452637,5.7226,13.2671,5.7943,0.744892,26.0883,30.5486,21.6459,15.9856,0,0,1019.20352149,0.91280798,5.22363211,23.812,0,-5.22363,11.41666667,2019-07-25
"42",2019-07-26,"A000671","5d091335809e596340356f84",42.123,-71.8055,473.128,0.437222,5.97526,14.6816,5.1477,0.755163,27.1137,33.056,23.0324,16.3071,0,0,1024.25223061,0.92777199,5.5436749,24.9611,0,-5.54367,11.75,2019-07-26
"41",2019-07-27,"A000671","5d091335809e596340356f84",42.123,-71.8055,484.253,0.458165,3.60177,11.1259,5.6046,0.761524,19.5972,26.519,21.1066,15.7329,0,0,1024.56248397,0.93704008,3.37499843,23.5308,0,-3.375,11.33333333,2019-07-27
"40",2019-07-28,"A000671","5d091335809e596340356f84",42.123,-71.8055,497.382,0.462921,5.28214,13.1287,5.04805,0.772883,26.2305,29.569,22.8939,16.6884,0,0,1018.40199167,0.95359008,5.0369945,25.0235,0,-5.03699,11.66666667,2019-07-28
"39",2019-07-29,"A000671","5d091335809e596340356f84",42.123,-71.8055,512.678,0.465408,4.40586,15.2957,4.6624,0.777812,22.1923,29.9598,24.679,20.6316,17.031,17.031,1015.15653122,0.96077226,4.23302668,26.1605,0,12.798,10.58333333,2019-07-29
"38",2019-07-30,"A000671","5d091335809e596340356f84",42.123,-71.8054,528.354,0.444878,4.89984,15.6763,4.2404,0.794423,24.2035,30.7966,25.4242,20.5561,0,0,1015.81872647,0.98497453,4.82621445,26.9849,0,-4.82621,11.41666667,2019-07-30
"37",2019-07-31,"A000671","5d091335809e596340356f84",42.123,-71.8055,542.181,0.474281,3.6807,13.8272,4.05135,0.795776,19.547,30.83,22.5181,16.8245,10.4662,10.4662,1016.96404419,0.98694573,3.63265065,24.4116,0,6.83395,8,2019-07-31
"36",2019-08-01,"A000671","5d091335809e596340356f84",42.1228,-71.8054,555.835,0.470599,5.43029,13.654,4.02125,0.797909,24.7185,29.6608,22.6191,17.6473,0,0,1018.3664338,0.9900529,5.3762719,24.3345,0,-5.37627,11.5,2019-08-01
"35",2019-08-02,"A000671","5d091335809e596340356f84",42.123,-71.8055,570.701,0.462902,6.33819,14.8653,3.1846,0.798757,26.3779,32.2668,23.3292,17.4639,0,0,1020.32429039,0.99128967,6.28298305,24.816,0,-6.28298,11.5,2019-08-02
"34",2019-08-03,"A000671","5d091335809e596340356f84",42.123,-71.8055,582.777,0.50214,3.45054,12.0765,3.69795,0.801644,18.5949,26.7565,21.6223,17.3965,0,0,1016.59100426,0.99549481,3.43499146,23.4882,0,-3.43499,8.91666667,2019-08-03
"33",2019-08-04,"A000671","5d091335809e596340356f84",42.123,-71.8055,597.18,0.47265,4.9644,14.4025,2.8023,0.805022,22.4726,31.058,23.601,17.7471,0.343557,0.343557,1012.76826388,1.00041711,4.96647424,24.8985,0,-4.62292,11.5,2019-08-04
"32",2019-08-05,"A000671","5d091335809e596340356f84",42.123,-71.8055,609.554,0.482169,6.2537,12.3741,6.0593,0.806904,26.1742,30.6697,21.5633,14.0784,0,0,1015.3746629,1.00315958,6.27345717,23.5825,0,-6.27346,11.58333333,2019-08-05
"31",2019-08-06,"A000671","5d091335809e596340356f84",42.123,-71.8055,621.299,0.527189,3.47739,11.7455,1.855,0.802494,17.4583,28.782,21.5661,14.709,0,0,1012.81034315,0.99673379,3.46602898,23.1138,0,-3.46603,11.33333333,2019-08-06
"30",2019-08-07,"A000671","5d091335809e596340356f84",42.123,-71.8055,632.904,0.526955,2.15513,11.6043,2.84555,0.796981,13.4556,26.6914,21.2739,16.5172,42.2155,42.2155,1010.90640708,0.98870195,2.13078306,23.1595,0,40.0847,8.91666667,2019-08-07
"29",2019-08-08,"A000671","5d091335809e596340356f84",42.123,-71.8055,644.949,0.505896,4.19809,12.0454,5.33245,0.804526,21.7371,27.6308,21.7078,16.46,1.60659,1.60659,1005.93147537,0.9996948,4.19680874,24.0144,0,-2.59022,10.41666667,2019-08-08
"28",2019-08-09,"A000671","5d091335809e596340356f84",42.123,-71.8055,655.712,0.499807,5.32095,10.7633,5.71205,0.802602,25.4775,25.0861,20.3428,16.4406,0,0,1006.39730947,0.99689067,5.30440493,22.8783,0,-5.3044,11,2019-08-09
"27",2019-08-10,"A000671","5d091335809e596340356f84",42.123,-71.8055,663.805,0.520263,4.31899,8.09325,6.2511,0.793904,21.9957,21.95,17.9126,14.2365,0,0,1008.84405215,0.98421828,4.25082543,20.6679,0,-4.25083,10.41666667,2019-08-10
"26",2019-08-11,"A000671","5d091335809e596340356f84",42.123,-71.8055,671.72,0.515081,4.5791,7.91435,7.05295,0.790345,23.2625,24.5819,17.4496,11.2468,0,0,1014.34378038,0.97903239,4.48308517,20.4611,0,-4.48309,11,2019-08-11
"25",2019-08-12,"A000671","5d091335809e596340356f84",42.123,-71.8055,681.529,0.499177,5.05134,9.80955,5.0178,0.791702,24.3807,25.8528,20.3932,13.7663,0,0,1013.1871412,0.98100933,4.9554118,23.0344,0,-4.95541,11,2019-08-12
"24",2019-08-13,"A000671","5d091335809e596340356f84",42.123,-71.8055,692.558,0.550497,0.964072,11.0289,1.9918,0.771242,8.13791,23.9522,20.986,18.1057,0,0,1009.42726368,0.95119925,0.91702426,22.5186,0,-0.917024,8.91666667,2019-08-13
"23",2019-08-14,"A000671","5d091335809e596340356f84",42.123,-71.8055,705.045,0.492907,3.21084,12.4872,3.8827,0.779381,16.7195,29.4386,21.1847,15.5358,0,0,1011.16644581,0.9630575,3.09222323,22.9699,0,-3.09229,10.5,2019-08-14
"22",2019-08-15,"A000671","5d091335809e596340356f84",42.123,-71.8055,717.535,0.473664,5.64407,12.49,3.2228,0.789458,25.5312,30.4479,21.5055,14.532,0,0,1016.47865423,0.97774082,5.51843642,23.4427,0,-5.51844,11,2019-08-15
"21",2019-08-16,"A000671","5d091335809e596340356f84",42.123,-71.8055,729.822,0.476983,5.05646,12.287,5.8178,0.784113,24.5533,29.2716,21.402,15.3023,0,0,1017.82461006,0.9699529,4.90452968,23.6977,0.0833,-4.90453,11.08333333,2019-08-16
"20",2019-08-17,"A000671","5d091335809e596340356f84",42.123,-71.8055,741.943,0.51288,2.01104,12.1208,2.48715,0.765508,12.6207,27.8118,21.8579,16.4297,1.12131,1.12131,1017.54547558,0.94284535,1.89609539,23.5572,0,-0.774785,9.58333333,2019-08-17
"19",2019-08-18,"A000671","5d091335809e596340356f84",42.123,-71.8055,755.991,0.480846,4.18643,14.0478,5.4394,0.776375,21.7352,30.9652,23.6812,17.1305,0,0,1016.04637018,0.95867888,4.01344634,25.7493,0,-4.01345,10.58333333,2019-08-18
"18",2019-08-19,"A000671","5d091335809e596340356f84",42.123,-71.8055,771.085,0.47644,3.46764,15.0943,4.175,0.778827,18.8792,30.4188,23.14,19.7699,4.33641,4.33641,1014.95333316,0.96225132,3.33673881,24.7797,0,0.999671,8.16666667,2019-08-19
"17",2019-08-20,"A000671","5d091335809e596340356f84",42.123,-71.8055,785.208,0.467245,5.62611,14.1231,4.2635,0.785255,25.2129,30.6164,23.6006,17.6299,0,0,1017.88465732,0.97161699,5.46642608,25.2179,0,-5.46643,10.91666667,2019-08-20
"16",2019-08-21,"A000671","5d091335809e596340356f84",42.123,-71.8055,798.087,0.505018,1.23263,12.8781,2.35525,0.76478,9.93793,27.6577,21.7097,18.0986,7.6117,7.6117,1014.45585797,0.94178503,1.16086785,23.0148,0,6.45083,7.16666667,2019-08-21
"15",2019-08-22,"A000671","5d091335809e596340356f84",42.123,-71.8055,813.079,0.482329,3.85715,14.9927,4.8829,0.779144,20.087,31.3617,23.2538,18.6237,0,0,1011.14757042,0.96271255,3.71332244,24.9353,0,-3.71332,9.08333333,2019-08-22
"14",2019-08-23,"A000671","5d091335809e596340356f84",42.123,-71.8055,823.057,0.52825,2.46011,9.97745,3.30755,0.765243,12.8719,24.4236,19.5059,15.5313,1.03291,1.03291,1015.09708246,0.94245881,2.31855038,21.4949,0,-1.28564,8.41666667,2019-08-23
"13",2019-08-24,"A000671","5d091335809e596340356f84",42.123,-71.8055,830.521,0.491999,4.34037,7.4638,6.2764,0.779698,21.874,22.9922,17.1558,11.9354,0,0,1021.8567368,0.96352018,4.18203375,19.759,0,-4.18203,10.25,2019-08-24
"12",2019-08-25,"A000671","5d091335809e596340356f84",42.1229,-71.8055,835.703,0.571217,2.5562,5.1822,4.0769,0.754386,15.3792,19.6052,14.8749,10.7592,0,0,1026.39328577,0.92664016,2.36867316,17.7483,0,-2.36867,10.91666667,2019-08-25
"11",2019-08-26,"A000671","5d091335809e596340356f84",42.1231,-71.8055,842.414,0.516184,4.30083,6.71146,7.04685,0.770535,22.4024,24.3249,15.1107,9.09802,0,0,1023.60577434,0.95016905,4.08651536,18.1684,0,-4.08657,10.91666667,2019-08-26
"10",2019-08-27,"A000671","5d091335809e596340356f84",42.123,-71.8054,849.692,0.496683,3.56732,7.2781,6.785,0.766043,17.9972,24.4328,16.9117,10.1234,0,0,1018.98816886,0.94362457,3.36620661,19.7296,0,-3.36621,10.33333333,2019-08-27
"9",2019-08-28,"A000671","5d091335809e596340356f84",42.123,-71.8054,859.052,0.500267,1.53489,9.3602,4.07745,0.758539,10.3227,25.2379,18.9191,13.4825,49.8868,49.8868,1013.51154203,0.93269142,1.43158097,20.9248,0,48.4552,7.25,2019-08-28
"8",2019-08-29,"A000671","5d091335809e596340356f84",42.123,-71.8055,871.227,0.475631,4.86955,12.1749,4.55585,0.77717,23.3569,28.3336,20.8182,16.0161,0.282692,0.282692,1010.75971958,0.95983613,4.67396577,23.0225,0,-4.39127,10.33333333,2019-08-29
"7",2019-08-30,"A000671","5d091335809e596340356f84",42.123,-71.8055,881.515,0.499842,4.16243,10.2874,5.4104,0.770371,21.3454,26.9816,19.6298,13.5933,0,0,1015.88667372,0.94993051,3.95401783,21.7948,0,-3.95402,9.58333333,2019-08-30
"6",2019-08-31,"A000671","5d091335809e596340356f84",42.123,-71.8055,891.427,0.490024,4.67565,9.91275,5.8503,0.769308,22.1619,25.2842,19.2613,14.5413,0,0,1022.71207742,0.94838191,4.4342989,21.48,0,-4.4343,10.08333333,2019-08-31
"5",2019-09-01,"A000671","5d091335809e596340356f84",42.123,-71.8055,899.501,0.517579,3.57312,8.0736,4.1362,0.7469,17.7593,24.3847,17.8171,11.7625,0,0,1027.39229556,0.91573302,3.27202446,20.2227,0,-3.27202,10.33333333,2019-09-01
"4",2019-09-02,"A000671","5d091335809e596340356f84",42.123,-71.8055,906.657,0.514767,1.2938,7.15605,5.64395,0.739541,10.1256,21.1367,17.2041,13.1754,14.7979,14.7979,1019.0677506,0.90501193,1.17090531,19.6474,0,13.627,7.75,2019-09-02
"3",2019-09-03,"A000671","5d091335809e596340356f84",42.1229,-71.8055,917.677,0.478878,3.93646,11.0202,4.25715,0.762341,19.6905,27.5152,20.0936,14.5251,0,0,1016.84593765,0.93823138,3.69331443,22.0803,0,-3.69331,10,2019-09-03
"2",2019-09-04,"A000671","5d091335809e596340356f84",42.123,-71.8055,928.423,0.503329,2.23913,10.7455,3.62805,0.742997,14.0508,26.2658,19.717,15.2252,0.678048,0.678048,1011.29675071,0.91004623,2.03771505,21.4453,0,-1.35967,7.91666667,2019-09-04
"1",2019-09-05,"A000671","5d091335809e596340356f84",42.123,-71.8055,936.331,0.497128,3.75424,7.90795,6.47915,0.751549,19.4473,24.6448,16.8991,11.1711,0,0,1018.25080892,0.92250688,3.46331574,19.3558,0,-3.46332,10.5,2019-09-05
