"","time","device","location","lat","long","B1dw","B1uw","B2dw","B2uw","B3dw","B3uw","B4dw","B4uw","B5dw","B5uw","B6dw","B6uw","B7dw","B7uw","LWdw","LWuw","LfW","P","SLP","PARdw","PARuw","RH","SWdw","SWuw","Tabove","Tair","Tbelow","Tdew","prate","precip","datetime"
"4060",2018-06-08 23:00:00,"A000671","5b1a96b0f2a0ff00019bedd6",42.1207,-71.8069,1.70508,0.0731563,2.10319,0.18968,2.35318,0.22358,2.26391,0.436826,1.28688,0.300776,1.50838,0.507007,0.252998,0.0719974,345.973,-440.02,NA,987.96669006,1017.60817955,72.3752,-11.4972,54.72662449,53.8271,-11.9795,6.28848,22.9193,23.6022,13.3011,NA,NA,2018-06-08 23:00:00
"4059",2018-06-09 00:00:00,"A000671","5b1a96b0f2a0ff00019bedd6",42.1207,-71.8069,0.305943,0.0523017,0.317653,0.0357627,0.360614,0.0551956,0.312292,0.103993,0.197883,0.0449065,0.280791,0.130678,0.0458153,0.0131377,342.192,-425.136,NA,988.39164734,1018.24629934,7.62319,-2.94603,59.36566591,5.66953,-3.06964,5.51958,20.9603,21.0626,12.73,NA,NA,2018-06-09 00:00:00
"4058",2018-06-09 01:00:00,"A000671","5b1a96b0f2a0ff00019bedd6",42.1207,-71.8069,0.0589258,0.0516403,0.0385566,0.0295401,0.0611683,0.0529754,0.0718781,0.097588,0.0291147,0.0355232,0.128491,0.12095,0.0137453,0.0130657,349.035,-422.548,NA,988.66668701,1018.53426851,2.02209,-2.86892,56.83153272,1.50388,-2.98929,6.89865,20.9152,20.6143,12.0159,NA,NA,2018-06-09 01:00:00
"4057",2018-06-09 02:00:00,"A000671","5b1a96b0f2a0ff00019bedd6",42.1207,-71.8069,0.0613653,0.0489918,0.038056,0.0293177,0.064783,0.0555093,0.0660945,0.0952714,0.0293513,0.0339571,0.118446,0.12643,0.0141476,0.0130653,349.129,-421.521,NA,989.06669617,1018.96436924,1.99403,-2.76445,60.56635976,1.483,-2.88043,6.91008,20.7408,20.4355,12.826,NA,NA,2018-06-09 02:00:00
"4056",2018-06-09 03:00:00,"A000671","5b1a96b0f2a0ff00019bedd6",42.1207,-71.8069,0.05793,0.0516403,0.0365534,0.0286516,0.0611588,0.0482466,0.0703892,0.0993301,0.0281668,0.0299353,0.123733,0.121701,0.0141473,0.0130657,347.647,-418.444,NA,988.8999939,1018.87146406,1.98195,-2.75894,59.99358892,1.47402,-2.8747,6.61475,19.9793,19.8985,11.9625,NA,NA,2018-06-09 03:00:00
"4055",2018-06-09 04:00:00,"A000671","5b1a96b0f2a0ff00019bedd6",42.1207,-71.8069,0.0615833,0.0519703,0.0350505,0.0268736,0.0646643,0.0498238,0.0669195,0.0964249,0.0281668,0.0346274,0.128491,0.118714,0.013021,0.0133567,338.192,-413.61,NA,988.75,1018.76242806,1.93796,-2.78646,68.5413003,1.4413,-2.90337,4.70354,19.5414,19.0478,13.5692,NA,NA,2018-06-09 04:00:00
"4054",2018-06-09 05:00:00,"A000671","5b1a96b0f2a0ff00019bedd6",42.1207,-71.8069,0.0599231,0.0499831,0.0322965,0.0279844,0.0573145,0.0454093,0.0723722,0.0952643,0.0307715,0.0330637,0.115803,0.118714,0.0131819,0.0124834,333.288,-407.145,NA,988.80836487,1019.00650499,1.85381,-2.62146,77.35671401,1.37872,-2.73144,3.69011,17.7861,17.899,13.7446,NA,NA,2018-06-09 05:00:00
"4053",2018-06-09 06:00:00,"A000671","5b1a96b0f2a0ff00019bedd6",42.1207,-71.8069,0.0575986,0.0489919,0.0343008,0.0290953,0.0587125,0.0432006,0.0644401,0.0923564,0.0269839,0.0337337,0.103111,0.120953,0.0129405,0.012412,333.015,-404.2,NA,988.90830994,1019.19050302,1.78976,-2.69844,73.04653525,1.33108,-2.81166,3.63424,17.0184,17.3715,12.1429,NA,NA,2018-06-09 06:00:00
"4052",2018-06-09 07:00:00,"A000671","5b1a96b0f2a0ff00019bedd6",42.1207,-71.8069,0.0599231,0.0476661,0.0322976,0.0244315,0.060117,0.0454093,0.0664231,0.0940985,0.0284048,0.0310526,0.104696,0.110498,0.0124584,0.012702,329.747,-401.37,NA,989.00001526,1019.33902644,1.70566,-2.57203,65.75846672,1.26854,-2.67994,2.9524,16.5091,16.8617,10.0631,NA,NA,2018-06-09 07:00:00
"4051",2018-06-09 08:00:00,"A000671","5b1a96b0f2a0ff00019bedd6",42.1207,-71.8069,0.0591438,0.0454586,0.0367206,0.0257637,0.0582534,0.0487718,0.0660945,0.0975943,0.0306139,0.0318708,0.111039,0.113487,0.0136102,0.0130653,325.271,-397.262,NA,989.25834656,1019.69241547,1.77773,-2.57751,65.00019431,1.32214,-2.68565,2.01067,15.6924,16.1163,9.12301,NA,NA,2018-06-09 08:00:00
"4050",2018-06-09 09:00:00,"A000671","5b1a96b0f2a0ff00019bedd6",42.1207,-71.8069,0.709009,0.0503161,0.827708,0.076633,0.922932,0.0955559,0.787069,0.184145,0.618307,0.102983,0.843943,0.21876,0.144275,0.0307015,324.402,-394.984,NA,989.6333313,1020.14946578,28.6246,-4.54468,60.0056529,21.2888,-4.73536,1.82623,15.0348,15.7005,7.30308,NA,NA,2018-06-09 09:00:00
"4049",2018-06-09 10:00:00,"A000671","5b1a96b0f2a0ff00019bedd6",42.1207,-71.8069,2.76687,0.110247,3.67586,0.298757,4.18005,0.346257,3.99423,0.61281,2.91427,0.380527,3.68298,0.660764,0.678522,0.111918,334.083,-405.135,NA,989.80003357,1020.23139572,156.336,-19.9769,51.70804262,116.271,-20.815,3.85461,15.8731,17.5375,5.94731,NA,NA,2018-06-09 10:00:00
"4048",2018-06-09 11:00:00,"A000671","5b1a96b0f2a0ff00019bedd6",42.1207,-71.8069,6.61043,0.252552,9.69407,0.640615,11.1511,0.734475,11.6795,1.35751,7.65179,0.802742,8.87229,1.2885,1.78492,0.238043,342.216,-418.33,NA,990.30830383,1020.654639,385.511,-40.3387,48.5588491,286.713,-42.0311,5.5212,16.8193,19.8706,5.90695,NA,NA,2018-06-09 11:00:00
"4047",2018-06-09 12:00:00,"A000671","5b1a96b0f2a0ff00019bedd6",42.1207,-71.8069,11.6086,0.396961,17.8164,1.04413,20.3371,1.18968,22.5545,2.30457,14.1929,1.36289,15.7288,2.09042,3.2322,0.399435,339.091,-439.379,NA,990.06668091,1020.2696069,726.012,-67.4992,45.08615732,539.952,-70.3311,4.88538,18.1042,23.4934,6.00936,NA,NA,2018-06-09 12:00:00
"4046",2018-06-09 13:00:00,"A000671","5b1a96b0f2a0ff00019bedd6",42.1207,-71.8069,16.4511,0.519036,25.5246,1.39638,28.7286,1.56545,33.2894,3.1556,20.5091,1.92266,21.9816,2.82274,4.45748,0.554653,332.859,-454.765,NA,989.72503662,1019.78938219,962.41,-86.0579,40.26624262,715.766,-89.6685,3.6012,19.3272,26.0594,5.48377,NA,NA,2018-06-09 13:00:00
"4045",2018-06-09 14:00:00,"A000671","5b1a96b0f2a0ff00019bedd6",42.1207,-71.8069,18.9414,0.590885,29.2759,1.58142,32.4212,1.75834,38.9068,3.65502,23.8783,2.28091,25.0766,3.25591,1.98654,0.643837,329.868,-467.404,NA,989.27497864,1019.21256575,1150.12,-102.368,38.05755079,855.369,-106.663,2.97272,20.4174,28.117,5.63659,NA,NA,2018-06-09 14:00:00
"4044",2018-06-09 15:00:00,"A000671","5b1a96b0f2a0ff00019bedd6",42.1207,-71.8069,21.9987,0.686006,34.3311,1.8781,37.46,2.07211,46.1034,4.39639,28.5117,2.81054,29.7179,3.93101,0.021152,0.772816,325.604,-477.778,NA,989.12498474,1018.88876208,1236.47,-113.543,35.37384272,919.593,-118.307,2.07198,22.0627,29.7758,6.03227,NA,NA,2018-06-09 15:00:00
"4043",2018-06-09 16:00:00,"A000671","5b1a96b0f2a0ff00019bedd6",42.1207,-71.8069,21.0827,0.681909,32.9702,1.87325,35.5832,2.05397,44.4214,4.39491,27.7559,2.87821,28.996,4.00088,0.0210232,0.7512,325.471,-485.796,NA,988.84162903,1018.54045691,1229.44,-117.613,35.70908308,914.362,-122.547,2.04306,22.617,31.0371,6.65121,NA,NA,2018-06-09 16:00:00
"4042",2018-06-09 17:00:00,"A000671","5b1a96b0f2a0ff00019bedd6",42.1207,-71.8069,16.0089,0.558712,24.6814,1.50725,26.9435,1.67418,31.9899,3.42397,20.2634,2.25175,22.1145,3.27371,0.0183865,0.601875,337.711,-468.997,NA,988.37501526,1018.10364094,835.747,-86.4956,35.70562601,621.564,-90.1245,4.59796,22.1844,28.374,6.2846,NA,NA,2018-06-09 17:00:00
"4041",2018-06-09 18:00:00,"A000671","5b1a96b0f2a0ff00019bedd6",42.1207,-71.8069,16.7434,0.595882,26.0618,1.63971,28.3012,1.81813,34.0046,3.7583,21.0885,2.44707,22.8963,3.53375,0.0189923,0.656906,328.311,-471.556,NA,987.69996643,1017.44637118,950.875,-101.315,36.34126782,707.188,-105.566,2.64017,21.8133,28.7857,6.21296,NA,NA,2018-06-09 18:00:00
"4040",2018-06-09 19:00:00,"A000671","5b1a96b0f2a0ff00019bedd6",42.1207,-71.8069,14.1236,0.538122,21.8622,1.4676,23.7937,1.63286,28.1856,3.33656,17.4568,2.15992,19.277,3.1568,0.0181339,0.581056,328.527,-468.112,NA,987.16667175,1016.85994207,798.573,-90.8977,35.49929857,593.917,-94.7113,2.68957,22.1746,28.2323,6.1892,NA,NA,2018-06-09 19:00:00
"4039",2018-06-09 20:00:00,"A000671","5b1a96b0f2a0ff00019bedd6",42.1207,-71.8069,10.2629,0.413895,15.7764,1.12605,17.4083,1.2657,19.9497,2.52621,12.2917,1.63329,13.9348,2.45898,1.0886,0.438253,342.621,-463.4,NA,986.95831299,1016.5897718,577.009,-70.1805,37.1484071,429.134,-73.1249,5.60832,22.7204,27.471,7.32107,NA,NA,2018-06-09 20:00:00
"4038",2018-06-09 21:00:00,"A000671","5b1a96b0f2a0ff00019bedd6",42.1207,-71.8069,7.60142,0.330369,11.6387,0.934164,12.9702,1.05258,14.6827,2.10659,8.74508,1.36183,9.97167,2.06629,1.92237,0.360443,344.443,-463.481,NA,986.49169922,1016.02735462,423.395,-58.7901,36.03664935,314.888,-61.2567,5.97732,23.5271,27.4844,7.59913,NA,NA,2018-06-09 21:00:00
"4037",2018-06-09 22:00:00,"A000671","5b1a96b0f2a0ff00019bedd6",42.1207,-71.8069,3.27968,0.134622,4.71595,0.395378,5.33594,0.455581,5.58012,0.88235,3.66519,0.593615,4.47927,0.975368,0.852581,0.162294,355.077,-450.509,NA,986.64169312,1016.2132691,174.27,-25.3907,38.05181682,129.609,-26.4559,8.10675,23.2158,25.358,8.1266,NA,NA,2018-06-09 22:00:00
"4036",2018-06-09 23:00:00,"A000671","5b1a96b0f2a0ff00019bedd6",42.1207,-71.8069,1.31704,0.0685308,1.77803,0.141776,2.01048,0.169442,1.99357,0.323355,1.40678,0.221604,1.77269,0.380037,0.336788,0.0622268,353.512,-439.729,NA,986.80831909,1016.4845951,65.8823,-9.34839,42.8823173,48.9982,-9.7406,7.79904,22.2359,23.5509,9.00823,NA,NA,2018-06-09 23:00:00
"4035",2018-06-10 00:00:00,"A000671","5b1a96b0f2a0ff00019bedd6",42.1207,-71.8069,0.139582,0.0523032,0.129945,0.032798,0.150754,0.0548717,0.124754,0.104375,0.0901817,0.039022,0.176867,0.126187,0.0256417,0.013259,346.24,-425.039,NA,986.99165344,1016.81383452,4.92897,-2.84143,47.81897366,3.66578,-2.96065,6.33841,20.8652,21.045,9.37319,NA,NA,2018-06-10 00:00:00
"4034",2018-06-10 01:00:00,"A000671","5b1a96b0f2a0ff00019bedd6",42.1207,-71.8069,0.060477,0.0500956,0.0370544,0.0293915,0.0622165,0.0494038,0.0743544,0.0977855,0.02943,0.0338079,0.117385,0.118962,0.0139055,0.012847,338.944,-416.706,NA,987.44163513,1017.39808165,1.92192,-2.78643,52.85476446,1.42938,-2.90334,4.85834,19.6983,19.5933,9.80344,NA,NA,2018-06-10 01:00:00
"4033",2018-06-10 02:00:00,"A000671","5b1a96b0f2a0ff00019bedd6",42.1207,-71.8069,0.0600336,0.0467843,0.034801,0.0270225,0.0612802,0.0491938,0.0698943,0.096424,0.0292727,0.0328407,0.121093,0.116725,0.0132352,0.0127262,338.29,-412.367,NA,987.56668091,1017.63747461,1.88586,-2.825,56.7379415,1.40256,-2.94353,4.72366,18.6372,18.8284,9.86872,NA,NA,2018-06-10 02:00:00
"4032",2018-06-10 03:00:00,"A000671","5b1a96b0f2a0ff00019bedd6",42.1207,-71.8069,0.0606965,0.0440264,0.0342172,0.0279113,0.0586001,0.0466703,0.0685716,0.101077,0.0287994,0.0329895,0.114477,0.111992,0.0133963,0.0127259,336.636,-409.376,NA,987.7166748,1017.86509761,1.83781,-2.75904,60.10235548,1.36682,-2.8748,4.38282,17.9406,18.2972,10.0788,NA,NA,2018-06-10 03:00:00
"4031",2018-06-10 04:00:00,"A000671","5b1a96b0f2a0ff00019bedd6",42.1207,-71.8069,0.0597022,0.0454601,0.0344675,0.0264308,0.0575488,0.0475109,0.0665886,0.0970109,0.0278518,0.031723,0.110512,0.113984,0.0129404,0.0125572,328.931,-403.779,NA,987.96669006,1018.2306527,1.80978,-2.65445,61.85926795,1.34598,-2.76581,2.78058,16.9179,17.2957,9.53462,NA,NA,2018-06-10 04:00:00
"4030",2018-06-10 05:00:00,"A000671","5b1a96b0f2a0ff00019bedd6",42.1207,-71.8069,0.0597022,0.0455696,0.0327982,0.0270973,0.0592984,0.0459346,0.065268,0.0941003,0.0279301,0.0322442,0.111304,0.111993,0.012619,0.0125087,327.891,-401.927,NA,987.94166565,1018.2328239,1.78177,-2.80289,54.48996425,1.32514,-2.92049,2.56317,16.6543,16.9621,7.43334,NA,NA,2018-06-10 05:00:00
"4029",2018-06-10 06:00:00,"A000671","5b1a96b0f2a0ff00019bedd6",42.1207,-71.8069,0.0613613,0.0446878,0.0338838,0.0253196,0.0561513,0.0466698,0.064607,0.0937126,0.0258007,0.030308,0.112892,0.112241,0.0126992,0.0126051,324.766,-398.118,NA,987.83332825,1018.19750491,1.76171,-2.76445,54.90224957,1.31022,-2.88043,1.90383,15.9365,16.2722,6.87511,NA,NA,2018-06-10 06:00:00
"4028",2018-06-10 07:00:00,"A000671","5b1a96b0f2a0ff00019bedd6",42.1207,-71.8069,0.0587059,0.0446877,0.0336331,0.0247273,0.0590662,0.0438321,0.0631189,0.0898423,0.0272209,0.0313509,0.10364,0.108508,0.0121367,0.0119756,325.696,-396.172,NA,987.78335571,1018.19326057,1.64564,-2.65452,53.59582305,1.22389,-2.76589,2.10003,15.4936,15.9179,6.11509,NA,NA,2018-06-10 07:00:00
"4027",2018-06-10 08:00:00,"A000671","5b1a96b0f2a0ff00019bedd6",42.1207,-71.8069,0.0579345,0.043143,0.0357213,0.0255423,0.0583642,0.0447793,0.0619631,0.0884862,0.0306117,0.0303077,0.110252,0.106269,0.013235,0.012024,322.571,-392.439,NA,987.8666687,1018.35305116,1.71771,-2.605,52.52979398,1.2775,-2.71429,1.43793,14.8045,15.2345,5.18785,NA,NA,2018-06-10 08:00:00
"4026",2018-06-10 09:00:00,"A000671","5b1a96b0f2a0ff00019bedd6",42.1207,-71.8069,0.546601,0.0474256,0.832033,0.0714755,0.958183,0.0949457,0.904381,0.182067,0.919298,0.13705,1.32052,0.28861,0.259906,0.0479807,325.547,-393.96,NA,987.89093018,1018.38863421,33.7294,-5.22171,50.69907308,25.0853,-5.4408,2.06543,14.7069,15.5116,4.57365,NA,NA,2018-06-10 09:00:00
"4025",2018-06-10 10:00:00,"A000671","5b1a96b0f2a0ff00019bedd6",42.1207,-71.8069,2.46616,0.0825359,3.72713,0.276519,4.31763,0.330374,4.26142,0.604879,3.26801,0.415428,4.29915,0.76106,0.908585,0.144254,334.12,-403.405,NA,988.04168701,1018.47605186,148.464,-18.0807,48.84223342,110.416,-18.8393,3.86374,15.3395,17.2283,4.63436,NA,NA,2018-06-10 10:00:00
"4024",2018-06-10 11:00:00,"A000671","5b1a96b0f2a0ff00019bedd6",42.1207,-71.8069,5.40121,0.194647,7.89523,0.515311,9.11135,0.59621,9.15248,1.07167,6.07071,0.674085,7.44247,1.14195,1.69202,0.233066,336.975,-411.136,NA,988.03337097,1018.41236143,306.373,-32.4102,48.345384,227.857,-33.77,4.44965,15.8563,18.6045,4.96063,NA,NA,2018-06-10 11:00:00
"4023",2018-06-10 12:00:00,"A000671","5b1a96b0f2a0ff00019bedd6",42.1207,-71.8069,9.20279,0.32484,13.9765,0.86189,15.8973,0.983551,17.0929,1.85968,11.0852,1.17421,12.8318,1.87487,2.91396,0.384016,344.379,-433.403,NA,988.24165344,1018.38878849,533.53,-53.6077,43.86361539,396.799,-55.8568,5.96498,18.1058,22.4785,5.60484,NA,NA,2018-06-10 12:00:00
"4022",2018-06-10 13:00:00,"A000671","5b1a96b0f2a0ff00019bedd6",42.1207,-71.8069,13.0615,0.434423,20.2989,1.19886,22.8283,1.35382,25.619,2.66077,16.41,1.69924,18.4093,2.60951,4.13036,0.533206,334.415,-444.966,NA,988.13331604,1018.29175115,762.912,-74.2699,36.09239161,567.395,-77.3859,3.92285,17.9673,24.4357,2.71532,NA,NA,2018-06-10 13:00:00
"4021",2018-06-10 14:00:00,"A000671","5b1a96b0f2a0ff00019bedd6",42.1207,-71.8069,11.4114,0.397896,17.4336,1.09374,19.5194,1.23274,21.7267,2.40276,14.3353,1.61055,16.5264,2.5044,3.5624,0.491961,343.177,-448.527,NA,988.02497864,1018.04606555,649.224,-67.5842,34.18688476,482.842,-70.4198,5.71895,19.2477,25.0295,3.08067,NA,NA,2018-06-10 14:00:00
"4020",2018-06-10 15:00:00,"A000671","5b1a96b0f2a0ff00019bedd6",42.1207,-71.8069,9.93194,0.357616,15.0502,0.983828,16.842,1.11037,18.5706,2.14421,12.648,1.48482,14.9006,2.34979,3.12149,0.446984,347.288,-449.893,NA,988.00003052,1017.94926783,559.005,-60.6085,32.74619281,415.745,-63.1513,6.55265,19.931,25.2566,3.05922,NA,NA,2018-06-10 15:00:00
"4019",2018-06-10 16:00:00,"A000671","5b1a96b0f2a0ff00019bedd6",42.1207,-71.8069,11.0217,0.393587,16.7795,1.09687,18.6234,1.22901,20.9514,2.41809,14.1967,1.68108,16.4504,2.5992,3.41425,0.492897,351.43,-459.39,NA,987.94166565,1017.70003671,619.193,-67.4342,28.6544919,460.508,-70.2634,7.38309,21.7685,26.8175,2.76207,NA,NA,2018-06-10 16:00:00
"4018",2018-06-10 17:00:00,"A000671","5b1a96b0f2a0ff00019bedd6",42.1207,-71.8069,14.108,0.494001,21.8128,1.37036,23.8896,1.52737,27.8961,3.08956,18.2037,2.09526,20.2913,3.11739,4.24059,0.597913,346.454,-469.254,NA,987.48336792,1017.25968996,797.899,-84.5197,30.77408373,593.416,-88.0658,6.38344,21.4581,28.4138,3.513,NA,NA,2018-06-10 17:00:00
"4017",2018-06-10 18:00:00,"A000671","5b1a96b0f2a0ff00019bedd6",42.1207,-71.8069,14.3169,0.510874,22.3028,1.41794,24.3482,1.58172,28.63,3.20835,18.3218,2.15138,20.3094,3.16892,4.16438,0.609639,335.094,-469.911,NA,986.67503357,1016.5645638,812.842,-87.5111,34.22041535,604.529,-91.1826,4.06247,20.1222,28.5219,3.8468,NA,NA,2018-06-10 18:00:00
"4016",2018-06-10 19:00:00,"A000671","5b1a96b0f2a0ff00019bedd6",42.1207,-71.8069,9.94099,0.37461,15.1664,1.01473,16.8357,1.14496,18.8465,2.23833,12.3969,1.51013,14.3558,2.32872,2.93822,0.437064,341.645,-458.79,NA,986.31668091,1016.21318352,558.786,-63.0171,34.61049199,415.582,-65.661,5.40987,19.9483,26.717,3.8431,NA,NA,2018-06-10 19:00:00
"4015",2018-06-10 20:00:00,"A000671","5b1a96b0f2a0ff00019bedd6",42.1207,-71.8069,7.20752,0.278489,10.726,0.739817,12.0593,0.843528,12.9411,1.59206,8.4808,1.05427,10.1396,1.69557,2.11079,0.318439,345.907,-447.083,NA,985.95001221,1015.86379838,397.938,-46.0466,37.85710037,295.956,-47.9785,6.27539,19.6726,24.7888,4.90313,NA,NA,2018-06-10 20:00:00
"4014",2018-06-10 21:00:00,"A000671","5b1a96b0f2a0ff00019bedd6",42.1207,-71.8069,5.77246,0.226755,8.56105,0.62081,9.70271,0.71317,10.2098,1.33581,6.5414,0.867871,7.91174,1.4077,1.6687,0.267605,344.989,-440.37,NA,985.58334351,1015.51431628,317.815,-38.9283,41.74147546,236.366,-40.5615,6.08984,19.3997,23.6641,6.06148,0.0115502,0.0115502,2018-06-10 21:00:00
"4013",2018-06-10 22:00:00,"A000671","5b1a96b0f2a0ff00019bedd6",42.1207,-71.8069,3.84658,0.157014,5.61353,0.455194,6.40026,0.526156,6.53335,0.983987,4.17318,0.647481,5.15633,1.0826,1.07235,0.197866,342.825,-432.625,NA,985.43334961,1015.39732483,207.656,-29.0832,47.77971804,154.438,-30.3033,5.65055,19.0385,22.3499,7.69735,0.0110311,0.0110311,2018-06-10 22:00:00
"4012",2018-06-10 23:00:00,"A000671","5b1a96b0f2a0ff00019bedd6",42.1207,-71.8069,1.47476,0.0683034,1.98955,0.173102,2.26872,0.202545,2.16907,0.379891,1.46236,0.25578,1.85919,0.451961,0.387618,0.0794711,338.078,-421.756,NA,985.7333374,1015.76660297,73.1843,-11.1397,55.46931624,54.4288,-11.6071,4.6806,18.4622,20.4736,9.36377,NA,NA,2018-06-10 23:00:00
"4011",2018-06-11 00:00:00,"A000671","5b1a96b0f2a0ff00019bedd6",42.1207,-71.8069,0.149181,0.0468938,0.142731,0.0320574,0.166354,0.0501419,0.138464,0.0987557,0.106989,0.0345552,0.191164,0.116224,0.0326869,0.0131129,335.53,-408.424,NA,985.76667786,1015.94785919,5.5213,-2.86902,66.28431678,4.10631,-2.9894,4.15526,17.0643,18.1266,10.7013,NA,NA,2018-06-11 00:00:00
