"","time","device","location","lat","long","B1dw","B1uw","B2dw","B2uw","B3dw","B3uw","B4dw","B4uw","B5dw","B5uw","B6dw","B6uw","B7dw","B7uw","LWdw","LWuw","LfW","P","SLP","PARdw","PARuw","RH","SWdw","SWuw","Tabove","Tair","Tbelow","Tdew","prate","precip","datetime"
"4067",2018-06-09 02:00:00,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,0.053407,0.0564963,0.0403926,0.0361293,0.0591844,0.0567665,0.0740266,0.103019,0.040717,0.0387235,0.114216,0.107511,0.0124313,0.0118056,346.047,-414.329,NA,990.29998779,1019.52950657,1.7057,-2.73703,67.64897704,1.26856,-2.85187,6.28959,19.2929,19.1744,13.1364,NA,NA,2018-06-09 02:00:00
"4066",2018-06-09 03:00:00,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,0.0527981,0.0549509,0.039434,0.0379829,0.0569653,0.0561356,0.0763393,0.107775,0.0442716,0.0390995,0.113814,0.107142,0.0126191,0.0121942,347.794,-412.811,NA,990.17501831,1019.41765123,1.74569,-2.87452,64.44855928,1.29831,-2.99513,6.64489,19.1256,18.9067,12.2468,NA,NA,2018-06-09 03:00:00
"4065",2018-06-09 04:00:00,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,0.049819,0.0536274,0.037555,0.0384257,0.0531202,0.0556641,0.0770827,0.105141,0.0415445,0.0399937,0.113023,0.101913,0.0117751,0.0117213,336.73,-406.48,NA,990.05836487,1019.4080304,1.72968,-2.70962,74.51385856,1.2864,-2.82331,4.40195,18.0418,17.7789,13.3992,NA,NA,2018-06-09 04:00:00
"4064",2018-06-09 05:00:00,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,0.0470055,0.0531295,0.036178,0.0366467,0.0510247,0.0526625,0.0736118,0.10195,0.0434416,0.037308,0.101126,0.10378,0.0120159,0.0112497,332.461,-400.97,NA,990.05836487,1019.53147201,1.68966,-2.5995,82.86293149,1.25664,-2.70856,3.519,16.839,16.7893,13.8838,NA,NA,2018-06-09 05:00:00
"4063",2018-06-09 06:00:00,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,0.0499839,0.0534602,0.0384319,0.036536,0.0518963,0.0569278,0.0671676,0.0955538,0.0401231,0.0357443,0.107074,0.0985556,0.012619,0.0111406,332.394,-401.418,NA,990.18333435,1019.64830513,1.75371,-2.64352,75.29458404,1.30428,-2.75443,3.50519,16.9541,16.8703,12.5408,NA,NA,2018-06-09 06:00:00
"4062",2018-06-09 07:00:00,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,0.0466749,0.0549501,0.0383071,0.0359821,0.0517238,0.0529811,0.0748492,0.10283,0.0421365,0.0382042,0.10628,0.097059,0.0117348,0.01183,329.525,-399.314,NA,990.28335571,1019.79499272,1.68164,-2.51155,67.68297553,1.25067,-2.61693,2.90583,16.5306,16.4894,10.5196,NA,NA,2018-06-09 07:00:00
"4061",2018-06-09 08:00:00,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,0.0486604,0.0509774,0.0373044,0.0384242,0.0548682,0.0548784,0.0708855,0.0964249,0.0404754,0.0344037,0.103111,0.101541,0.0111719,0.011975,325.481,-395.99,NA,990.5166626,1020.10525138,1.67364,-2.57206,65.98203182,1.24473,-2.67997,2.055,15.8556,15.8846,9.50047,NA,NA,2018-06-09 08:00:00
"4060",2018-06-09 09:00:00,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,0.48114,0.063133,0.588487,0.0500422,0.617462,0.0643288,0.543273,0.120054,0.45342,0.0652327,0.573172,0.131423,0.102346,0.019356,324.291,-393.344,NA,990.86669922,1020.54004653,25.8009,-3.81967,60.94187498,19.1887,-3.97992,1.803,15.1419,15.4005,7.6336,NA,NA,2018-06-09 09:00:00
"4059",2018-06-09 10:00:00,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,2.50834,0.158892,3.1647,0.229213,3.20236,0.238406,2.89083,0.465853,2.14469,0.266746,2.63652,0.438267,0.421291,0.075264,332.834,-400.115,NA,991.08329773,1020.69505582,117.346,-12.6734,52.79150009,87.2729,-13.2052,3.59193,15.7958,16.6334,6.17397,NA,NA,2018-06-09 10:00:00
"4058",2018-06-09 11:00:00,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,5.62593,0.351229,8.71222,0.544931,9.05962,0.578233,9.33528,1.2046,6.39346,0.664426,7.42082,1.03257,1.30506,0.200431,343.56,-412.501,NA,991.60003662,1021.15492092,344.881,-30.4913,50.36833286,256.495,-31.7706,5.79091,16.4927,18.8431,6.13659,NA,NA,2018-06-09 11:00:00
"4057",2018-06-09 12:00:00,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,11.4164,0.613122,19.2624,1.07652,19.4664,1.13362,22.1629,2.52965,14.3855,1.46774,15.352,2.13085,2.75557,0.423951,346.462,-434.209,NA,991.16668701,1020.56247568,703.727,-58.0597,46.01144195,523.377,-60.4957,6.3855,17.9122,22.615,6.1252,NA,NA,2018-06-09 12:00:00
"4056",2018-06-09 13:00:00,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,15.9887,0.80252,27.4778,1.4022,27.1359,1.44906,32.6532,3.39384,20.7478,2.01798,21.1384,2.79481,3.92503,0.572953,342.031,-451.412,NA,990.75836182,1019.98298199,954.756,-74.5675,40.8752501,710.074,-77.696,5.48772,19.4734,25.5053,5.83168,NA,NA,2018-06-09 13:00:00
"4055",2018-06-09 14:00:00,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,20.3605,0.981795,35.3685,1.72981,34.2694,1.76393,42.848,4.25115,26.8913,2.56508,26.6468,3.43022,5.02718,0.715679,335.048,-464.419,NA,990.26664734,1019.3778575,1156.88,-88.9368,38.69696558,860.396,-92.6682,4.05264,20.4555,27.633,5.91099,NA,NA,2018-06-09 14:00:00
"4054",2018-06-09 15:00:00,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,22.2829,1.05757,38.9919,1.89882,37.0067,1.91505,47.6533,4.71907,30.4796,2.96119,29.8883,3.90967,5.54589,0.796836,332.326,-473.2,NA,990.13336182,1019.13630599,1253.22,-97.1507,36.7598176,932.048,-101.227,3.48097,21.4981,29.046,6.08219,NA,NA,2018-06-09 15:00:00
"4053",2018-06-09 16:00:00,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,22.902,1.11317,40.3775,2.00829,37.6668,2.00131,49.5889,5.02334,32.1105,3.23113,31.3286,4.21413,5.5821,0.822038,329.449,-483.626,NA,989.85832214,1018.70234689,1277.62,-102.055,35.68821549,950.195,-106.337,2.87492,23.0215,30.6962,6.97709,NA,NA,2018-06-09 16:00:00
"4052",2018-06-09 17:00:00,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,15.1944,0.802872,25.9911,1.39911,24.851,1.42296,30.5411,3.359,20.2101,2.20768,20.9587,3.04727,3.6536,0.578465,338.484,-471.281,NA,989.42497253,1018.28599525,859.071,-73.7396,35.31507552,638.911,-76.8334,4.75457,22.7146,28.7409,6.58925,NA,NA,2018-06-09 17:00:00
"4051",2018-06-09 18:00:00,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,17.5459,0.938608,30.59,1.6636,28.9088,1.68285,36.4448,4.0476,23.4035,2.62168,23.7903,3.54881,4.21876,0.687438,328.287,-474.319,NA,988.76663208,1017.59900869,998.983,-87.9538,35.13779938,742.966,-91.6439,2.63742,22.8104,29.2274,6.6014,NA,NA,2018-06-09 18:00:00
"4050",2018-06-09 19:00:00,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,15.0902,0.853039,26.1492,1.51542,24.704,1.5322,30.9672,3.67908,19.9323,2.3918,20.4778,3.23835,3.57386,0.61968,326.483,-474.835,NA,988.28330994,1017.06985939,855.5,-80.3302,34.60044861,636.255,-83.7005,2.26328,23.1314,29.3089,6.66138,NA,NA,2018-06-09 19:00:00
"4049",2018-06-09 20:00:00,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,10.8056,0.642294,18.5145,1.14994,17.8775,1.1739,21.4819,2.74966,13.7722,1.7877,14.6741,2.50496,2.4952,0.463417,341.461,-469.18,NA,987.94616699,1016.64183792,611.175,-61.2264,35.72876155,454.545,-63.7952,5.37127,23.957,28.404,7.84551,NA,NA,2018-06-09 20:00:00
"4048",2018-06-09 21:00:00,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,7.97976,0.517679,13.6016,0.947438,13.3047,0.973265,15.7761,2.28124,9.85464,1.49559,10.5939,2.10163,1.77448,0.379788,344.057,-470.053,NA,987.41668701,1015.98799169,448.378,-51.154,33.89385045,333.469,-53.3002,5.89946,25.0736,28.5454,8.05726,NA,NA,2018-06-09 21:00:00
"4047",2018-06-09 22:00:00,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,3.43279,0.220569,5.40774,0.40989,5.47463,0.431686,5.9131,0.969096,4.06818,0.662155,4.75494,1.01282,0.782823,0.173705,354.195,-452.004,NA,987.32498169,1016.0485155,183.936,-22.5393,37.93663383,136.797,-23.485,7.93069,23.4873,25.6041,8.32172,NA,NA,2018-06-09 22:00:00
"4046",2018-06-09 23:00:00,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,1.40008,0.0972245,2.04736,0.157246,2.09265,0.16849,2.14237,0.369239,1.57115,0.25336,1.89432,0.41413,0.315291,0.0678365,354.486,-438.977,NA,987.59162903,1016.43462247,70.6614,-8.80389,42.94299185,52.5525,-9.17326,7.9926,22.3561,23.4236,9.12969,NA,NA,2018-06-09 23:00:00
"4045",2018-06-10 00:00:00,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,0.152609,0.0601466,0.148377,0.0425021,0.154591,0.0617087,0.154335,0.11523,0.107939,0.0437915,0.183222,0.11922,0.0248895,0.0135494,348.258,-423.767,NA,987.66670227,1016.65623202,5.46157,-3.18835,48.25569987,4.06188,-3.32212,6.74507,20.9044,20.8245,9.54826,NA,NA,2018-06-10 00:00:00
"4044",2018-06-10 01:00:00,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,0.0546207,0.0566103,0.0393911,0.0387978,0.0570838,0.0597162,0.0748515,0.104377,0.0425318,0.0411121,0.110513,0.112492,0.0121904,0.0117819,340.857,-415.974,NA,988.28330994,1017.39270622,1.79774,-2.89116,52.84755826,1.33702,-3.01246,5.24987,19.8915,19.4646,9.98012,NA,NA,2018-06-10 01:00:00
"4043",2018-06-10 02:00:00,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,0.0535164,0.0601451,0.0377218,0.0367961,0.0556847,0.0574009,0.0781558,0.104179,0.0441154,0.0396965,0.115005,0.105024,0.0120028,0.0119758,339.792,-410.842,NA,988.37501526,1017.60825842,1.75371,-2.73693,56.98459148,1.30427,-2.85177,5.0319,18.6944,18.5576,9.98328,NA,NA,2018-06-10 02:00:00
"4042",2018-06-10 03:00:00,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,0.0548412,0.055504,0.0382228,0.038872,0.0545188,0.0563489,0.0751816,0.103603,0.0426133,0.0396189,0.110511,0.104028,0.0123511,0.0117095,338.368,-406.824,NA,988.50830078,1017.83784394,1.7417,-2.66548,61.01070642,1.29534,-2.77731,4.7394,17.7887,17.842,10.1632,NA,NA,2018-06-10 03:00:00
"4041",2018-06-10 04:00:00,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,0.0494333,0.050868,0.034801,0.034796,0.0531213,0.0560332,0.0715465,0.0991452,0.03961,0.0382036,0.108132,0.106519,0.0113329,0.0113224,328.767,-400.817,NA,988.80836487,1018.25739448,1.66163,-2.64344,64.08976912,1.2358,-2.75435,2.74507,16.7113,16.7615,9.87195,NA,NA,2018-06-10 04:00:00
"4040",2018-06-10 05:00:00,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,0.0508675,0.0528551,0.0365534,0.0350187,0.053704,0.0548746,0.0731994,0.100882,0.0389783,0.0378311,0.103901,0.10179,0.0114402,0.0113463,328.211,-399.753,NA,988.81668091,1018.26385819,1.66167,-2.57761,55.78736663,1.23582,-2.68575,2.63044,16.7319,16.569,7.84732,NA,NA,2018-06-10 05:00:00
"4039",2018-06-10 06:00:00,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,0.0478866,0.0500951,0.0360533,0.0348705,0.0491599,0.053505,0.0720428,0.0966249,0.0384246,0.0368649,0.107339,0.10179,0.0115206,0.0109835,324.176,-395.565,NA,988.6416626,1018.16935144,1.64159,-2.62706,56.4864397,1.22089,-2.73728,1.77845,15.9031,15.8067,7.2527,NA,NA,2018-06-10 06:00:00
"4038",2018-06-10 07:00:00,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,0.0475561,0.04855,0.0343832,0.0355376,0.0506746,0.0545588,0.0689025,0.0946819,0.0378724,0.0370849,0.107338,0.0985551,0.0106094,0.0109591,325.454,-393.123,NA,988.65837097,1018.24245443,1.64161,-2.4566,55.92880845,1.2209,-2.55967,2.04881,15.364,15.36,6.61252,NA,NA,2018-06-10 07:00:00
"4037",2018-06-10 08:00:00,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,0.0453501,0.0468943,0.0367202,0.0340558,0.048811,0.0533988,0.07072,0.0935222,0.0388203,0.0355953,0.104431,0.0968109,0.0109043,0.0110317,321.394,-389.588,NA,988.73336792,1018.38365387,1.65362,-2.52809,54.68800664,1.22983,-2.63415,1.18697,14.7509,14.7092,5.71615,NA,NA,2018-06-10 08:00:00
"4036",2018-06-10 09:00:00,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,0.531066,0.0569432,0.785756,0.0721121,0.834138,0.0852488,0.78455,0.180464,0.725953,0.125476,0.997828,0.244629,0.181625,0.0420458,324.813,-390.534,NA,988.76663208,1018.43395498,29.1607,-4.32528,52.56796479,21.6875,-4.50675,1.91119,14.5987,14.8822,4.99754,NA,NA,2018-06-10 09:00:00
"4035",2018-06-10 10:00:00,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,2.40786,0.139684,3.69056,0.256454,3.86481,0.276977,3.77006,0.580664,2.86943,0.391488,3.64062,0.671468,0.686861,0.133381,333.751,-400.634,NA,988.89167786,1018.48544352,134.407,-14.0801,50.28061867,99.962,-14.6708,3.78632,15.3384,16.7281,5.05247,NA,NA,2018-06-10 10:00:00
"4034",2018-06-10 11:00:00,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,5.31127,0.308183,8.37837,0.499606,8.63941,0.532643,8.88093,1.1012,6.08181,0.68981,7.16875,1.09776,1.41412,0.232647,338.921,-409.572,NA,988.94996643,1018.4943072,299.303,-27.1052,49.19145107,222.598,-28.2424,4.84875,15.832,18.3269,5.19047,NA,NA,2018-06-10 11:00:00
"4033",2018-06-10 12:00:00,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,9.04964,0.492997,15.0863,0.852187,15.1916,0.895576,16.8071,1.95485,11.2461,1.21799,12.4766,1.82567,2.46207,0.393838,347.672,-428.645,NA,989.10835266,1018.4797571,525.13,-45.4188,45.98799944,390.551,-47.3244,6.62903,17.5538,21.6641,5.78066,NA,NA,2018-06-10 12:00:00
"4032",2018-06-10 13:00:00,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,13.0511,0.682734,22.4938,1.20663,22.2076,1.25131,25.9501,2.84678,17.168,1.79271,18.2657,2.57951,3.5612,0.551462,343.317,-441.741,NA,988.95385742,1018.281975,763.418,-63.7592,37.14952171,567.771,-66.4342,5.74957,17.932,23.8948,3.09263,NA,NA,2018-06-10 13:00:00
"4031",2018-06-10 14:00:00,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,11.4641,0.614708,19.4109,1.08548,19.1303,1.12314,22.1027,2.53538,15.0926,1.68633,16.5039,2.46294,3.08283,0.505184,347.119,-446.119,NA,988.8999939,1018.0897758,653.542,-57.3994,35.07295847,486.054,-59.8077,6.51524,19.2782,24.6274,3.46358,NA,NA,2018-06-10 14:00:00
"4030",2018-06-10 15:00:00,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,9.90332,0.543776,16.5873,0.960344,16.367,0.994411,18.7127,2.23498,13.2376,1.54097,14.7881,2.28659,2.67728,0.455143,350.012,-449.711,NA,988.88336182,1017.95273875,557.985,-50.9614,32.60532618,414.986,-53.0995,7.0996,20.4666,25.2262,3.44932,NA,NA,2018-06-10 15:00:00
"4029",2018-06-10 16:00:00,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,11.342,0.62096,19.1537,1.1056,18.7247,1.13434,21.7876,2.57574,15.2129,1.77112,16.7237,2.58221,3.02906,0.513927,348.018,-458.908,NA,988.75831604,1017.69611071,639.092,-58.1648,29.38257456,475.307,-60.6051,6.69824,21.7469,26.7405,3.09675,NA,NA,2018-06-10 16:00:00
"4028",2018-06-10 17:00:00,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,14.5102,0.778416,25.0245,1.37552,24.0275,1.40261,29.1098,3.28113,19.5951,2.20123,20.6306,3.08465,3.78554,0.620495,342.387,-468.177,NA,988.28330994,1017.22207421,823.483,-72.4315,30.81490695,612.443,-75.4704,5.55618,21.5974,28.2425,3.65117,NA,NA,2018-06-10 17:00:00
"4027",2018-06-10 18:00:00,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,14.6594,0.796344,25.4826,1.41649,24.396,1.44375,29.7219,3.38009,19.6429,2.24478,20.5885,3.13121,3.77493,0.628565,332.632,-467.33,NA,987.50831604,1016.55668833,836.475,-74.7826,34.02870893,622.106,-77.9201,3.55179,20.2734,28.1069,3.90723,NA,NA,2018-06-10 18:00:00
"4026",2018-06-10 19:00:00,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,10.1619,0.576734,17.1874,1.0119,16.8378,1.0432,19.4677,2.36055,13.2315,1.58622,14.5492,2.30584,2.61315,0.45271,339.153,-456.508,NA,987.05001831,1016.1110911,574.275,-53.7527,34.45935845,427.101,-56.008,4.89956,20.0129,26.344,3.83339,NA,NA,2018-06-10 19:00:00
"4025",2018-06-10 20:00:00,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,7.36987,0.433088,12.0956,0.742546,12.0731,0.773254,13.3465,1.6978,9.05461,1.12141,10.3111,1.68776,1.86192,0.330638,343.916,-445.404,NA,986.64169312,1015.72383393,409.455,-39.7111,37.53100038,304.521,-41.3773,5.87195,19.6813,24.5089,4.78972,NA,NA,2018-06-10 20:00:00
"4024",2018-06-10 21:00:00,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,5.94902,0.364125,9.70279,0.628459,9.78914,0.661438,10.6261,1.43935,7.06279,0.938194,8.14529,1.4256,1.48693,0.281224,342.951,-439.55,NA,986.38336182,1015.47874938,329.896,-33.9972,41.33733213,245.351,-35.4236,5.67625,19.4743,23.5257,5.98783,NA,NA,2018-06-10 21:00:00
"4023",2018-06-10 22:00:00,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,3.93692,0.254643,6.30209,0.465346,6.43692,0.492413,6.78526,1.06716,4.51585,0.711234,5.34757,1.10941,0.959014,0.209135,342.326,-432.533,NA,986.07688904,1015.19508618,214.915,-25.4861,47.3487854,159.837,-26.5554,5.54913,19.1594,22.3343,7.67213,NA,NA,2018-06-10 22:00:00
"4022",2018-06-10 23:00:00,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,1.43858,0.100309,2.10175,0.167536,2.17168,0.178689,2.15052,0.389383,1.52297,0.26613,1.87573,0.440022,0.3369,0.0780167,339.612,-420.074,NA,986.47499084,1015.67145011,72.2524,-9.3814,55.66647649,53.7358,-9.77501,4.9954,18.5032,20.18,9.45464,NA,NA,2018-06-10 23:00:00
"4021",2018-06-11 00:00:00,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,0.142119,0.0588188,0.136046,0.038724,0.147138,0.0589805,0.14326,0.106121,0.104151,0.0414059,0.178989,0.111246,0.0272507,0.013089,337.647,-407.019,NA,986.49169922,1015.82395745,5.10892,-2.95709,66.25801921,3.79962,-3.08116,4.59135,17.1776,17.8755,10.801,NA,NA,2018-06-11 00:00:00
"4020",2018-06-11 01:00:00,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,0.0470053,0.0550621,0.0349681,0.0370188,0.0521893,0.054876,0.0751801,0.0987566,0.037951,0.0367134,0.107605,0.10154,0.0115205,0.011395,333.632,-399.25,NA,986.875,1016.34671577,1.65362,-2.60502,68.56700778,1.22983,-2.71432,3.76243,15.9337,16.4778,10.1419,NA,NA,2018-06-11 01:00:00
"4019",2018-06-11 02:00:00,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,0.0497637,0.0498737,0.0343836,0.0356849,0.0511411,0.0545574,0.0712148,0.0970091,0.0394516,0.0366385,0.105489,0.0993015,0.0109581,0.0114188,330.91,-395.515,NA,986.75834656,1016.29091926,1.64562,-2.62148,61.18645072,1.22388,-2.73147,3.19566,15.3129,15.7979,7.87217,NA,NA,2018-06-11 02:00:00
"4018",2018-06-11 03:00:00,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,0.0475567,0.0464534,0.0327986,0.0342043,0.0539383,0.0531902,0.07072,0.0979811,0.0387421,0.0355953,0.108927,0.100297,0.0110381,0.0115641,330.047,-391.82,NA,986.69998169,1016.31113201,1.56957,-2.59402,59.1249764,1.16733,-2.70285,3.01541,14.5422,15.1205,6.64996,NA,NA,2018-06-11 03:00:00
"4017",2018-06-11 04:00:00,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,0.0466738,0.0506475,0.0350513,0.0350194,0.049276,0.0531897,0.0689024,0.092359,0.0377945,0.0365646,0.104698,0.0943213,0.0108776,0.0107415,330.782,-389.162,NA,986.80831909,1016.48446852,1.60158,-2.37967,58.42436552,1.19113,-2.47951,3.1692,13.9522,14.6305,5.92418,NA,NA,2018-06-11 04:00:00
"4016",2018-06-11 05:00:00,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,0.0475566,0.0452396,0.0349677,0.0334638,0.0489271,0.0511915,0.0693995,0.0937144,0.0377144,0.0341807,0.106282,0.0933269,0.0109847,0.0108383,328.199,-385.958,NA,987.1333313,1016.89552519,1.66165,-2.48409,62.79676557,1.23581,-2.58831,2.6281,13.2273,14.0361,6.27916,NA,NA,2018-06-11 05:00:00
"4015",2018-06-11 06:00:00,"A000667","5b1aae2ef2a0ff00019bedf1",42.123,-71.8054,0.0465836,0.0497128,0.0327759,0.0311747,0.0480384,0.0506861,0.0657937,0.0885035,0.0385615,0.033795,0.105562,0.100183,0.0108726,0.0105306,327.829,-383.647,NA,987.19169617,1017.0079652,1.65763,-2.45663,63.55555654,1.23281,-2.5597,2.55019,12.7317,13.6053,5.9882,NA,NA,2018-06-11 06:00:00
