"","time","NDVI","SWdw","PAR"
"51",2018-07-29,0.830382,21.7914,10.8957
"52",2018-07-30,0.83228,18.2513,9.12565
"53",2018-07-31,0.839286,23.6156,11.8078
"54",2018-08-01,0.81783,10.3725,5.18625
"55",2018-08-02,0.854244,22.5518,11.2759
"56",2018-08-03,0.842688,16.8932,8.4466
"57",2018-08-04,0.824137,8.63034,4.31517
"58",2018-08-05,0.846004,26.9803,13.49015
"59",2018-08-06,0.84291,25.3386,12.6693
"60",2018-08-07,0.835462,25.2944,12.6472
"61",2018-08-08,0.817864,20.6091,10.30455
"62",2018-08-09,0.829885,20.2002,10.1001
"63",2018-08-10,0.834134,22.8406,11.4203
"64",2018-08-11,0.807478,2.92571,1.462855
"65",2018-08-12,0.809677,7.63459,3.817295
"66",2018-08-13,0.806829,3.3469,1.67345
"67",2018-08-14,0.801847,11.5917,5.79585
"68",2018-08-15,0.829616,21.8263,10.91315
"69",2018-08-16,0.819967,22.442,11.221
"70",2018-08-17,0.82134,21.4087,10.70435
"71",2018-08-18,0.816998,12.3554,6.1777
"72",2018-08-19,0.822021,22.3301,11.16505
"73",2018-08-20,0.807679,15.7538,7.8769
"74",2018-08-21,0.807326,15.1728,7.5864
"75",2018-08-22,0.810948,12.3818,6.1909
"76",2018-08-23,0.814891,17.309,8.6545
"77",2018-08-24,0.817384,21.8067,10.90335
"78",2018-08-25,0.809696,21.2731,10.63655
"79",2018-08-26,0.807144,22.6205,11.31025
"80",2018-08-27,0.802427,21.8994,10.9497
"81",2018-08-28,0.801628,21.9131,10.95655
"82",2018-08-29,0.798331,22.4899,11.24495
"83",2018-08-30,0.791823,23.3385,11.66925
"84",2018-08-31,0.768147,16.6725,8.33625
"85",2018-09-01,0.784347,18.1184,9.0592
"86",2018-09-02,0.785007,19.7706,9.8853
"87",2018-09-03,0.781359,21.6992,10.8496
"88",2018-09-04,0.775398,21.5535,10.77675
"89",2018-09-05,0.775098,20.5927,10.29635
"90",2019-06-18,0.215724,2.27238,1.13619
"91",2019-06-18,0.219065,2.15538,1.07769
"92",2019-06-19,0.209512,14.1712,7.0856
"93",2019-06-20,0.132641,5.58452,2.79226
"94",2019-06-21,0.209974,9.53465,4.767325
"95",2019-06-22,0.18525,24.7276,12.3638
"96",2019-06-23,0.174164,29.3472,14.6736
"97",2019-06-24,0.176696,26.3783,13.18915
"98",2019-06-25,0.213361,5.77897,2.889485
"99",2019-06-26,0.225953,24.1085,12.05425
"100",2019-06-27,0.208691,28.5832,14.2916
"101",2019-06-28,0.202131,28.1891,14.09455
"102",2019-06-29,0.206597,15.727,7.8635
"103",2019-06-30,0.246799,14.5471,7.27355
"104",2019-07-01,0.248209,23.8256,11.9128
"105",2019-07-02,0.235302,20.8652,10.4326
"106",2019-07-03,0.239089,25.9905,12.99525
"107",2019-07-04,0.245268,26.4825,13.24125
"108",2019-07-05,0.261032,28.4673,14.23365
"109",2019-07-06,0.279338,22.438,11.219
"110",2019-07-07,0.345177,26.8314,13.4157
"111",2019-07-08,0.342116,25.3203,12.66015
"112",2019-07-09,0.338842,29.0438,14.5219
"113",2019-07-10,0.362281,27.6293,13.81465
"114",2019-07-11,0.420444,17.2952,8.6476
"115",2019-07-12,0.507755,21.0845,10.54225
"116",2019-07-13,0.501747,27.3455,13.67275
"117",2019-07-14,0.503481,24.7966,12.3983
"118",2019-07-15,0.512345,28.5328,14.2664
"119",2019-07-16,0.54148,23.8209,11.91045
"120",2019-07-17,0.585503,19.403,9.7015
"121",2019-07-18,0.652567,9.88841,4.944205
"122",2019-07-19,0.642509,25.7094,12.8547
"123",2019-07-20,0.663417,22.6067,11.30335
"124",2019-07-21,0.708517,22.9494,11.4747
"125",2019-07-22,0.71508,10.8355,5.41775
"126",2019-07-23,0.724463,9.63673,4.818365
"127",2019-07-24,0.734522,24.0398,12.0199
"128",2019-07-25,0.744892,26.0883,13.04415
"129",2019-07-26,0.755163,27.1137,13.55685
"130",2019-07-27,0.761524,19.5972,9.7986
"131",2019-07-28,0.772883,26.2305,13.11525
"132",2019-07-29,0.777812,22.1923,11.09615
"133",2019-07-30,0.794423,24.2035,12.10175
"134",2019-07-31,0.795776,19.547,9.7735
"135",2019-08-01,0.797909,24.7185,12.35925
"136",2019-08-02,0.798757,26.3779,13.18895
"137",2019-08-03,0.801644,18.5949,9.29745
"138",2019-08-04,0.805022,22.4726,11.2363
"139",2019-08-05,0.806904,26.1742,13.0871
"140",2019-08-06,0.802494,17.4583,8.72915
"141",2019-08-07,0.796981,13.4556,6.7278
"142",2019-08-08,0.804526,21.7371,10.86855
"143",2019-08-09,0.802602,25.4775,12.73875
"144",2019-08-10,0.793904,21.9957,10.99785
"145",2019-08-11,0.790345,23.2625,11.63125
"146",2019-08-12,0.791702,24.3807,12.19035
"147",2019-08-13,0.771242,8.13791,4.068955
"148",2019-08-14,0.779381,16.7195,8.35975
"149",2019-08-15,0.789458,25.5312,12.7656
"150",2019-08-16,0.784113,24.5533,12.27665
"151",2019-08-17,0.765508,12.6207,6.31035
"152",2019-08-18,0.776375,21.7352,10.8676
"153",2019-08-19,0.778827,18.8792,9.4396
"154",2019-08-20,0.785255,25.2129,12.60645
"155",2019-08-21,0.76478,9.93793,4.968965
"156",2019-08-22,0.779144,20.087,10.0435
"157",2019-08-23,0.765243,12.8719,6.43595
"158",2019-08-24,0.779698,21.874,10.937
"159",2019-08-25,0.754386,15.3792,7.6896
"160",2019-08-26,0.770535,22.4024,11.2012
"161",2019-08-27,0.766043,17.9972,8.9986
"162",2019-08-28,0.758539,10.3227,5.16135
"163",2019-08-29,0.77717,23.3569,11.67845
"164",2019-08-30,0.770371,21.3454,10.6727
"165",2019-08-31,0.769308,22.1619,11.08095
"166",2019-09-01,0.7469,17.7593,8.87965
"167",2019-09-02,0.739541,10.1256,5.0628
"168",2019-09-03,0.762341,19.6905,9.84525
"169",2019-09-04,0.742997,14.0508,7.0254
"170",2019-09-05,0.751549,19.4473,9.72365
