"","time","device","location","lat","long","CGDD","Cl","ET","GDD","LfAirDelta","NDVI","SWdw","maxT","meanT","minT","prate","precip","SLP","Kc","ETc","mean_tbelow","lfw","crop_water_demand","sunshine_duration","datetime"
"171",2018-06-09,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,9.17432,-0.0368912,5.21386,9.17432,8.5351,0.158659,25.897,23.2905,19.596,15.0581,NA,NA,1018.30364175,0.05866668,0.3058798,NA,NA,NA,NA,2018-06-09
"170",2018-06-10,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,17.5944,-0.035875,3.7851,8.42012,6.04675,0.160513,18.2063,22.3846,17.7909,14.4556,NA,NA,1017.04631932,0.06136716,0.23228092,NA,NA,NA,NA,2018-06-10
"169",2018-06-11,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,24.4673,-0.0286473,4.33215,6.87284,11.0238,0.163853,23.5612,22.2062,15.2275,11.5395,NA,NA,1017.20937751,0.06623332,0.28693291,NA,NA,NA,NA,2018-06-11
"168",2018-06-12,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,29.5221,-0.0273058,5.21141,5.05482,10.0069,0.1623,29.6353,20.1499,15.162,9.95974,0.0263788,0.0263788,1020.65820625,0.06397046,0.33337614,NA,NA,NA,NA,2018-06-12
"167",2018-06-13,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,35.5864,-0.0136647,1.05713,6.06427,4.48195,0.182344,9.70175,19.4672,16.5118,12.6613,0.230994,0.230994,1013.72464874,0.0931747,0.09849757,NA,NA,NA,NA,2018-06-13
"166",2018-06-14,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,43.8861,-0.0302559,4.32524,8.29972,8.2597,0.180022,24.0473,20.442,18.7245,16.1574,2.34183,2.34183,1005.04311626,0.08979184,0.38837118,NA,NA,NA,NA,2018-06-14
"165",2018-06-15,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,49.8637,0.0248813,1.06197,5.97761,3.77765,0.260799,8.24644,18.8516,15.2322,13.1036,0.281017,0.281017,1011.67014254,0.20748374,0.22034064,NA,NA,NA,NA,2018-06-15
"164",2018-06-16,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,59.2875,-0.0487243,5.32072,9.4238,9.0613,0.176635,28.3717,26.5954,19.5017,12.2521,NA,NA,1014.55662392,0.0848566,0.45149855,NA,NA,NA,NA,2018-06-16
"163",2018-06-17,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,73.5895,-0.0662831,6.19171,14.302,8.71965,0.167575,30.0377,31.0028,23.8295,17.6011,NA,NA,1016.81371411,0.0716572,0.44368051,NA,NA,NA,NA,2018-06-17
"162",2018-06-18,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,86.0965,-0.0444516,3.95343,12.507,7.3585,0.199715,22.7444,27.0491,22.0595,17.9649,6.52864,6.52864,1013.85006944,0.11848436,0.46842013,NA,NA,NA,NA,2018-06-18
"161",2018-06-19,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,97.7173,-0.0172771,5.48952,11.6208,7.2624,0.273457,29.5409,24.9505,21.2704,18.2911,1.73137,1.73137,1007.15910684,0.22592615,1.24022723,NA,NA,NA,NA,2018-06-19
"160",2018-06-20,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,107.021,-0.0170558,4.51716,9.30418,7.2439,0.269059,23.2276,23.7066,19.6149,14.9017,0.00108521,0.00108521,1011.13340236,0.21951955,0.99160597,NA,NA,NA,NA,2018-06-20
"159",2018-06-21,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,119.143,-0.0318733,5.44139,12.1211,8.42065,0.247468,28.2084,27.6936,20.6513,16.5486,NA,NA,1008.06885458,0.18806047,1.02330944,NA,NA,NA,NA,2018-06-21
"158",2018-06-22,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,127.709,-0.0180549,4.90322,8.56606,9.1512,0.27597,26.826,23.5337,17.6814,13.5984,NA,NA,1015.27835451,0.22958762,1.12571858,NA,NA,NA,NA,2018-06-22
"157",2018-06-23,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,132.655,0.0185965,0.818867,4.94669,4.3187,0.33133,6.81283,16.5186,14.2164,13.3748,0.0366989,0.0366988,1014.79358538,0.31024774,0.25405176,NA,NA,NA,NA,2018-06-23
"156",2018-06-24,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,140.265,-0.00504747,2.43195,7.61007,8.36435,0.328696,17.0616,21.9823,17.5656,13.2378,6.49024,6.49023,1009.959233,0.3064099,0.74517335,NA,NA,NA,NA,2018-06-24
"155",2018-06-25,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,147.968,0.00512882,4.39259,7.70307,8.2676,0.378707,24.9833,21.0565,18.0143,14.3497,0.338223,0.338223,1012.12284342,0.37927626,1.66600331,NA,NA,NA,NA,2018-06-25
"154",2018-06-26,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,155.199,-0.0264231,5.77055,7.23073,10.6794,0.339022,30.6258,23.1196,17.7188,11.3419,NA,NA,1022.65155744,0.32145457,1.85497092,NA,NA,NA,NA,2018-06-26
"153",2018-06-27,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,162.885,-0.00208875,2.85137,7.68579,8.20005,0.405838,17.5399,20.6909,17.5292,14.6806,0.0782838,0.0782838,1019.50502609,0.41880665,1.19417095,NA,NA,NA,NA,2018-06-27
"152",2018-06-28,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,172.561,0.0510055,0.221053,9.67585,2.8629,0.514806,6.3986,22.1142,20.1163,17.2375,43.3431,43.3431,1011.59403986,0.57757259,0.12767442,NA,NA,NA,NA,2018-06-28
"151",2018-06-29,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,186.031,-0.00065935,6.43591,13.4702,6.6416,0.500903,31.3332,27.5716,23.091,19.3687,NA,NA,1011.90758955,0.55731552,3.58683484,NA,NA,NA,NA,2018-06-29
"150",2018-06-30,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,201.597,-0.00462016,5.93394,15.5656,6.7358,0.532038,27.622,29.3141,25.2805,21.8172,NA,NA,1015.95598701,0.6026798,3.5762656,NA,NA,NA,NA,2018-06-30
"149",2018-07-01,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,220.109,-0.0110253,5.9954,18.5122,4.2008,0.568668,27.8381,35.7067,26.956,21.3176,NA,NA,1015.66815892,0.65604958,3.93327977,NA,NA,NA,NA,2018-07-01
"148",2018-07-02,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,234.728,0.0150997,5.52397,14.6189,6.72325,0.597457,28.8558,28.6577,24.8045,20.5801,NA,NA,1018.38731562,0.69799468,3.85570491,NA,NA,NA,NA,2018-07-02
"147",2018-07-03,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,250.172,0.010917,5.03663,15.4447,6.22465,0.620403,26.4856,30.3259,25.2917,20.5635,0.00148735,0.00148735,1020.75419366,0.73142757,3.68392937,NA,NA,NA,NA,2018-07-03
"146",2018-07-04,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,267.934,0.0167867,6.32227,17.7612,5.42605,0.646878,29.9472,32.7428,27.074,22.7797,NA,NA,1024.77269916,0.77000084,4.86815612,NA,NA,NA,NA,2018-07-04
"145",2018-07-05,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,282.842,0.0346701,5.20381,14.9089,7.0605,0.683692,28.2475,27.9006,24.7113,21.9171,NA,NA,1024.49741212,0.82363941,4.2860601,NA,NA,NA,NA,2018-07-05
"144",2018-07-06,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,293.411,0.0980529,1.63948,10.5681,2.25135,0.698311,11.1463,24.5307,22.899,16.6054,14.7102,14.7102,1016.22755456,0.84493955,1.38526443,NA,NA,NA,NA,2018-07-06
"143",2018-07-07,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,301.511,0.0480174,6.2098,8.10022,8.29235,0.730306,30.6513,24.0839,17.9401,12.1165,NA,NA,1024.17305671,0.89155579,5.53638274,NA,NA,NA,NA,2018-07-07
"142",2018-07-08,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,312.562,0.028654,6.63628,11.0517,6.8914,0.731169,30.5955,29.3201,20.7389,12.7834,NA,NA,1026.39834127,0.89281371,5.92496299,NA,NA,NA,NA,2018-07-08
"141",2018-07-09,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,324.076,0.0357888,6.16652,11.5138,7.0899,0.740251,30.2413,27.8159,21.2071,15.2117,NA,NA,1021.71092428,0.90604542,5.5871509,NA,NA,NA,NA,2018-07-09
"140",2018-07-10,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,336.821,0.0345046,6.15263,12.7449,6.3443,0.749373,29.1512,28.8773,23.0671,16.6125,NA,NA,1013.28341508,0.91933621,5.65633194,NA,NA,NA,NA,2018-07-10
"139",2018-07-11,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,348.899,0.0735193,NA,12.0775,4.903,0.73922,22.936,25.0136,21.3738,19.1415,NA,NA,1013.2616451,0.90454297,NA,NA,NA,NA,NA,2018-07-11
"138",2018-07-12,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,360.186,0.0500983,6.35599,11.2875,7.00505,0.762047,30.5795,27.8339,20.6498,14.7411,NA,NA,1021.64320612,0.93780272,5.96066933,NA,NA,NA,NA,2018-07-12
"137",2018-07-13,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,373.224,0.0486258,4.69706,13.0377,8.2144,0.768088,23.5881,29.3696,20.4604,16.7058,0.00100971,0.0010097,1022.96379668,0.94660413,4.44625745,NA,NA,NA,NA,2018-07-13
"136",2018-07-14,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,383.307,0.0797538,2.9842,10.0835,5.46485,0.754344,17.3436,25.2011,19.6636,14.9659,NA,NA,1019.78762121,0.92657895,2.76509986,NA,NA,NA,NA,2018-07-14
"135",2018-07-15,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,400.169,0.0470222,4.95455,16.8618,4.9197,0.778365,24.2021,35.1981,24.4036,18.5255,0.00024775,0.00024775,1014.43065139,0.96157806,4.76418672,NA,NA,NA,NA,2018-07-15
"134",2018-07-16,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,417.018,0.0567386,4.24893,16.8489,5.1257,0.778522,22.12,33.8417,24.9262,19.8562,0.0148911,0.0148911,1014.29926786,0.96180621,4.08664655,NA,NA,NA,NA,2018-07-16
"133",2018-07-17,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,430.388,0.0803344,2.32846,13.3701,5.23705,0.783034,15.6686,26.957,22.0076,19.7832,37.2057,37.2057,1010.57538,0.96838058,2.25483999,NA,NA,NA,NA,2018-07-17
"132",2018-07-18,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,441.411,0.0770682,5.59303,11.0231,7.4708,0.799892,28.536,24.9438,20.5228,17.1023,NA,NA,1011.37423224,0.99294247,5.55355829,NA,NA,NA,NA,2018-07-18
"131",2018-07-19,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,452.699,0.0578549,6.70318,11.2873,6.6663,0.803429,29.8943,29.1537,20.6816,13.4209,0.0228972,0.0228972,1017.92132308,0.99809671,6.69042289,NA,NA,NA,NA,2018-07-19
"130",2018-07-20,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,465.858,0.0580167,6.28047,13.1588,6.11675,0.808028,29.9083,31.0507,21.0722,15.267,NA,NA,1020.77060128,1.0047965,6.31059347,NA,NA,NA,NA,2018-07-20
"129",2018-07-21,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,474.399,0.091672,5.35414,8.54175,7.82465,0.809976,28.3892,23.3728,18.4884,13.7107,NA,NA,1020.2271991,1.00763457,5.39501205,NA,NA,NA,NA,2018-07-21
"128",2018-07-22,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,484.091,0.111123,1.2261,9.69165,4.3606,0.789591,10.3899,23.3935,19.8244,15.9898,8.70809,8.70809,1018.42628487,0.97793409,1.19904493,NA,NA,NA,NA,2018-07-22
"127",2018-07-23,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,497.661,0.0981497,2.75535,13.5697,4.39005,0.80635,18.2808,25.2189,23.0101,21.9206,1.23687,1.23687,1022.72716446,1.00235234,2.76183427,NA,NA,NA,NA,2018-07-23
"126",2018-07-24,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,511.578,0.100641,3.60083,13.9173,5.482,0.815307,21.1765,25.7123,23.3278,22.1223,0.311969,0.311969,1024.11861966,1.01540244,3.65629554,NA,NA,NA,NA,2018-07-24
"125",2018-07-25,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,524.483,0.149774,1.5676,12.9049,3.09745,0.801291,12.6693,24.278,22.6698,21.5317,1.4575,1.4575,1017.78127684,0.99498082,1.55972717,NA,NA,NA,NA,2018-07-25
"124",2018-07-26,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,537.441,0.135016,1.48291,12.9586,4.39685,0.807311,12.3607,25.1907,21.9084,20.7264,43.2329,43.2329,1011.52306049,1.00375175,1.48847202,NA,NA,NA,NA,2018-07-26
"123",2018-07-27,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,551.219,0.105826,4.34565,13.7774,6.1381,0.820431,23.8103,27.2715,23.2681,20.2834,NA,NA,1015.13618959,1.0228674,4.44502776,NA,NA,NA,NA,2018-07-27
"122",2018-07-28,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,565.605,0.109202,4.42284,14.3862,5.9376,0.821386,23.952,28.1658,23.415,20.6066,0.00568225,0.00568225,1015.25867866,1.0242601,4.53014003,NA,NA,NA,NA,2018-07-28
"121",2018-07-29,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,578.141,0.115184,4.40704,12.5363,5.69555,0.818977,22.6996,26.9521,21.5499,18.1205,NA,NA,1017.19816681,1.02074923,4.49848517,NA,NA,NA,NA,2018-07-29
"120",2018-07-30,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,591.953,0.0925556,4.04884,13.8121,4.9317,0.824239,19.9384,31.1014,21.273,16.5228,NA,NA,1020.35362059,1.02841692,4.16389173,NA,NA,NA,NA,2018-07-30
"119",2018-07-31,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,607.028,0.0915117,5.26999,15.0743,4.79275,0.831895,25.0614,32.4735,23.0866,17.675,NA,NA,1019.61978903,1.03957153,5.47853518,NA,NA,NA,NA,2018-07-31
"118",2018-08-01,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,618.51,0.147357,1.16852,11.4824,2.64685,0.808086,10.2459,25.3474,22.0307,17.6175,0.700676,0.700676,1018.59018446,1.00488102,1.17422039,NA,NA,NA,NA,2018-08-01
"117",2018-08-02,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,634.253,0.103742,4.68123,15.7434,5.4985,0.846656,24.5457,29.286,24.6334,22.2008,1.22966,1.22966,1018.15050389,1.06107763,4.96714743,NA,NA,NA,NA,2018-08-02
"116",2018-08-03,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,649.708,0.116783,2.93861,15.4542,5.55125,0.828504,17.6979,29.4625,24.6009,21.4458,1.49615,1.49615,1020.83817621,1.03463009,3.04037387,NA,NA,NA,NA,2018-08-03
"115",2018-08-04,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,662.756,0.198333,0.777715,13.0482,2.06165,0.780718,9.35566,26.3824,22.5854,19.7139,24.7392,24.7392,1019.4075359,0.96500637,0.75050011,NA,NA,NA,NA,2018-08-04
"114",2018-08-05,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,678.908,0.0797046,5.73811,16.152,4.35745,0.833653,26.9906,33.0293,25.1665,19.2746,NA,NA,1019.71060999,1.04213262,5.97986926,NA,NA,NA,NA,2018-08-05
"113",2018-08-06,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,695.376,0.089035,5.31608,16.4678,4.303,0.827245,25.6802,32.9544,26.0099,19.9812,NA,NA,1017.49218153,1.03279526,5.49042339,NA,NA,NA,NA,2018-08-06
"112",2018-08-07,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,711.555,0.0940235,4.76221,16.1791,5.6821,0.818126,24.8626,30.4923,25.3946,21.866,0.178258,0.178258,1014.18360257,1.01950946,4.85511527,NA,NA,NA,NA,2018-08-07
"111",2018-08-08,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,730.149,0.0984909,3.90789,18.5945,4.34805,0.793359,20.1071,35.7895,25.7536,21.3996,15.452,15.452,1011.62671154,0.98342422,3.84311004,NA,NA,NA,NA,2018-08-08
"110",2018-08-09,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,744.308,0.110732,4.01739,14.159,5.37275,0.811934,21.2015,28.4189,23.8286,19.8992,8.09994,8.09994,1008.13773891,1.01048739,4.05952453,NA,NA,NA,NA,2018-08-09
"109",2018-08-10,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,760.114,0.0853026,4.61089,15.8056,4.8078,0.817559,21.4147,33.2217,23.7588,18.3895,NA,NA,1011.40912736,1.01868374,4.69703639,NA,NA,NA,NA,2018-08-10
"108",2018-08-11,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,770.202,0.187702,-0.299092,10.0884,1.90865,0.779721,2.94626,22.6445,19.7574,17.5323,11.9145,11.9145,1015.82960082,0.96355336,-0.28819074,NA,NA,NA,NA,2018-08-11
"107",2018-08-12,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,781.228,0.143416,0.625101,11.0253,2.6975,0.787172,7.54497,22.8733,20.7399,19.1772,0.280857,0.280857,1018.410863,0.97440922,0.60910429,NA,NA,NA,NA,2018-08-12
"106",2018-08-13,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,790.72,0.170294,-0.320967,9.49261,2.6512,0.784075,3.38119,20.3428,19.4925,18.6425,35.4038,35.4038,1017.42382991,0.96989667,-0.31130446,NA,NA,NA,NA,2018-08-13
"105",2018-08-14,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,804.885,0.125556,1.7712,14.1643,3.30815,0.767807,11.8504,27.9953,22.7389,20.3333,3.40475,3.40475,1011.89973091,0.94619522,1.67590465,NA,NA,NA,NA,2018-08-14
"104",2018-08-15,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,819.303,0.109006,4.43752,14.4188,5.56745,0.814839,22.4471,29.3832,23.3246,19.4544,NA,NA,1011.10693183,1.01472082,4.50284012,NA,NA,NA,NA,2018-08-15
"103",2018-08-16,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,833.87,0.103883,4.29439,14.5667,5.35435,0.804062,21.8597,28.3536,24.2788,20.7799,NA,NA,1015.8790493,0.99901876,4.29017249,NA,NA,NA,NA,2018-08-16
"102",2018-08-17,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,848.135,0.0914996,4.11506,14.2649,5.4669,0.796834,20.852,28.9103,24.174,19.6194,0.0178309,0.0178309,1016.795188,0.98848759,4.067682,NA,NA,NA,NA,2018-08-17
"101",2018-08-18,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,861.494,0.113885,1.95587,13.3586,4.5355,0.798428,12.3591,28.7262,22.4315,17.991,19.1004,19.1004,1010.32776643,0.99080908,1.93789794,NA,NA,NA,NA,2018-08-18
"100",2018-08-19,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,869.89,0.139644,4.07578,8.39619,6.4935,0.806142,22.8634,20.4887,18.0876,16.3037,0.00130019,0.00130019,1016.29235273,1.00204885,4.08412756,NA,NA,NA,NA,2018-08-19
"99",2018-08-20,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,878.276,0.135959,2.78402,8.38585,5.69315,0.784527,16.0736,22.0784,18.178,14.6933,NA,NA,1020.98208907,0.97055577,2.7020479,NA,NA,NA,NA,2018-08-20
"98",2018-08-21,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,887.171,0.118971,2.73526,8.89575,5.6467,0.784502,15.5808,23.521,18.5111,14.2705,NA,NA,1018.85679021,0.97051974,2.65462138,NA,NA,NA,NA,2018-08-21
"97",2018-08-22,"A000680","5b1aaa3af2a0ff00019bedea",42.1218,-71.8065,898.324,0.12582,2.20311,11.1523,5.2193,0.793832,13.7912,24.8579,20.1875,17.4468,10.1853,10.1853,1006.87096498,0.98411316,2.16810994,NA,NA,NA,NA,2018-08-22
