system:index,B1,B10,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,NDVI,QA10,QA20,QA60,date,.geo
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1226.0,10.0,1789.0,1020.0,943.0,841.0,692.0,920.0,1528.0,1896.0,1764.0,2025.0,444.0,0.4364820718765259,0.0,0.0,0.0,2018-06-29T15:36:53,"{""type"":""Point"",""coordinates"":[-71.8065,42.1218]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1222.0,10.0,1784.0,1011.0,937.0,838.0,681.0,903.0,1527.0,1895.0,1789.0,2020.0,443.0,0.4485830068588257,0.0,0.0,0.0,2018-06-29T15:36:53,"{""type"":""Point"",""coordinates"":[-71.8065,42.1218]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1255.0,13.0,2260.0,1364.0,977.0,925.0,724.0,1010.0,2020.0,2480.0,2362.0,2726.0,432.0,0.5307841897010803,0.0,0.0,0.0,2018-07-02T15:45:44,"{""type"":""Point"",""coordinates"":[-71.8065,42.1218]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1249.0,13.0,2262.0,1352.0,975.0,928.0,724.0,994.0,2055.0,2512.0,2384.0,2741.0,434.0,0.5341055393218994,0.0,0.0,0.0,2018-07-02T15:45:44,"{""type"":""Point"",""coordinates"":[-71.8065,42.1218]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1329.0,11.0,2606.0,1529.0,1037.0,1007.0,780.0,1161.0,2522.0,3025.0,2928.0,3294.0,572.0,0.5792880058288574,0.0,0.0,0.0,2018-07-04T15:40:31,"{""type"":""Point"",""coordinates"":[-71.8065,42.1218]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1315.0,13.0,2583.0,1504.0,1030.0,1000.0,769.0,1145.0,2543.0,3057.0,2986.0,3342.0,573.0,0.5904127955436707,0.0,0.0,0.0,2018-07-04T15:40:31,"{""type"":""Point"",""coordinates"":[-71.8065,42.1218]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1085.0,15.0,1712.0,895.0,799.0,754.0,449.0,843.0,2323.0,2834.0,2782.0,2992.0,1215.0,0.7220674753189087,0.0,0.0,0.0,2018-07-07T15:44:24,"{""type"":""Point"",""coordinates"":[-71.8065,42.1218]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1080.0,15.0,1686.0,853.0,805.0,761.0,445.0,806.0,2349.0,2881.0,2841.0,3014.0,1237.0,0.7291539907455444,0.0,0.0,0.0,2018-07-07T15:44:24,"{""type"":""Point"",""coordinates"":[-71.8065,42.1218]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1241.0,10.0,2255.0,1188.0,939.0,960.0,595.0,1060.0,2840.0,3606.0,3567.0,3837.0,982.0,0.7140797972679138,0.0,0.0,0.0,2018-07-09T15:35:55,"{""type"":""Point"",""coordinates"":[-71.8065,42.1218]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1225.0,8.0,2234.0,1150.0,938.0,952.0,571.0,1037.0,2857.0,3655.0,3638.0,3898.0,984.0,0.7286766171455383,0.0,0.0,0.0,2018-07-09T15:35:55,"{""type"":""Point"",""coordinates"":[-71.8065,42.1218]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1101.0,10.0,1907.0,899.0,825.0,856.0,479.0,914.0,2938.0,3792.0,3758.0,3996.0,1073.0,0.7738966345787048,0.0,0.0,0.0,2018-07-12T15:41:02,"{""type"":""Point"",""coordinates"":[-71.8065,42.1218]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1085.0,11.0,1884.0,861.0,820.0,851.0,472.0,896.0,2968.0,3854.0,3825.0,4048.0,1085.0,0.7803118228912354,0.0,0.0,0.0,2018-07-12T15:41:02,"{""type"":""Point"",""coordinates"":[-71.8065,42.1218]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,7213.0,76.0,4942.0,3238.0,7115.0,6833.0,7137.0,7174.0,7554.0,7928.0,7553.0,8092.0,3312.0,0.028318583965301514,0.0,0.0,1024.0,2018-07-14T15:35:57,"{""type"":""Point"",""coordinates"":[-71.8065,42.1218]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,7241.0,74.0,4943.0,3236.0,7135.0,6799.0,7107.0,7172.0,7559.0,7923.0,7566.0,8109.0,3332.0,0.03128194808959961,0.0,0.0,1024.0,2018-07-14T15:35:57,"{""type"":""Point"",""coordinates"":[-71.8065,42.1218]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,2342.0,33.0,2492.0,1157.0,2910.0,2556.0,2300.0,2084.0,3217.0,3889.0,4155.0,3978.0,424.0,0.2873741388320923,0.0,0.0,0.0,2018-07-17T15:49:06,"{""type"":""Point"",""coordinates"":[-71.8065,42.1218]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,2498.0,36.0,2653.0,1283.0,2967.0,2576.0,2360.0,2227.0,3369.0,4026.0,4175.0,4118.0,477.0,0.27773526310920715,0.0,0.0,0.0,2018-07-17T15:49:06,"{""type"":""Point"",""coordinates"":[-71.8065,42.1218]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1190.0,13.0,1845.0,758.0,887.0,903.0,459.0,920.0,3391.0,4472.0,4529.0,4726.0,1603.0,0.8159583210945129,0.0,0.0,0.0,2018-07-19T15:40:32,"{""type"":""Point"",""coordinates"":[-71.8065,42.1218]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1175.0,11.0,1824.0,735.0,879.0,882.0,451.0,902.0,3396.0,4532.0,4571.0,4789.0,1620.0,0.8203902840614319,0.0,0.0,0.0,2018-07-19T15:40:32,"{""type"":""Point"",""coordinates"":[-71.8065,42.1218]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,6373.0,238.0,951.0,950.0,6206.0,5822.0,6015.0,5836.0,6149.0,6528.0,6153.0,6618.0,2768.0,0.011341222561895847,0.0,0.0,1024.0,2018-07-22T15:47:20,"{""type"":""Point"",""coordinates"":[-71.8065,42.1218]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,6382.0,240.0,953.0,950.0,6197.0,5828.0,6008.0,5831.0,6160.0,6531.0,6128.0,6617.0,2773.0,0.009887936525046825,0.0,0.0,1024.0,2018-07-22T15:47:20,"{""type"":""Point"",""coordinates"":[-71.8065,42.1218]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1691.0,26.0,934.0,471.0,1101.0,922.0,728.0,813.0,2014.0,2734.0,2495.0,2936.0,394.0,0.5482469797134399,0.0,0.0,1024.0,2018-07-24T15:37:09,"{""type"":""Point"",""coordinates"":[-71.8065,42.1218]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1688.0,27.0,927.0,469.0,1127.0,879.0,700.0,793.0,2019.0,2756.0,2505.0,2938.0,413.0,0.563182532787323,0.0,0.0,1024.0,2018-07-24T15:37:09,"{""type"":""Point"",""coordinates"":[-71.8065,42.1218]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1237.0,17.0,1692.0,691.0,938.0,858.0,476.0,814.0,3144.0,4517.0,4349.0,4761.0,760.0,0.8026943206787109,0.0,0.0,0.0,2018-07-27T15:49:52,"{""type"":""Point"",""coordinates"":[-71.8065,42.1218]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1231.0,14.0,1685.0,674.0,930.0,862.0,479.0,806.0,3185.0,4579.0,4329.0,4819.0,762.0,0.8007487654685974,0.0,0.0,0.0,2018-07-27T15:49:52,"{""type"":""Point"",""coordinates"":[-71.8065,42.1218]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,2634.0,771.0,1527.0,1070.0,2373.0,2156.0,1952.0,2151.0,3343.0,4081.0,3984.0,4284.0,1918.0,0.342318058013916,0.0,0.0,2048.0,2018-07-29T15:35:53,"{""type"":""Point"",""coordinates"":[-71.8065,42.1218]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,2640.0,786.0,1529.0,1069.0,2367.0,2156.0,1958.0,2148.0,3345.0,4092.0,3974.0,4295.0,1924.0,0.33985164761543274,0.0,0.0,2048.0,2018-07-29T15:35:53,"{""type"":""Point"",""coordinates"":[-71.8065,42.1218]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,5850.0,18.0,4781.0,3344.0,6230.0,5705.0,5880.0,5347.0,5808.0,6544.0,6190.0,6805.0,1025.0,0.025683512911200523,0.0,0.0,1024.0,2018-08-01T15:42:39,"{""type"":""Point"",""coordinates"":[-71.8065,42.1218]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,6051.0,18.0,4806.0,3338.0,6239.0,5722.0,5925.0,5386.0,5829.0,6555.0,6193.0,6808.0,1146.0,0.022115860134363174,0.0,0.0,1024.0,2018-08-01T15:42:39,"{""type"":""Point"",""coordinates"":[-71.8065,42.1218]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,4617.0,15.0,4534.0,3064.0,4810.0,4721.0,4826.0,4716.0,5782.0,6454.0,6051.0,6793.0,862.0,0.11262296885251999,0.0,0.0,1024.0,2018-08-03T15:35:57,"{""type"":""Point"",""coordinates"":[-71.8065,42.1218]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,4161.0,14.0,4595.0,3127.0,4772.0,4719.0,4883.0,4778.0,5838.0,6513.0,6020.0,6857.0,802.0,0.10428322851657867,0.0,0.0,1024.0,2018-08-03T15:35:57,"{""type"":""Point"",""coordinates"":[-71.8065,42.1218]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1761.0,628.0,1340.0,783.0,1591.0,1415.0,1116.0,1281.0,2493.0,3304.0,3163.0,3514.0,1096.0,0.47838279604911804,0.0,0.0,2048.0,2018-08-06T15:44:02,"{""type"":""Point"",""coordinates"":[-71.8065,42.1218]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1734.0,593.0,1339.0,778.0,1586.0,1404.0,1124.0,1285.0,2501.0,3317.0,3146.0,3520.0,1070.0,0.47353631258010864,0.0,0.0,2048.0,2018-08-06T15:44:02,"{""type"":""Point"",""coordinates"":[-71.8065,42.1218]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,2104.0,135.0,2533.0,1543.0,1849.0,1691.0,1433.0,1703.0,3333.0,4470.0,4142.0,4833.0,922.0,0.4859192967414856,0.0,0.0,2048.0,2018-08-08T15:35:51,"{""type"":""Point"",""coordinates"":[-71.8065,42.1218]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,2113.0,137.0,2532.0,1551.0,1849.0,1688.0,1426.0,1697.0,3335.0,4461.0,4137.0,4828.0,923.0,0.487326979637146,0.0,0.0,2048.0,2018-08-08T15:35:51,"{""type"":""Point"",""coordinates"":[-71.8065,42.1218]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,9000.0,2845.0,2102.0,2290.0,8768.0,8264.0,8647.0,8439.0,8594.0,8942.0,8511.0,8984.0,5853.0,-0.007926331833004951,0.0,0.0,1024.0,2018-08-11T15:41:38,"{""type"":""Point"",""coordinates"":[-71.8065,42.1218]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,8989.0,2812.0,2101.0,2285.0,8788.0,8272.0,8637.0,8436.0,8596.0,8943.0,8534.0,8987.0,5832.0,-0.005998485721647739,0.0,0.0,1024.0,2018-08-11T15:41:38,"{""type"":""Point"",""coordinates"":[-71.8065,42.1218]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,9260.0,29.0,5750.0,3515.0,8668.0,8208.0,8622.0,8186.0,8613.0,9184.0,8099.0,9461.0,1598.0,-0.031278032809495926,0.0,0.0,1024.0,2018-08-13T15:40:16,"{""type"":""Point"",""coordinates"":[-71.8065,42.1218]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,9037.0,30.0,5727.0,3498.0,8633.0,8197.0,8610.0,8154.0,8586.0,9153.0,8053.0,9422.0,1479.0,-0.03342735394835472,0.0,0.0,1024.0,2018-08-13T15:40:16,"{""type"":""Point"",""coordinates"":[-71.8065,42.1218]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1410.0,11.0,1534.0,589.0,1098.0,926.0,591.0,819.0,2786.0,4044.0,3847.0,4377.0,691.0,0.73366379737854,0.0,0.0,0.0,2018-08-16T15:40:06,"{""type"":""Point"",""coordinates"":[-71.8065,42.1218]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1404.0,10.0,1528.0,572.0,1096.0,926.0,591.0,812.0,2790.0,4073.0,3845.0,4428.0,691.0,0.7335437536239624,0.0,0.0,0.0,2018-08-16T15:40:06,"{""type"":""Point"",""coordinates"":[-71.8065,42.1218]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,5165.0,1343.0,1722.0,1668.0,4909.0,4543.0,4616.0,4736.0,5126.0,5444.0,5254.0,5555.0,3480.0,0.06464032083749771,0.0,0.0,1024.0,2018-08-18T15:39:58,"{""type"":""Point"",""coordinates"":[-71.8065,42.1218]}"
1_1_1_1_1_1_1_1_1_1_1_1_2_0,5147.0,1333.0,1723.0,1666.0,4903.0,4533.0,4626.0,4729.0,5129.0,5445.0,5235.0,5546.0,3470.0,0.06175844371318817,0.0,0.0,1024.0,2018-08-18T15:39:58,"{""type"":""Point"",""coordinates"":[-71.8065,42.1218]}"
1_1_1_1_1_1_1_1_1_1_1_2_0,2179.0,27.0,1232.0,456.0,1891.0,1647.0,1331.0,1389.0,2678.0,3656.0,3358.0,3890.0,657.0,0.43228834867477417,0.0,0.0,0.0,2018-08-21T15:46:53,"{""type"":""Point"",""coordinates"":[-71.8065,42.1218]}"
1_1_1_1_1_1_1_1_1_1_2_0,2168.0,26.0,1189.0,437.0,1885.0,1643.0,1331.0,1382.0,2629.0,3590.0,3294.0,3803.0,714.0,0.4244324266910553,0.0,0.0,0.0,2018-08-21T15:46:53,"{""type"":""Point"",""coordinates"":[-71.8065,42.1218]}"
1_1_1_1_1_1_1_1_1_2_0,1341.0,26.0,984.0,392.0,1049.0,790.0,447.0,649.0,2082.0,2895.0,2927.0,3076.0,825.0,0.7350326180458069,0.0,0.0,2048.0,2018-08-23T15:36:53,"{""type"":""Point"",""coordinates"":[-71.8065,42.1218]}"
1_1_1_1_1_1_1_1_2_0,1317.0,21.0,982.0,384.0,1055.0,791.0,450.0,643.0,2104.0,2940.0,2936.0,3124.0,794.0,0.7341996431350708,0.0,0.0,2048.0,2018-08-23T15:36:53,"{""type"":""Point"",""coordinates"":[-71.8065,42.1218]}"
1_1_1_1_1_1_1_2_0,1274.0,9.0,1626.0,651.0,950.0,861.0,513.0,800.0,3009.0,4393.0,4229.0,4712.0,787.0,0.7836356163024902,0.0,0.0,0.0,2018-08-26T15:43:49,"{""type"":""Point"",""coordinates"":[-71.8065,42.1218]}"
1_1_1_1_1_1_2_0,1269.0,10.0,1614.0,632.0,961.0,858.0,521.0,797.0,3002.0,4419.0,4229.0,4766.0,793.0,0.7806316018104553,0.0,0.0,0.0,2018-08-26T15:43:49,"{""type"":""Point"",""coordinates"":[-71.8065,42.1218]}"
1_1_1_1_1_2_0,1517.0,153.0,1731.0,717.0,1168.0,1023.0,711.0,972.0,2861.0,4253.0,3964.0,4672.0,594.0,0.6958288550376892,0.0,0.0,2048.0,2018-08-28T15:35:47,"{""type"":""Point"",""coordinates"":[-71.8065,42.1218]}"
1_1_1_1_2_0,1513.0,154.0,1729.0,704.0,1165.0,1015.0,712.0,960.0,2843.0,4279.0,3985.0,4699.0,600.0,0.69682776927948,0.0,0.0,2048.0,2018-08-28T15:35:47,"{""type"":""Point"",""coordinates"":[-71.8065,42.1218]}"
1_1_1_2_0,4901.0,19.0,4245.0,3168.0,4653.0,4415.0,4500.0,4520.0,4943.0,5268.0,5093.0,5421.0,1507.0,0.061815906316041946,0.0,0.0,1024.0,2018-08-31T15:43:33,"{""type"":""Point"",""coordinates"":[-71.8065,42.1218]}"
