system:index,B1,B10,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,NDVI,QA10,QA20,QA60,date,.geo
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1245.0,11.0,2102.0,1254.0,984.0,944.0,722.0,978.0,2018.0,2519.0,2332.0,2687.0,391.0,0.5271774530410767,0.0,0.0,0.0,2018-07-02T15:45:44,"{""type"":""Point"",""coordinates"":[-71.8069,42.1209]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1237.0,12.0,2156.0,1277.0,981.0,952.0,741.0,984.0,2077.0,2582.0,2407.0,2767.0,409.0,0.5292249321937561,0.0,0.0,0.0,2018-07-02T15:45:44,"{""type"":""Point"",""coordinates"":[-71.8069,42.1209]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1323.0,9.0,2472.0,1436.0,1058.0,1048.0,828.0,1131.0,2503.0,3021.0,2815.0,3280.0,526.0,0.5454295873641968,0.0,0.0,0.0,2018-07-04T15:40:31,"{""type"":""Point"",""coordinates"":[-71.8069,42.1209]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1314.0,9.0,2479.0,1434.0,1051.0,1052.0,798.0,1133.0,2551.0,3074.0,2897.0,3350.0,548.0,0.5680649280548096,0.0,0.0,0.0,2018-07-04T15:40:31,"{""type"":""Point"",""coordinates"":[-71.8069,42.1209]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1078.0,15.0,1575.0,795.0,807.0,763.0,453.0,777.0,2299.0,2816.0,2702.0,2850.0,1130.0,0.712836742401123,0.0,0.0,0.0,2018-07-07T15:44:24,"{""type"":""Point"",""coordinates"":[-71.8069,42.1209]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1058.0,15.0,1583.0,782.0,812.0,768.0,445.0,780.0,2355.0,2904.0,2826.0,2929.0,1186.0,0.7279119491577148,0.0,0.0,0.0,2018-07-07T15:44:24,"{""type"":""Point"",""coordinates"":[-71.8069,42.1209]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1234.0,10.0,2133.0,1099.0,946.0,975.0,607.0,1033.0,2856.0,3579.0,3498.0,3845.0,940.0,0.7042630910873413,0.0,0.0,0.0,2018-07-09T15:35:55,"{""type"":""Point"",""coordinates"":[-71.8069,42.1209]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1212.0,10.0,2104.0,1067.0,950.0,972.0,593.0,1021.0,2901.0,3685.0,3598.0,3962.0,971.0,0.7170126438140869,0.0,0.0,0.0,2018-07-09T15:35:55,"{""type"":""Point"",""coordinates"":[-71.8069,42.1209]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1094.0,10.0,1840.0,815.0,838.0,880.0,470.0,914.0,2961.0,3818.0,3670.0,4014.0,1010.0,0.772946834564209,0.0,0.0,0.0,2018-07-12T15:41:02,"{""type"":""Point"",""coordinates"":[-71.8069,42.1209]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1087.0,10.0,1836.0,804.0,820.0,884.0,464.0,907.0,3005.0,3904.0,3782.0,4099.0,1064.0,0.781441330909729,0.0,0.0,0.0,2018-07-12T15:41:02,"{""type"":""Point"",""coordinates"":[-71.8069,42.1209]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,7242.0,74.0,4881.0,3203.0,7115.0,6804.0,7110.0,7125.0,7504.0,7833.0,7574.0,8013.0,3329.0,0.0315990187227726,0.0,0.0,1024.0,2018-07-14T15:35:57,"{""type"":""Point"",""coordinates"":[-71.8069,42.1209]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,7222.0,74.0,4878.0,3210.0,7116.0,6780.0,7079.0,7107.0,7485.0,7844.0,7572.0,8009.0,3326.0,0.03364957869052887,0.0,0.0,1024.0,2018-07-14T15:35:57,"{""type"":""Point"",""coordinates"":[-71.8069,42.1209]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,2346.0,33.0,1865.0,1092.0,1805.0,1656.0,1370.0,1591.0,2871.0,3598.0,3107.0,3833.0,411.0,0.3879830241203308,0.0,0.0,0.0,2018-07-17T15:49:06,"{""type"":""Point"",""coordinates"":[-71.8069,42.1209]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,2644.0,34.0,1833.0,1102.0,1790.0,1609.0,1356.0,1516.0,2864.0,3596.0,3104.0,3856.0,490.0,0.3919282555580139,0.0,0.0,0.0,2018-07-17T15:49:06,"{""type"":""Point"",""coordinates"":[-71.8069,42.1209]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1174.0,11.0,1804.0,713.0,902.0,919.0,449.0,918.0,3374.0,4398.0,4329.0,4626.0,1528.0,0.812055230140686,0.0,0.0,0.0,2018-07-19T15:40:32,"{""type"":""Point"",""coordinates"":[-71.8069,42.1209]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1162.0,11.0,1823.0,718.0,900.0,916.0,455.0,915.0,3418.0,4531.0,4486.0,4717.0,1596.0,0.8158267736434937,0.0,0.0,0.0,2018-07-19T15:40:32,"{""type"":""Point"",""coordinates"":[-71.8069,42.1209]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,6348.0,237.0,911.0,902.0,6192.0,5861.0,6023.0,5842.0,6096.0,6500.0,6085.0,6595.0,2770.0,0.005120581481605768,0.0,0.0,1024.0,2018-07-22T15:47:20,"{""type"":""Point"",""coordinates"":[-71.8069,42.1209]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,6359.0,236.0,914.0,904.0,6193.0,5846.0,6029.0,5837.0,6098.0,6493.0,6121.0,6592.0,2781.0,0.007572016678750515,0.0,0.0,1024.0,2018-07-22T15:47:20,"{""type"":""Point"",""coordinates"":[-71.8069,42.1209]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,2972.0,27.0,2045.0,1829.0,1774.0,1743.0,1652.0,1939.0,3220.0,4097.0,2898.0,4797.0,860.0,0.2738461494445801,0.0,0.0,1024.0,2018-07-24T15:37:09,"{""type"":""Point"",""coordinates"":[-71.8069,42.1209]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,3321.0,27.0,1961.0,1770.0,1644.0,1576.0,1506.0,1836.0,3154.0,4104.0,2798.0,4677.0,993.0,0.3001858592033386,0.0,0.0,1024.0,2018-07-24T15:37:09,"{""type"":""Point"",""coordinates"":[-71.8069,42.1209]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1235.0,16.0,1663.0,623.0,941.0,860.0,479.0,792.0,3240.0,4584.0,4206.0,4861.0,733.0,0.79551762342453,0.0,0.0,0.0,2018-07-27T15:49:52,"{""type"":""Point"",""coordinates"":[-71.8069,42.1209]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1236.0,17.0,1671.0,631.0,933.0,871.0,477.0,787.0,3265.0,4649.0,4256.0,4921.0,773.0,0.7984365224838257,0.0,0.0,0.0,2018-07-27T15:49:52,"{""type"":""Point"",""coordinates"":[-71.8069,42.1209]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,2633.0,775.0,1528.0,1059.0,2359.0,2126.0,1944.0,2156.0,3336.0,4042.0,3919.0,4262.0,1917.0,0.33685827255249023,0.0,0.0,2048.0,2018-07-29T15:35:53,"{""type"":""Point"",""coordinates"":[-71.8069,42.1209]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,2629.0,769.0,1527.0,1059.0,2361.0,2126.0,1934.0,2156.0,3346.0,4053.0,3937.0,4261.0,1922.0,0.34116846323013306,0.0,0.0,2048.0,2018-07-29T15:35:53,"{""type"":""Point"",""coordinates"":[-71.8069,42.1209]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,5690.0,17.0,4617.0,2782.0,5942.0,5564.0,5611.0,5250.0,5691.0,6302.0,5977.0,6426.0,860.0,0.031584396958351135,0.0,0.0,1024.0,2018-08-01T15:42:39,"{""type"":""Point"",""coordinates"":[-71.8069,42.1209]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,5428.0,16.0,4602.0,2803.0,5894.0,5556.0,5533.0,5215.0,5689.0,6327.0,5938.0,6433.0,739.0,0.0353064239025116,0.0,0.0,1024.0,2018-08-01T15:42:39,"{""type"":""Point"",""coordinates"":[-71.8069,42.1209]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,3313.0,14.0,3388.0,2357.0,3355.0,2995.0,2888.0,3183.0,4601.0,5484.0,4925.0,5802.0,639.0,0.26071929931640625,0.0,0.0,1024.0,2018-08-03T15:35:57,"{""type"":""Point"",""coordinates"":[-71.8069,42.1209]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,3721.0,14.0,3526.0,2498.0,3661.0,3490.0,3314.0,3363.0,4720.0,5597.0,5243.0,5937.0,716.0,0.2254294753074646,0.0,0.0,1024.0,2018-08-03T15:35:57,"{""type"":""Point"",""coordinates"":[-71.8069,42.1209]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1725.0,544.0,1344.0,783.0,1563.0,1284.0,1037.0,1226.0,2581.0,3343.0,3135.0,3526.0,1067.0,0.502876341342926,0.0,0.0,2048.0,2018-08-06T15:44:02,"{""type"":""Point"",""coordinates"":[-71.8069,42.1209]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1732.0,557.0,1347.0,790.0,1562.0,1290.0,1029.0,1228.0,2586.0,3360.0,3161.0,3551.0,1082.0,0.5088305473327637,0.0,0.0,2048.0,2018-08-06T15:44:02,"{""type"":""Point"",""coordinates"":[-71.8069,42.1209]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,2165.0,139.0,2643.0,1752.0,1754.0,1665.0,1504.0,1769.0,3420.0,4464.0,4231.0,4872.0,948.0,0.47550129890441895,0.0,0.0,2048.0,2018-08-08T15:35:51,"{""type"":""Point"",""coordinates"":[-71.8069,42.1209]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,2166.0,137.0,2650.0,1756.0,1764.0,1643.0,1485.0,1777.0,3411.0,4481.0,4255.0,4887.0,952.0,0.4825783967971802,0.0,0.0,2048.0,2018-08-08T15:35:51,"{""type"":""Point"",""coordinates"":[-71.8069,42.1209]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,9003.0,2880.0,2120.0,2274.0,8781.0,8280.0,8669.0,8479.0,8653.0,8947.0,8521.0,9095.0,5846.0,-0.008609657175838947,0.0,0.0,1024.0,2018-08-11T15:41:38,"{""type"":""Point"",""coordinates"":[-71.8069,42.1209]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,9011.0,2899.0,2113.0,2283.0,8763.0,8256.0,8673.0,8474.0,8648.0,8937.0,8545.0,9100.0,5868.0,-0.007434080820530653,0.0,0.0,1024.0,2018-08-11T15:41:38,"{""type"":""Point"",""coordinates"":[-71.8069,42.1209]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,9431.0,31.0,6303.0,3864.0,9007.0,8637.0,9231.0,8742.0,9250.0,9864.0,8553.0,10179.0,1638.0,-0.03812415525317192,0.0,0.0,1024.0,2018-08-13T15:40:16,"{""type"":""Point"",""coordinates"":[-71.8069,42.1209]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,9557.0,31.0,6310.0,3887.0,9016.0,8608.0,9152.0,8741.0,9239.0,9866.0,8520.0,10186.0,1680.0,-0.035762786865234375,0.0,0.0,1024.0,2018-08-13T15:40:16,"{""type"":""Point"",""coordinates"":[-71.8069,42.1209]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1403.0,10.0,1495.0,545.0,1076.0,921.0,588.0,831.0,2796.0,3991.0,3689.0,4319.0,669.0,0.7250409126281738,0.0,0.0,0.0,2018-08-16T15:40:06,"{""type"":""Point"",""coordinates"":[-71.8069,42.1209]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1402.0,11.0,1500.0,547.0,1081.0,923.0,586.0,824.0,2799.0,4044.0,3778.0,4373.0,696.0,0.7314390540122986,0.0,0.0,0.0,2018-08-16T15:40:06,"{""type"":""Point"",""coordinates"":[-71.8069,42.1209]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,5142.0,1346.0,1720.0,1642.0,4896.0,4573.0,4659.0,4736.0,5089.0,5426.0,5240.0,5534.0,3453.0,0.058692798018455505,0.0,0.0,1024.0,2018-08-18T15:39:58,"{""type"":""Point"",""coordinates"":[-71.8069,42.1209]}"
1_1_1_1_1_1_1_1_1_1_1_1_2_0,5147.0,1351.0,1724.0,1644.0,4922.0,4557.0,4656.0,4746.0,5106.0,5432.0,5237.0,5523.0,3463.0,0.05872839316725731,0.0,0.0,1024.0,2018-08-18T15:39:58,"{""type"":""Point"",""coordinates"":[-71.8069,42.1209]}"
1_1_1_1_1_1_1_1_1_1_1_2_0,2275.0,26.0,1568.0,705.0,2011.0,1750.0,1442.0,1562.0,2816.0,3720.0,3504.0,3946.0,789.0,0.4169025421142578,0.0,0.0,0.0,2018-08-21T15:46:53,"{""type"":""Point"",""coordinates"":[-71.8069,42.1209]}"
1_1_1_1_1_1_1_1_1_1_2_0,2238.0,27.0,1560.0,672.0,1989.0,1724.0,1464.0,1548.0,2839.0,3814.0,3626.0,4045.0,728.0,0.42475441098213196,0.0,0.0,0.0,2018-08-21T15:46:53,"{""type"":""Point"",""coordinates"":[-71.8069,42.1209]}"
1_1_1_1_1_1_1_1_1_2_0,1314.0,14.0,983.0,373.0,957.0,776.0,463.0,649.0,2152.0,2965.0,2796.0,3114.0,790.0,0.7158637642860413,0.0,0.0,2048.0,2018-08-23T15:36:53,"{""type"":""Point"",""coordinates"":[-71.8069,42.1209]}"
1_1_1_1_1_1_1_1_2_0,1318.0,19.0,996.0,368.0,947.0,763.0,460.0,646.0,2165.0,3011.0,2822.0,3165.0,849.0,0.7196831107139587,0.0,0.0,2048.0,2018-08-23T15:36:53,"{""type"":""Point"",""coordinates"":[-71.8069,42.1209]}"
1_1_1_1_1_1_1_2_0,1262.0,8.0,1572.0,587.0,956.0,876.0,527.0,828.0,3040.0,4277.0,3951.0,4611.0,766.0,0.7646270394325256,0.0,0.0,0.0,2018-08-26T15:43:49,"{""type"":""Point"",""coordinates"":[-71.8069,42.1209]}"
1_1_1_1_1_1_2_0,1254.0,8.0,1570.0,591.0,948.0,862.0,519.0,818.0,3070.0,4339.0,4059.0,4679.0,796.0,0.7732634544372559,0.0,0.0,0.0,2018-08-26T15:43:49,"{""type"":""Point"",""coordinates"":[-71.8069,42.1209]}"
1_1_1_1_1_2_0,1528.0,167.0,1747.0,719.0,1159.0,1075.0,729.0,1034.0,2903.0,4161.0,3838.0,4525.0,605.0,0.680753231048584,0.0,0.0,2048.0,2018-08-28T15:35:47,"{""type"":""Point"",""coordinates"":[-71.8069,42.1209]}"
1_1_1_1_2_0,1524.0,164.0,1746.0,713.0,1169.0,1067.0,734.0,1028.0,2900.0,4232.0,3895.0,4566.0,612.0,0.6828688979148865,0.0,0.0,2048.0,2018-08-28T15:35:47,"{""type"":""Point"",""coordinates"":[-71.8069,42.1209]}"
1_1_1_2_0,5054.0,18.0,4408.0,3385.0,4746.0,4526.0,4734.0,4972.0,5260.0,5662.0,4962.0,5862.0,1543.0,0.023514851927757263,0.0,0.0,1024.0,2018-08-31T15:43:33,"{""type"":""Point"",""coordinates"":[-71.8069,42.1209]}"
