system:index,B1,B10,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,NDVI,QA10,QA20,QA60,date,.geo
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,5954.0,962.0,4795.0,3981.0,5778.0,5479.0,5719.0,5770.0,6113.0,6396.0,6225.0,6537.0,3572.0,0.042364366352558136,0.0,0.0,1024.0,2019-07-22T15:51:34,"{""type"":""Point"",""coordinates"":[-71.807,42.1209]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1483.0,73.0,1862.0,1046.0,1193.0,1014.0,699.0,969.0,2505.0,3246.0,2935.0,3583.0,977.0,0.6152999401092529,0.0,0.0,0.0,2019-07-24T15:41:41,"{""type"":""Point"",""coordinates"":[-71.807,42.1209]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1505.0,86.0,1866.0,1027.0,1178.0,1034.0,687.0,971.0,2563.0,3320.0,3108.0,3686.0,1014.0,0.6379446387290955,0.0,0.0,0.0,2019-07-24T15:41:41,"{""type"":""Point"",""coordinates"":[-71.807,42.1209]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,2030.0,25.0,2484.0,1345.0,1626.0,1538.0,1426.0,1572.0,2980.0,3781.0,3761.0,4012.0,850.0,0.450163871049881,0.0,0.0,0.0,2019-07-27T15:51:38,"{""type"":""Point"",""coordinates"":[-71.807,42.1209]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,2039.0,25.0,2410.0,1264.0,1755.0,1608.0,1394.0,1548.0,2968.0,3757.0,3857.0,3989.0,817.0,0.4690535068511963,0.0,0.0,0.0,2019-07-27T15:51:38,"{""type"":""Point"",""coordinates"":[-71.807,42.1209]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1297.0,14.0,1913.0,901.0,997.0,937.0,614.0,871.0,2661.0,3521.0,3116.0,3769.0,569.0,0.6707774996757507,0.0,0.0,0.0,2019-07-29T15:41:37,"{""type"":""Point"",""coordinates"":[-71.807,42.1209]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1285.0,14.0,1883.0,876.0,972.0,927.0,570.0,862.0,2706.0,3601.0,3270.0,3828.0,580.0,0.703125,0.0,0.0,0.0,2019-07-29T15:41:37,"{""type"":""Point"",""coordinates"":[-71.807,42.1209]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1397.0,188.0,1183.0,595.0,1085.0,954.0,677.0,888.0,2244.0,2905.0,2614.0,3014.0,884.0,0.5885748863220215,0.0,0.0,2048.0,2019-08-01T15:51:34,"{""type"":""Point"",""coordinates"":[-71.807,42.1209]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1389.0,186.0,1177.0,586.0,1080.0,954.0,678.0,876.0,2256.0,2953.0,2694.0,3049.0,899.0,0.5978647470474243,0.0,0.0,2048.0,2019-08-01T15:51:34,"{""type"":""Point"",""coordinates"":[-71.807,42.1209]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,7719.0,193.0,5541.0,4319.0,7435.0,7137.0,7519.0,7600.0,7836.0,8153.0,7823.0,8257.0,3885.0,0.019814888015389442,0.0,0.0,1024.0,2019-08-03T15:41:40,"{""type"":""Point"",""coordinates"":[-71.807,42.1209]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,7730.0,198.0,5532.0,4326.0,7425.0,7150.0,7522.0,7604.0,7843.0,8146.0,7833.0,8251.0,3899.0,0.020253989845514297,0.0,0.0,1024.0,2019-08-03T15:41:40,"{""type"":""Point"",""coordinates"":[-71.807,42.1209]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,4220.0,944.0,2627.0,2260.0,4011.0,3782.0,3836.0,3962.0,4514.0,4882.0,4754.0,5066.0,2895.0,0.1068684533238411,0.0,0.0,1024.0,2019-08-06T15:51:37,"{""type"":""Point"",""coordinates"":[-71.807,42.1209]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,4296.0,976.0,2641.0,2272.0,4024.0,3814.0,3852.0,3988.0,4552.0,4897.0,4781.0,5077.0,2961.0,0.10761032998561859,0.0,0.0,1024.0,2019-08-06T15:51:37,"{""type"":""Point"",""coordinates"":[-71.807,42.1209]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1492.0,14.0,1175.0,490.0,1093.0,882.0,578.0,813.0,2256.0,2976.0,2352.0,3096.0,483.0,0.6054607629776001,0.0,0.0,0.0,2019-08-08T15:41:36,"{""type"":""Point"",""coordinates"":[-71.807,42.1209]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1501.0,14.0,1189.0,505.0,1115.0,923.0,581.0,821.0,2306.0,2992.0,2497.0,3183.0,479.0,0.6224821209907532,0.0,0.0,0.0,2019-08-08T15:41:36,"{""type"":""Point"",""coordinates"":[-71.807,42.1209]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1120.0,16.0,1393.0,576.0,825.0,778.0,433.0,746.0,2649.0,3542.0,3191.0,3697.0,896.0,0.7610375285148621,0.0,0.0,0.0,2019-08-11T15:51:33,"{""type"":""Point"",""coordinates"":[-71.807,42.1209]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1111.0,16.0,1396.0,572.0,821.0,769.0,427.0,748.0,2698.0,3636.0,3304.0,3821.0,929.0,0.7711069583892822,0.0,0.0,0.0,2019-08-11T15:51:33,"{""type"":""Point"",""coordinates"":[-71.807,42.1209]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,10127.0,545.0,5268.0,3849.0,9862.0,9423.0,9909.0,9925.0,10008.0,10386.0,9864.0,10549.0,4835.0,-0.0022758306004107,0.0,0.0,1024.0,2019-08-13T15:41:39,"{""type"":""Point"",""coordinates"":[-71.807,42.1209]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,10114.0,545.0,5263.0,3845.0,9888.0,9410.0,9899.0,9916.0,10027.0,10380.0,9862.0,10542.0,4825.0,-0.0018723749089986086,0.0,0.0,1024.0,2019-08-13T15:41:39,"{""type"":""Point"",""coordinates"":[-71.807,42.1209]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1355.0,199.0,1699.0,775.0,1080.0,1010.0,713.0,1031.0,2776.0,3730.0,3422.0,4036.0,861.0,0.6551390290260315,0.0,0.0,2048.0,2019-08-16T15:51:36,"{""type"":""Point"",""coordinates"":[-71.807,42.1209]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1348.0,200.0,1690.0,772.0,1089.0,991.0,704.0,1020.0,2805.0,3798.0,3471.0,4086.0,874.0,0.662754476070404,0.0,0.0,2048.0,2019-08-16T15:51:36,"{""type"":""Point"",""coordinates"":[-71.807,42.1209]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1519.0,154.0,1398.0,668.0,1213.0,1079.0,802.0,1078.0,2584.0,3307.0,3041.0,3530.0,704.0,0.5826177597045898,0.0,0.0,2048.0,2019-08-18T15:41:35,"{""type"":""Point"",""coordinates"":[-71.807,42.1209]}"
1_1_1_1_1_1_1_1_1_1_1_1_2_0,1510.0,160.0,1402.0,671.0,1214.0,1078.0,791.0,1064.0,2579.0,3344.0,3079.0,3571.0,702.0,0.5912144780158997,0.0,0.0,2048.0,2019-08-18T15:41:35,"{""type"":""Point"",""coordinates"":[-71.807,42.1209]}"
1_1_1_1_1_1_1_1_1_1_1_2_0,4660.0,814.0,1807.0,1634.0,4633.0,4204.0,4193.0,4193.0,4821.0,5260.0,5049.0,5410.0,2620.0,0.09262064844369888,0.0,0.0,1024.0,2019-08-21T15:51:32,"{""type"":""Point"",""coordinates"":[-71.807,42.1209]}"
1_1_1_1_1_1_1_1_1_1_2_0,4597.0,812.0,1808.0,1627.0,4667.0,4231.0,4195.0,4183.0,4812.0,5257.0,5074.0,5407.0,2569.0,0.09483223408460617,0.0,0.0,1024.0,2019-08-21T15:51:32,"{""type"":""Point"",""coordinates"":[-71.807,42.1209]}"
1_1_1_1_1_1_1_1_1_2_0,6172.0,741.0,4679.0,3382.0,6081.0,5772.0,5982.0,6133.0,6428.0,6693.0,6600.0,6820.0,4429.0,0.049117788672447205,0.0,0.0,1024.0,2019-08-23T15:41:37,"{""type"":""Point"",""coordinates"":[-71.807,42.1209]}"
1_1_1_1_1_1_1_1_2_0,6236.0,744.0,4699.0,3378.0,6104.0,5770.0,5987.0,6142.0,6454.0,6716.0,6648.0,6830.0,4498.0,0.05231499671936035,0.0,0.0,1024.0,2019-08-23T15:41:37,"{""type"":""Point"",""coordinates"":[-71.807,42.1209]}"
1_1_1_1_1_1_1_2_0,1156.0,15.0,1672.0,722.0,882.0,839.0,508.0,854.0,2744.0,3642.0,3447.0,3921.0,1063.0,0.7431100010871887,0.0,0.0,0.0,2019-08-26T15:51:34,"{""type"":""Point"",""coordinates"":[-71.807,42.1209]}"
1_1_1_1_1_1_2_0,1139.0,15.0,1645.0,706.0,875.0,850.0,495.0,846.0,2757.0,3698.0,3477.0,3953.0,1088.0,0.7507553100585938,0.0,0.0,0.0,2019-08-26T15:51:34,"{""type"":""Point"",""coordinates"":[-71.807,42.1209]}"
1_1_1_1_1_2_0,1216.0,12.0,883.0,328.0,866.0,732.0,419.0,589.0,1782.0,2313.0,2036.0,2526.0,268.0,0.6586558222770691,0.0,0.0,0.0,2019-08-28T15:41:33,"{""type"":""Point"",""coordinates"":[-71.807,42.1209]}"
1_1_1_1_2_0,1204.0,11.0,879.0,326.0,870.0,728.0,406.0,583.0,1785.0,2336.0,2074.0,2539.0,274.0,0.6725806593894958,0.0,0.0,0.0,2019-08-28T15:41:33,"{""type"":""Point"",""coordinates"":[-71.807,42.1209]}"
1_1_1_2_0,1375.0,114.0,1517.0,726.0,1084.0,1030.0,718.0,1068.0,2895.0,3636.0,3418.0,3848.0,1340.0,0.6528046131134033,0.0,0.0,2048.0,2019-08-31T15:51:30,"{""type"":""Point"",""coordinates"":[-71.807,42.1209]}"
1_1_2_0,1356.0,115.0,1513.0,731.0,1085.0,1041.0,716.0,1063.0,2926.0,3665.0,3481.0,3892.0,1359.0,0.6588038802146912,0.0,0.0,2048.0,2019-08-31T15:51:30,"{""type"":""Point"",""coordinates"":[-71.807,42.1209]}"
1_2_0,3045.0,232.0,2854.0,2133.0,3173.0,2948.0,2799.0,2811.0,3609.0,4111.0,4248.0,4272.0,1545.0,0.20561940968036652,0.0,0.0,0.0,2019-09-02T15:41:35,"{""type"":""Point"",""coordinates"":[-71.807,42.1209]}"
2_0,2915.0,227.0,2873.0,2140.0,3170.0,2934.0,2786.0,2837.0,3629.0,4131.0,4202.0,4288.0,1447.0,0.2026330828666687,0.0,0.0,0.0,2019-09-02T15:41:35,"{""type"":""Point"",""coordinates"":[-71.807,42.1209]}"
