system:index,B1,B10,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,NDVI,QA10,QA20,QA60,date,.geo
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1786.0,576.0,1770.0,1252.0,1492.0,1443.0,1316.0,1533.0,2324.0,2679.0,2610.0,2867.0,1357.0,0.3295975625514984,0.0,0.0,2048.0,2018-06-22T15:45:00,"{""type"":""Point"",""coordinates"":[-71.8054,42.123]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1787.0,574.0,1759.0,1244.0,1493.0,1442.0,1315.0,1541.0,2315.0,2689.0,2609.0,2860.0,1348.0,0.32976555824279785,0.0,0.0,2048.0,2018-06-22T15:45:00,"{""type"":""Point"",""coordinates"":[-71.8054,42.123]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,6991.0,17.0,5526.0,3773.0,7201.0,6903.0,7183.0,6801.0,7304.0,7712.0,7514.0,8005.0,1410.0,0.022521603852510452,0.0,0.0,1024.0,2018-06-24T15:37:20,"{""type"":""Point"",""coordinates"":[-71.8054,42.123]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,7098.0,17.0,5687.0,3801.0,7233.0,6929.0,7227.0,7067.0,7541.0,7895.0,7535.0,8177.0,1441.0,0.02086438238620758,0.0,0.0,1024.0,2018-06-24T15:37:20,"{""type"":""Point"",""coordinates"":[-71.8054,42.123]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1634.0,113.0,2654.0,1849.0,1414.0,1420.0,1308.0,1672.0,2806.0,3257.0,3096.0,3533.0,1097.0,0.40599456429481506,0.0,0.0,2048.0,2018-06-27T15:46:48,"{""type"":""Point"",""coordinates"":[-71.8054,42.123]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1640.0,113.0,2616.0,1819.0,1415.0,1421.0,1303.0,1668.0,2809.0,3260.0,3104.0,3513.0,1081.0,0.40866804122924805,0.0,0.0,2048.0,2018-06-27T15:46:48,"{""type"":""Point"",""coordinates"":[-71.8054,42.123]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1227.0,10.0,1734.0,920.0,950.0,880.0,684.0,951.0,1758.0,2119.0,1991.0,2207.0,504.0,0.48859813809394836,0.0,0.0,0.0,2018-06-29T15:36:53,"{""type"":""Point"",""coordinates"":[-71.8054,42.123]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1232.0,10.0,1764.0,920.0,949.0,883.0,681.0,957.0,1807.0,2091.0,2008.0,2211.0,476.0,0.4934920072555542,0.0,0.0,0.0,2018-06-29T15:36:53,"{""type"":""Point"",""coordinates"":[-71.8054,42.123]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1236.0,12.0,2056.0,1124.0,963.0,934.0,673.0,976.0,2113.0,2665.0,2382.0,2818.0,436.0,0.559410810470581,0.0,0.0,0.0,2018-07-02T15:45:44,"{""type"":""Point"",""coordinates"":[-71.8054,42.123]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1243.0,13.0,2003.0,1087.0,958.0,932.0,667.0,949.0,2067.0,2582.0,2375.0,2713.0,424.0,0.5614727139472961,0.0,0.0,0.0,2018-07-02T15:45:44,"{""type"":""Point"",""coordinates"":[-71.8054,42.123]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1303.0,14.0,2456.0,1369.0,1029.0,1054.0,746.0,1159.0,2634.0,3151.0,2986.0,3449.0,597.0,0.6002143621444702,0.0,0.0,0.0,2018-07-04T15:40:31,"{""type"":""Point"",""coordinates"":[-71.8054,42.123]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1315.0,14.0,2449.0,1338.0,1028.0,1057.0,742.0,1177.0,2659.0,3273.0,3010.0,3423.0,576.0,0.60447758436203,0.0,0.0,0.0,2018-07-04T15:40:31,"{""type"":""Point"",""coordinates"":[-71.8054,42.123]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1076.0,17.0,1658.0,809.0,808.0,813.0,464.0,866.0,2492.0,2977.0,2882.0,3159.0,1257.0,0.7226539254188538,0.0,0.0,0.0,2018-07-07T15:44:24,"{""type"":""Point"",""coordinates"":[-71.8054,42.123]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1079.0,17.0,1655.0,821.0,810.0,817.0,466.0,886.0,2429.0,2951.0,2889.0,3065.0,1219.0,0.722205638885498,0.0,0.0,0.0,2018-07-07T15:44:24,"{""type"":""Point"",""coordinates"":[-71.8054,42.123]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1230.0,10.0,2239.0,1117.0,953.0,1055.0,639.0,1120.0,3020.0,3767.0,3622.0,4054.0,1007.0,0.7000703811645508,0.0,0.0,0.0,2018-07-09T15:35:55,"{""type"":""Point"",""coordinates"":[-71.8054,42.123]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1237.0,10.0,2223.0,1117.0,952.0,1058.0,640.0,1137.0,3021.0,3713.0,3619.0,3996.0,994.0,0.699459969997406,0.0,0.0,0.0,2018-07-09T15:35:55,"{""type"":""Point"",""coordinates"":[-71.8054,42.123]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1089.0,10.0,1854.0,848.0,832.0,913.0,493.0,983.0,2996.0,3805.0,3513.0,3972.0,1040.0,0.7538691759109497,0.0,0.0,0.0,2018-07-12T15:41:02,"{""type"":""Point"",""coordinates"":[-71.8054,42.123]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1093.0,10.0,1861.0,848.0,836.0,916.0,494.0,992.0,2957.0,3696.0,3505.0,3906.0,1022.0,0.7529382109642029,0.0,0.0,0.0,2018-07-12T15:41:02,"{""type"":""Point"",""coordinates"":[-71.8054,42.123]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,7324.0,73.0,5014.0,3240.0,7209.0,6916.0,7262.0,7254.0,7621.0,7944.0,7673.0,8111.0,3383.0,0.02751925028860569,0.0,0.0,1024.0,2018-07-14T15:35:57,"{""type"":""Point"",""coordinates"":[-71.8054,42.123]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,7322.0,73.0,4992.0,3265.0,7208.0,6914.0,7264.0,7257.0,7615.0,7911.0,7677.0,8071.0,3385.0,0.027642058208584785,0.0,0.0,1024.0,2018-07-14T15:35:57,"{""type"":""Point"",""coordinates"":[-71.8054,42.123]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,3653.0,34.0,3541.0,2296.0,3743.0,3539.0,3583.0,3255.0,4053.0,4591.0,4539.0,4685.0,649.0,0.11770500242710114,0.0,0.0,0.0,2018-07-17T15:49:06,"{""type"":""Point"",""coordinates"":[-71.8054,42.123]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,3862.0,35.0,3858.0,2587.0,3738.0,3534.0,3607.0,3553.0,4407.0,4936.0,4530.0,5035.0,692.0,0.11343246698379517,0.0,0.0,0.0,2018-07-17T15:49:06,"{""type"":""Point"",""coordinates"":[-71.8054,42.123]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1174.0,11.0,1813.0,727.0,892.0,997.0,464.0,1010.0,3506.0,4480.0,4340.0,4685.0,1590.0,0.8068276643753052,0.0,0.0,0.0,2018-07-19T15:40:32,"{""type"":""Point"",""coordinates"":[-71.8054,42.123]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1179.0,11.0,1826.0,742.0,893.0,1000.0,466.0,1032.0,3579.0,4461.0,4332.0,4729.0,1570.0,0.8057523965835571,0.0,0.0,0.0,2018-07-19T15:40:32,"{""type"":""Point"",""coordinates"":[-71.8054,42.123]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,6392.0,242.0,1027.0,996.0,6246.0,5883.0,6066.0,5899.0,6172.0,6558.0,6177.0,6658.0,2775.0,0.009066405706107616,0.0,0.0,1024.0,2018-07-22T15:47:20,"{""type"":""Point"",""coordinates"":[-71.8054,42.123]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,6389.0,244.0,1034.0,1005.0,6248.0,5881.0,6058.0,5887.0,6178.0,6572.0,6173.0,6659.0,2772.0,0.009402338415384293,0.0,0.0,1024.0,2018-07-22T15:47:20,"{""type"":""Point"",""coordinates"":[-71.8054,42.123]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1462.0,27.0,861.0,359.0,1454.0,1025.0,571.0,743.0,2124.0,2863.0,2799.0,2963.0,332.0,0.6611275672912598,0.0,0.0,1024.0,2018-07-24T15:37:09,"{""type"":""Point"",""coordinates"":[-71.8054,42.123]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1448.0,26.0,874.0,357.0,1447.0,1038.0,569.0,742.0,2154.0,2835.0,2804.0,2966.0,319.0,0.6626148819923401,0.0,0.0,1024.0,2018-07-24T15:37:09,"{""type"":""Point"",""coordinates"":[-71.8054,42.123]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1237.0,15.0,1740.0,669.0,943.0,927.0,492.0,860.0,3450.0,4683.0,4351.0,4963.0,740.0,0.7968201637268066,0.0,0.0,0.0,2018-07-27T15:49:52,"{""type"":""Point"",""coordinates"":[-71.8054,42.123]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1241.0,15.0,1733.0,663.0,942.0,932.0,493.0,893.0,3556.0,4684.0,4333.0,4970.0,725.0,0.7956900000572205,0.0,0.0,0.0,2018-07-27T15:49:52,"{""type"":""Point"",""coordinates"":[-71.8054,42.123]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,2644.0,792.0,1555.0,1067.0,2401.0,2168.0,1966.0,2211.0,3406.0,4101.0,3970.0,4281.0,1933.0,0.33760106563568115,0.0,0.0,2048.0,2018-07-29T15:35:53,"{""type"":""Point"",""coordinates"":[-71.8054,42.123]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,2639.0,793.0,1550.0,1070.0,2403.0,2171.0,1965.0,2224.0,3423.0,4084.0,3964.0,4298.0,1927.0,0.33715635538101196,0.0,0.0,2048.0,2018-07-29T15:35:53,"{""type"":""Point"",""coordinates"":[-71.8054,42.123]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,6474.0,19.0,5133.0,3758.0,6102.0,5859.0,6091.0,5825.0,6278.0,6948.0,6061.0,7166.0,1438.0,-0.002468729391694069,0.0,0.0,1024.0,2018-08-01T15:42:39,"{""type"":""Point"",""coordinates"":[-71.8054,42.123]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,6440.0,19.0,5054.0,3735.0,6084.0,5855.0,6084.0,5738.0,6198.0,6922.0,6054.0,7160.0,1407.0,-0.0024715769104659557,0.0,0.0,1024.0,2018-08-01T15:42:39,"{""type"":""Point"",""coordinates"":[-71.8054,42.123]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,5144.0,17.0,5007.0,3486.0,5066.0,4937.0,5167.0,5245.0,6433.0,7297.0,6517.0,7792.0,968.0,0.11554262042045593,0.0,0.0,1024.0,2018-08-03T15:35:57,"{""type"":""Point"",""coordinates"":[-71.8054,42.123]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,5214.0,18.0,4957.0,3480.0,5049.0,4935.0,5162.0,5125.0,6294.0,7159.0,6519.0,7609.0,977.0,0.11617156118154526,0.0,0.0,1024.0,2018-08-03T15:35:57,"{""type"":""Point"",""coordinates"":[-71.8054,42.123]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1919.0,618.0,1457.0,898.0,1520.0,1394.0,1179.0,1438.0,2710.0,3368.0,3134.0,3582.0,1191.0,0.4532807767391205,0.0,0.0,2048.0,2018-08-06T15:44:02,"{""type"":""Point"",""coordinates"":[-71.8054,42.123]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1931.0,621.0,1463.0,900.0,1518.0,1396.0,1178.0,1404.0,2726.0,3376.0,3129.0,3617.0,1194.0,0.4529835283756256,0.0,0.0,2048.0,2018-08-06T15:44:02,"{""type"":""Point"",""coordinates"":[-71.8054,42.123]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,2091.0,135.0,2520.0,1591.0,1769.0,1627.0,1321.0,1666.0,3422.0,4531.0,4202.0,4895.0,914.0,0.5216367840766907,0.0,0.0,2048.0,2018-08-08T15:35:51,"{""type"":""Point"",""coordinates"":[-71.8054,42.123]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,2094.0,135.0,2497.0,1594.0,1773.0,1632.0,1319.0,1651.0,3413.0,4509.0,4195.0,4878.0,913.0,0.5215814113616943,0.0,0.0,2048.0,2018-08-08T15:35:51,"{""type"":""Point"",""coordinates"":[-71.8054,42.123]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,8975.0,2750.0,2052.0,2253.0,8812.0,8266.0,8710.0,8482.0,8583.0,8924.0,8506.0,8975.0,5798.0,-0.01184944249689579,0.0,0.0,1024.0,2018-08-11T15:41:38,"{""type"":""Point"",""coordinates"":[-71.8054,42.123]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,8977.0,2751.0,2058.0,2246.0,8801.0,8275.0,8715.0,8501.0,8609.0,8926.0,8501.0,8964.0,5809.0,-0.012430297210812569,0.0,0.0,1024.0,2018-08-11T15:41:38,"{""type"":""Point"",""coordinates"":[-71.8054,42.123]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,8626.0,27.0,5189.0,3042.0,8435.0,7939.0,8258.0,7711.0,8118.0,8776.0,7801.0,9032.0,1254.0,-0.028457563370466232,0.0,0.0,1024.0,2018-08-13T15:40:16,"{""type"":""Point"",""coordinates"":[-71.8054,42.123]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,8640.0,27.0,5113.0,2963.0,8441.0,7945.0,8256.0,7655.0,8056.0,8691.0,7802.0,8990.0,1266.0,-0.028272511437535286,0.0,0.0,1024.0,2018-08-13T15:40:16,"{""type"":""Point"",""coordinates"":[-71.8054,42.123]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1404.0,11.0,1519.0,554.0,1070.0,940.0,590.0,833.0,2799.0,3896.0,3556.0,4225.0,652.0,0.715388298034668,0.0,0.0,0.0,2018-08-16T15:40:06,"{""type"":""Point"",""coordinates"":[-71.8054,42.123]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,1406.0,11.0,1518.0,557.0,1072.0,941.0,589.0,852.0,2844.0,3922.0,3539.0,4246.0,642.0,0.7146317958831787,0.0,0.0,0.0,2018-08-16T15:40:06,"{""type"":""Point"",""coordinates"":[-71.8054,42.123]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,5150.0,1348.0,1723.0,1656.0,4855.0,4559.0,4643.0,4729.0,5115.0,5415.0,5224.0,5536.0,3484.0,0.058883145451545715,0.0,0.0,1024.0,2018-08-18T15:39:58,"{""type"":""Point"",""coordinates"":[-71.8054,42.123]}"
1_1_1_1_1_1_1_1_1_1_1_1_2_0,5155.0,1349.0,1713.0,1660.0,4861.0,4555.0,4639.0,4721.0,5114.0,5423.0,5232.0,5557.0,3490.0,0.06007496640086174,0.0,0.0,1024.0,2018-08-18T15:39:58,"{""type"":""Point"",""coordinates"":[-71.8054,42.123]}"
1_1_1_1_1_1_1_1_1_1_1_2_0,2218.0,26.0,979.0,421.0,1894.0,1634.0,1333.0,1401.0,2399.0,3017.0,2646.0,3105.0,625.0,0.3299823999404907,0.0,0.0,0.0,2018-08-21T15:46:53,"{""type"":""Point"",""coordinates"":[-71.8054,42.123]}"
1_1_1_1_1_1_1_1_1_1_2_0,2228.0,26.0,949.0,393.0,1897.0,1637.0,1336.0,1401.0,2371.0,2952.0,2647.0,3029.0,620.0,0.32914888858795166,0.0,0.0,0.0,2018-08-21T15:46:53,"{""type"":""Point"",""coordinates"":[-71.8054,42.123]}"
1_1_1_1_1_1_1_1_1_2_0,1475.0,64.0,1390.0,616.0,1270.0,925.0,719.0,993.0,2546.0,3281.0,3192.0,3431.0,963.0,0.6323190927505493,0.0,0.0,0.0,2018-08-23T15:36:53,"{""type"":""Point"",""coordinates"":[-71.8054,42.123]}"
1_1_1_1_1_1_1_1_2_0,1470.0,63.0,1417.0,668.0,1281.0,921.0,718.0,1022.0,2606.0,3331.0,3196.0,3469.0,941.0,0.6331118941307068,0.0,0.0,0.0,2018-08-23T15:36:53,"{""type"":""Point"",""coordinates"":[-71.8054,42.123]}"
1_1_1_1_1_1_1_2_0,1262.0,9.0,1569.0,584.0,957.0,879.0,505.0,865.0,3023.0,4137.0,3783.0,4458.0,751.0,0.764458954334259,0.0,0.0,0.0,2018-08-26T15:43:49,"{""type"":""Point"",""coordinates"":[-71.8054,42.123]}"
1_1_1_1_1_1_2_0,1267.0,9.0,1578.0,585.0,956.0,882.0,505.0,899.0,3115.0,4111.0,3753.0,4416.0,739.0,0.7627994418144226,0.0,0.0,0.0,2018-08-26T15:43:49,"{""type"":""Point"",""coordinates"":[-71.8054,42.123]}"
1_1_1_1_1_2_0,1485.0,152.0,1370.0,594.0,1116.0,972.0,642.0,909.0,2514.0,3552.0,2625.0,3918.0,522.0,0.6069788932800293,0.0,0.0,2048.0,2018-08-28T15:35:47,"{""type"":""Point"",""coordinates"":[-71.8054,42.123]}"
1_1_1_1_2_0,1484.0,151.0,1222.0,547.0,1117.0,976.0,643.0,869.0,2312.0,3168.0,2632.0,3447.0,505.0,0.6073282361030579,0.0,0.0,2048.0,2018-08-28T15:35:47,"{""type"":""Point"",""coordinates"":[-71.8054,42.123]}"
1_1_1_2_0,5814.0,19.0,5231.0,4039.0,5457.0,5125.0,5294.0,5310.0,5711.0,6073.0,5937.0,6258.0,2013.0,0.057252246886491776,0.0,0.0,1024.0,2018-08-31T15:43:33,"{""type"":""Point"",""coordinates"":[-71.8054,42.123]}"
1_1_2_0,5683.0,19.0,5184.0,3999.0,5471.0,5131.0,5288.0,5306.0,5649.0,6001.0,5953.0,6172.0,1948.0,0.059158436954021454,0.0,0.0,1024.0,2018-08-31T15:43:33,"{""type"":""Point"",""coordinates"":[-71.8054,42.123]}"
